id,igbo,english,corrected_english,domain,source,verified,review_notes
MON167,Ndị kwere ekwe gbakọtara maka emume.,the children enjoyed to learn.,believers gathered for the celebration.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON168,Ọ na-agụ akwụkwọ nsọ n'ụlọ.,he returned home.,he/she reads the holy book at home.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON169,Ụlọ ekpere ahụ jupụtara na ndị mmadụ.,people read the company has a fever.,the place of worship was filled with people.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON170,Ha na-ekpe ekpere maka ezinụlọ ha.,they pray for their family.,,religion,iterative_back_translation_round_2,yes,Accepted original translation.
MON171,Ndị mmadụ na-enyere ndị nọ na mkpa aka.,people help one another.,,religion,iterative_back_translation_round_2,yes,Accepted original translation.
MON172,Okwukwe bụ ihe dị mkpa nye ọtụtụ mmadụ.,many people is important to use important to many people.,faith is important to many people.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON173,Ezinụlọ ahụ na-ekpe ekpere ọnụ.,the family ate together.,the family prays together.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON174,A na-eme emume okpukpe kwa afọ.,please stand up.,a religious celebration is held every year.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON175,Ọ gara n'ụlọ ekpere n'ehihie.,he went to the morning.,he/she went to the place of worship in the afternoon.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON176,Ndị mmadụ na-ege ntị n'okwu onye ndu.,the people listened to the speech.,,religion,iterative_back_translation_round_2,yes,Accepted original translation.
MON177,Ọtụtụ mmadụ na-achọ udo na olileanya.,many people seek a people.,many people seek peace and hope.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON178,Ha nyere ndị ogbenye nri.,they gave food for the food.,they gave food to the poor.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON179,Ndị mmadụ gbakọtara n'udo.,people seek peace.,,religion,iterative_back_translation_round_2,yes,Accepted original translation.
MON180,Ọ na-akwanyere nkwenkwe ndị ọzọ ùgwù.,he respect others.,he respects other people's beliefs.,religion,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON181,Kọmputa dị mkpa n'oge a.,this soil is important in a computer.,computers are important nowadays.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON182,Ọ na-eji ekwentị ya kwa ụbọchị.,he uses the phone.,,technology,iterative_back_translation_round_2,yes,Accepted original translation.
MON183,Ịntanetị na-enyere ndị mmadụ aka ịkparịta ụka.,people help one another.,the internet helps people communicate.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON184,Onye mmemme na-ede koodu ọhụrụ.,the programmer writes code.,,technology,iterative_back_translation_round_2,yes,Accepted original translation.
MON185,A na-echekwa data n'ime nchekwa kọmputa.,computer database in a database.,data is stored in computer storage.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON186,Ụlọ ọrụ ahụ mepụtara ngwa ọhụrụ.,the company hired a new employee.,the company developed a new application.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON187,Ọ na-amụ banyere ọgụgụ isi mmadụ.,he has a person achieve.,he/she is studying artificial intelligence.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON188,Ekwentị ahụ nwere batrị ọhụrụ.,the new has a new phone.,the phone has a new battery.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON189,Ndị ọrụ na-eji ngwanrọ arụ ọrụ.,the igbo people uses work.,workers use software to work.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON190,Teknụzụ na-agbanwe ndụ mmadụ.,people should use technology responsibly.,technology is changing people's lives.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON191,Ọ na-amụta otú e si emepụta weebụsaịtị.,he uses a website website.,he/she is learning how to create websites.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON192,Kọmputa ahụ anaghị arụ ọrụ nke ọma.,the computer is not working.,,technology,iterative_back_translation_round_2,yes,Accepted original translation.
MON193,Onye mmemme chọtara njehie na koodu ahụ.,the programmer fixed the error.,,technology,iterative_back_translation_round_2,yes,Accepted original translation.
MON194,A na-eji paswọọdụ echekwa akaụntụ.,this uses a fever.,a password is used to protect an account.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON195,Ọtụtụ mmadụ na-eji ngwa mkpanaka.,many people use music for celebrations.,many people use mobile applications.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON196,Sistemụ ahụ na-arụ ọrụ ngwa ngwa.,the company pays expenses.,the system operates quickly.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON197,A na-eji nchekwa data echekwa ozi.,this data in a database.,a database is used to store information.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON198,Ọ mụtara asụsụ mmemme ọhụrụ.,he learned something new.,,technology,iterative_back_translation_round_2,yes,Accepted original translation.
MON199,Teknụzụ nwere ike ime ka ọrụ dị mfe.,can affect work.,technology can make work easier.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
MON200,Ndị ọrụ kwesịrị ichekwa ozi nkeonwe ha.,they should work together.,workers should protect their personal information.,technology,iterative_back_translation_round_2,no,Original synthetic translation rejected; corrected translation provided.
