english,igbo
welcome.,Nnọọ.
computer skills help a person find a job.,Nkà kọmputa na-enyere mmadụ aka ịchọta ọrụ.
the device works well.,Ngwaọrụ ahụ na-arụ ọrụ nke ọma.
the programmer checked the code.,Onye mmemme nyochara koodu ahụ.
the police officers do their work.,Ndị uwe ojii na-arụ ọrụ ha.
the future will be good.,Ọdịnihu ga-adị mma.
public hospitals help people.,Ụlọ ọgwụ ọha na-enyere ndị mmadụ aka.
they irrigate during the dry season.,Ha na-agba mmiri n'oge ọkọchị.
he is watering the farm.,Ọ na-agba mmiri n'ubi.
tell me what happened.,Gwa m ihe merenụ.
where is the book?,Ebee ka akwụkwọ ahụ dị?
they removed weeds from the farm.,Ha wepụrụ ahịhịa n'ubi.
grass grows quickly.,Ahịhịa na-eto ngwa ngwa.
goodbye.,Ka ọ dị.
the company has a bank account.,Ụlọ ọrụ ahụ nwere akaụntụ ụlọ akụ.
the government supports agriculture.,Gọọmenti na-akwado ọrụ ugbo.
the leader gave advice.,Onye nduzi nyere ndụmọdụ.
justice is important in a community.,Ikpe ziri ezi dị mkpa n'obodo.
the hospital has equipment.,Ụlọ ọgwụ nwere akụrụngwa.
he works in an office.,Ọ na-arụ ọrụ n'ụlọ ọrụ.
the teacher explained the topic.,Onye nkuzi kọwara ihe ahụ.
the company operates in different cities.,Ụlọ ọrụ ahụ na-arụ ọrụ n'obodo dị iche iche.
he does homework.,Ọ na-eme ihe omume ụlọ.
the student answered the question.,Nwa akwụkwọ ahụ zara ajụjụ ahụ.
people seek important documents.,Ndị mmadụ na-achọ akwụkwọ dị mkpa.
working together brings peace.,Ịrụkọ ọrụ ọnụ na-eweta udo.
protecting health is everyone's responsibility.,Ịchekwa ahụike bụ ọrụ onye ọ bụla.
the business grew quickly.,Azụmahịa ahụ toro ngwa ngwa.
i need to tell you something.,Ọ dị m mkpa ịgwa gị ihe.
a person who breaks the law may be punished.,Onye mebiri iwu nwere ike ịta ahụhụ.
the doctor told him to rest.,Dọkịta gwara ya ka ọ zuru ike.
the file is on the computer.,Faịlụ ahụ dị na kọmputa.
the government conducts health campaigns.,Gọọmenti na-eme mkpọsa ahụike.
i will call you tomorrow.,Aga m akpọ gị echi.
he installed security software.,Ọ wụnyere ngwanrọ nchebe.
elders tell stories about the past.,Ndị okenye na-akọ akụkọ banyere oge gara aga.
we are here.,Anyị nọ ebe a.
thank you very much.,Daalụ nke ukwuu.
good roads help transportation.,Ụzọ ọma na-enyere njem aka.
we will plant crops tomorrow.,Anyị ga-akụ ihe ọkụkụ echi.
yam is planted during the planting season.,A na-akụ ji n'oge opupu ihe ubi.
thank you.,Ekele dịrị gị.
we remember the stories of our ancestors.,Anyị na-echeta akụkọ ndị nna nna anyị.
open the book.,Mepee akwụkwọ.
people find comfort through religion.,Ndị mmadụ na-enweta nkasi obi site n'okpukpe.
he has a severe headache.,Isi na-arịa ya nke ukwuu.
data can be important.,Data nwere ike ịdị mkpa.
"yes, i have time.","Ee, enwere m oge."
they wore traditional clothes.,Ha yi uwe ọdịnala.
they import products.,Ha na-ebubata ngwaahịa.
people help one another.,Ndị mmadụ na-enyere ibe ha aka.
he has stomach pain.,Ọ na-enwe ihe mgbu n'afọ.
please stand up.,Biko bilie.
jobs help families.,Ọrụ na-enyere ezinụlọ aka.
farming is an important occupation.,Ọrụ ugbo bụ ọrụ dị mkpa.
traditional food reflects the history of a community.,Nri ọdịnala na-egosi akụkọ obodo.
the farmer raises goats.,Onye ọrụ ugbo na-azụ ewu.
i want water.,A chọrọ m mmiri.
the children dance well.,Ụmụaka na-agba egwu nke ọma.
small businesses create jobs.,Obere azụmahịa na-emepụta ọrụ.
people were happy.,Ndị mmadụ nwere obi ụtọ.
artificial intelligence learns from data.,Ọgụgụ isi mmadụ na-eji data amụta ihe.
he goes to a place of worship every week.,Ọ na-aga ebe ofufe kwa izu.
i will help you.,Aga m enyere gị aka.
they study science.,Ha na-amụ sayensị.
they pray for their family.,Ha na-ekpe ekpere maka ezinụlọ ha.
technology helps people.,Ụzụ na-enyere ndị mmadụ aka.
the family respects their traditions.,Ezinụlọ ahụ na-asọpụrụ omenala ha.
the leader made a promise.,Onye isi ahụ kwere nkwa.
it is important to use water wisely.,Ọ dị mkpa iji mmiri mee ihe nke ọma.
the food is ready.,Nri dị njikere.
the farmer bought a tractor.,Onye ọrụ ugbo zụtara traktọ.
the government and the people should work together.,Gọọmenti na ndị mmadụ kwesịrị ịrụkọ ọrụ ọnụ.
many people speak igbo at home.,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.
the place of worship is near his house.,Ebe ofufe ahụ dị nso n'ụlọ ya.
history is an important subject.,Akụkọ ihe mere eme bụ isiokwu dị mkpa.
the new product is in the market.,Ngwaahịa ọhụrụ ahụ dị n'ahịa.
they learned new methods of planting.,Ha mụtara ụzọ ọhụrụ e si akụ ihe.
walking is good exercise.,Ije ije bụ ezigbo mmega ahụ.
they finished their homework.,Ha rụchara ọrụ ụlọ ha.
the customer received his product.,Onye ahịa natara ngwaahịa ya.
young people support their culture.,Ndị ntorobịa na-akwado omenala ha.
they welcomed the visitor warmly.,Ha nabatara ọbịa nke ọma.
the student attended an online class.,Nwa akwụkwọ ahụ gara klasị n'ịntanetị.
the employee answered the customer's question.,Onye ọrụ zara ajụjụ onye ahịa.
they have faith.,Ha nwere okwukwe.
"no, i do not have time.","Mba, enweghị m oge."
the weather is good.,Ihu igwe dị mma.
there are many things we can do.,Ọtụtụ ihe ka anyị nwere ike ime.
the manager gave a new instruction.,Onye njikwa nyere iwu ọhụrụ.
the customer has a question.,Onye ahịa nwere ajụjụ.
hard work brings success.,Ọrụ siri ike na-eweta ihe ịga nke ọma.
people work together with the government.,Ndị mmadụ na-arụkọ ọrụ na gọọmenti.
the farmer stored the seeds in a safe place.,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.
people learned about the law.,Ndị mmadụ mụtara banyere iwu ahụ.
he uses his phone to call his friend.,Ọ na-eji ekwentị kpọọ enyi ya.
you are right.,Ị kwuru eziokwu.
learning about culture helps children.,Ọmụmụ omenala na-enyere ụmụaka aka.
they used fertilizer to improve the soil.,Ha ji fatịlaịza mee ka ala dị mma.
can you explain it?,Ị nwere ike ịkọwa ya?
business provides people with job opportunities.,Azụmahịa na-enye ndị mmadụ ohere ọrụ.
the future will depend on technology.,Ọdịnihu ga-adabere n'ụzụ.
children learned about religion.,Ụmụaka mụtara ihe n'okpukpe.
stress can affect the body and mind.,Nrụgide nwere ike imetụta ahụ na uche.
history teaches us lessons.,Akụkọ ihe mere eme na-akụziri anyị ihe.
the students study at home.,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.
some jobs use machines.,Ụfọdụ ọrụ na-eji igwe eme ihe.
i am well.,Ọ dị m mma.
do you need help?,Ị chọrọ enyemaka?
he sent an email in the morning.,Ọ zitere email n'ụtụtụ.
the customer gave his opinion.,Onye ahịa nyere echiche ya.
the meeting started at ten o'clock.,Nzukọ ahụ malitere n'elekere iri.
talking to someone can help.,Ịgwa mmadụ okwu nwere ike inye aka.
heavy rain can damage crops.,Oké mmiri ozuzo nwere ike imebi ihe ubi.
the answer is easy.,Azịza ya dị mfe.
he installed new software.,Ọ wụnyere ngwanrọ ọhụrụ.
they discussed the business plan.,Ha tụlere atụmatụ azụmahịa ahụ.
the student got a high mark.,Nwa akwụkwọ ahụ nwetara akara dị elu.
see you again.,Ka anyị hụ ọzọ.
the people attended a community meeting.,Ndị mmadụ gara nzukọ obodo.
i am here.,Anọ m ebe a.
they have many chickens.,Ha nwere ọtụtụ ọkụkọ.
it is important to live in peace.,Ọ dị mkpa ibi ndụ n'udo.
illness can affect a family.,Ọrịa nwere ike imetụta ezinụlọ.
people listened to the sermon.,Ndị mmadụ gere ozi ọma ahụ ntị.
the student has a book.,Nwa akwụkwọ ahụ nwere akwụkwọ.
listen.,Gee ntị.
the work is still continuing.,Ọrụ ahụ ka na-aga n'ihu.
that bag of maize is heavy.,Akpa ọka ahụ dị arọ.
the branch is in another city.,Alaka ahụ dị n'obodo ọzọ.
the family ate together.,Ezinụlọ ahụ riri nri ọnụ.
people go to worship in the morning.,Ndị mmadụ na-aga ofufe n'ụtụtụ.
the worship service started on time.,Ofufe ahụ malitere n'oge.
a phone is a commonly used device.,Ekwentị bụ ngwaọrụ a na-ejikarị eme ihe.
the family celebrated together.,Ezinụlọ ahụ mere emume ọnụ.
the company promoted its product.,Ụlọ ọrụ ahụ kwalitere ngwaahịa ya.
elders give advice.,Ndị okenye na-enye ndụmọdụ.
everyone should respect the law.,Onye ọ bụla kwesịrị ịkwanyere iwu ùgwù.
i remember it.,Ana m echeta ya.
sharing shows love.,Ịkekọrịta ihe na-egosi ịhụnanya.
livestock farming brings income.,Ọzụzụ anụ ụlọ na-eweta ego.
the company has many employees.,Ụlọ ọrụ ahụ nwere ọtụtụ ndị ọrụ.
go there.,Gaa ebe ahụ.
the igbo people respect their ancestors.,Ndị Igbo na-asọpụrụ ndị nna nna ha.
many young people are looking for jobs.,Ọtụtụ ndị ntorobịa na-achọ ọrụ.
he received the file.,Ọ natara faịlụ ahụ.
the service is fast and good.,Ọrụ ahụ dị ngwa ma dị mma.
the product is not good.,Ngwaahịa ahụ adịghị mma.
the government provides drinking water.,Gọọmenti na-enye mmiri ọṅụṅụ.
the company exports products.,Ụlọ ọrụ ahụ na-ebupụ ngwaahịa.
how are you?,Kedu ka ị mere?
children need special care.,Ụmụaka chọrọ nlekọta pụrụ iche.
the patient should tell the doctor everything.,Onye ọrịa kwesịrị ịgwa dọkịta ihe niile.
he sleeps for eight hours every night.,Ọ na-ehi ụra awa asatọ kwa abalị.
the software has a problem.,Ngwanrọ ahụ nwere nsogbu.
high blood pressure can be dangerous.,Ọbara mgbali elu nwere ike ịdị ize ndụ.
i do not know that place.,Amaghị m ebe ahụ.
researchers study artificial intelligence.,Ndị nyocha na-amụ ọgụgụ isi mmadụ.
the farmer clears the farm.,Onye ọrụ ugbo na-asacha ubi.
the internet helps students.,Ịntanetị na-enyere ụmụ akwụkwọ aka.
the company made a profit.,Ụlọ ọrụ ahụ nwetara uru.
he does not always take his medicine.,Ọ naghị aṅụ ọgwụ ya mgbe niile.
the entrepreneur borrowed money.,Onye ọchụnta ego gbaziri ego.
domestic animals need food.,Anụ ụlọ chọrọ nri.
i do not understand.,Aghọtaghị m.
dry soil does not help crops.,Ala kpọrọ nkụ anaghị enyere ihe ọkụkụ aka.
online meetings are popular.,Nzukọ n'ịntanetị na-ewu ewu.
they gave the family food.,Ha nyere ezinụlọ ahụ nri.
"no, i do not need anything.","Mba, achọghị m ihe ọ bụla."
people should follow health advice.,Ndị mmadụ kwesịrị ịgbaso ndụmọdụ ahụike.
the university lecturer taught the class.,Onye nkuzi mahadum kụziri klaasị.
the community uses igbo during celebrations.,Ndị obodo na-eji Igbo eme emume.
we should eat nutritious food.,Anyị kwesịrị iri nri na-edozi ahụ.
he uses the internet every day.,Ọ na-eji ịntanetị kwa ụbọchị.
the men wore traditional clothes.,Ndị nwoke yi uwe ọdịnala.
the farmer works hard.,Onye ọrụ ugbo na-arụsi ọrụ ike.
people sang during the worship service.,Ndị mmadụ bụrụ abụ n'oge ofufe.
he likes reading.,Ọ masịrị ya ịgụ akwụkwọ.
he created a strong password.,Ọ mepụtara paswọọdụ siri ike.
i am angry.,Iwe na-ewe m.
many people came to the celebration.,Ọtụtụ ndị mmadụ bịara emume ahụ.
the customer bought a bag of rice.,Onye ahịa zụtara akpa osikapa.
email helps people send messages.,Email na-enyere ndị mmadụ izipu ozi.
let us start.,Ka anyị malite.
the teacher gave marks.,Onye nkuzi nyere akara.
he received a new email.,Ọ natara email ọhụrụ.
people should tell the truth.,Ndị mmadụ kwesịrị ikwu eziokwu.
handwashing prevents the spread of disease.,Ịsa aka na-egbochi mgbasa ọrịa.
they want to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
they asked for forgiveness.,Ha rịọrọ mgbaghara.
the community prepared the place.,Ndị obodo kwadebere ebe ahụ.
where do you live?,Ebee ka ị bi?
he uses video to communicate.,Ọ na-eji vidio akparịta ụka.
he listened to the advice.,Ọ gere ndụmọdụ ahụ ntị.
we should work together.,Anyị kwesịrị ịrụkọ ọrụ ọnụ.
he replied to the email.,Ọ zara email ahụ.
the company pays expenses.,Ụlọ ọrụ ahụ na-akwụ ụgwọ.
the doctor examines the patient.,Dọkịta na-enyocha onye ọrịa.
they advertised a new product.,Ha kpọsara ngwaahịa ọhụrụ.
the government supports public health.,Gọọmenti na-akwado ahụike ọha.
it is important to keep a password secret.,Ọ dị mkpa izobe paswọọdụ.
the patient needs another test.,Onye ọrịa chọrọ nyocha ọzọ.
the price of the product is low.,Ọnụ ahịa ngwaahịa ahụ dị ala.
traditional clothing shows a person's culture.,Uwe ọdịnala na-egosi omenala mmadụ.
the celebration took place at home.,Emume ahụ mere n'ụlọ.
the business is doing well.,Azụmahịa ahụ na-aga nke ọma.
education helps people.,Agụmakwụkwọ na-enyere mmadụ aka.
the students are learning new things.,Ụmụ akwụkwọ na-amụta ihe ọhụrụ.
the patient described his symptoms.,Onye ọrịa kọwara ihe mgbaàmà ya.
leaders serve the community.,Ndị isi na-eje ozi nye obodo.
iron is important for the body.,Ígwè dị mkpa maka ahụ.
they helped the customer.,Ha nyere onye ahịa aka.
diseases can harm crops.,Ọrịa nwere ike imerụ ihe ọkụkụ.
the advertisement attracted many customers.,Mgbasa ozi ahụ dọtara ọtụtụ ndị ahịa.
the teacher teaches the students.,Onye nkuzi na-akụzi ụmụ akwụkwọ.
it is important to protect data.,Ọ dị mkpa ichekwa data.
traditional stories teach many things.,Akụkọ ọdịnala na-akụzi ọtụtụ ihe.
the government made a new law.,Gọọmenti mere iwu ọhụrụ.
they gave money to the poor.,Ha nyere ndị ogbenye ego.
the mother took the child to the hospital.,Nne kpọgara nwa ahụ ụlọ ọgwụ.
we planted rice on the farm.,Anyị kụrụ osikapa n'ubi.
the priest delivered a sermon.,Onye ụkọchukwu kọrọ ozi ọma.
they sold vegetables at the market.,Ha rere akwụkwọ nri n'ahịa.
the student failed the examination.,Nwa akwụkwọ ahụ dara ule ahụ.
the assistance helped the farmers.,Enyemaka ahụ nyere ndị ọrụ ugbo aka.
they named the child after his grandfather.,Ha kpọrọ nwa ahụ aha nna nna ya.
are you fine?,Ị dị mma?
the medicine helped reduce the pain.,Ọgwụ ahụ nyere aka belata ihe mgbu.
it is not a problem.,Ọ bụghị nsogbu.
the government collects taxes.,Gọọmenti na-anakọta ụtụ isi.
the patient has a cough.,Onye ọrịa nwere ụkwara.
fruits are good for health.,Mkpụrụ osisi dị mma maka ahụike.
the community preserves historical places.,Ndị obodo na-echekwa ebe akụkọ ihe mere eme.
good governance helps the community.,Ezi ọchịchị na-enyere obodo aka.
family members support one another.,Ndị ezinụlọ na-akwado ibe ha.
they use paper to write.,Ha na-eji akwụkwọ ede ihe.
the company advertises.,Ụlọ ọrụ ahụ na-eme mgbasa ozi.
a website provides information.,Weebụsaịtị na-enye ozi.
the record contains important information.,Ndekọ ahụ nwere ozi dị mkpa.
we should respect people with different beliefs.,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.
i am sad.,Ana m enwe mwute.
the computer stopped working.,Kọmputa ahụ kwụsịrị ịrụ ọrụ.
the teacher sent learning materials online.,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.
the market research was helpful.,Nnyocha ahịa nyere aka.
the company conducts market research.,Ụlọ ọrụ ahụ na-eme nyocha ahịa.
vegetables contain many vitamins.,Akwụkwọ nri nwere ọtụtụ vitamin.
he studies computer programming.,Ọ na-amụ mmemme kọmputa.
he gains strength from his religion.,Ọ na-enweta ume site n'okpukpe ya.
the new law came into effect.,Iwu ọhụrụ ahụ malitere ịrụ ọrụ.
speak slowly.,Kwuo nwayọọ.
the teacher stood in front of the classroom.,Onye nkuzi guzoro n'ihu klaasị.
wait for a short while.,Chere obere oge.
the company received the order.,Ụlọ ọrụ ahụ natara iwu ahụ.
the manager has a meeting.,Onye njikwa nwere nzukọ.
he forgave his friend.,Ọ gbaghara enyi ya.
leaders should work for the people.,Ndị isi kwesịrị ịrụ ọrụ maka ndị mmadụ.
the plan is good.,Atụmatụ ahụ dị mma.
the update fixed the problem.,Mmelite ahụ meziri nsogbu ahụ.
many people start small businesses.,Ọtụtụ ndị na-amalite obere azụmahịa.
people expect good governance.,Ndị mmadụ na-atụ anya ezi ọchịchị.
language preserves the history of a community.,Asụsụ na-echekwa akụkọ obodo.
unity makes a community strong.,Ịdị n'otu na-eme ka obodo sie ike.
the student is going to school.,Nwa akwụkwọ na-aga ụlọ akwụkwọ.
the employees arrived on time.,Ndị ọrụ bịara n'oge.
the vehicle carried the product.,Ụgbọala bu ngwaahịa ahụ.
tradition teaches us about our ancestors.,Ọdịnala na-akụziri anyị ihe gbasara ndị nna nna anyị.
reading makes a person knowledgeable.,Ịgụ akwụkwọ na-eme ka mmadụ mara ihe.
sharing food brings people together.,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.
the teacher asked a question.,Onye nkuzi jụrụ ajụjụ.
he went for a medical checkup.,Ọ gara nyocha ahụike.
the child received a vaccination.,Nwa ahụ nwetara ọgwụ mgbochi ọrịa.
many diseases spread through germs.,Ọtụtụ ọrịa na-agbasa site na nje.
people respect one another's beliefs.,Ndị mmadụ na-akwanyere nkwenkwe ibe ha ùgwù.
he applied for a job.,Ọ tinyere akwụkwọ maka ọrụ.
it is important to register.,Ọ dị mkpa ịdebanye aha.
the student is reading a book.,Nwa akwụkwọ na-agụ akwụkwọ.
parents teach their children their beliefs.,Ndị nne na nna na-akụziri ụmụ ha nkwenkwe ha.
we should avoid sharing certain items.,Anyị kwesịrị izere ịkekọrịta ihe ụfọdụ.
the phone has a camera.,Ekwentị ahụ nwere igwefoto.
they play music during celebrations.,Ha na-akpọ egwu n'oge emume.
the citizens need jobs.,Ndị obodo chọrọ ọrụ.
he sends messages by phone.,Ọ na-eziga ozi site na ekwentị.
he has had a fever for two days.,Ọ na-enwe ahụ ọkụ kemgbe ụbọchị abụọ.
the priest leads the worship service.,Onye ụkọchukwu na-eduzi ofufe.
he downloaded a new application.,Ọ budatara ngwa ọhụrụ.
people pay taxes.,Ndị mmadụ na-akwụ ụtụ isi.
friends met at the place of worship.,Ndị enyi zutere n'ebe ofufe.
people seek peace.,Ndị mmadụ na-achọ udo.
what time is it?,Kedu oge ọ bụ?
they held an online meeting.,Ha mere nzukọ n'ịntanetị.
i need help.,Achọrọ m enyemaka.
children should know their culture.,Ụmụaka kwesịrị ịma omenala ha.
faith gives many people hope.,Okwukwe na-enye ọtụtụ mmadụ olileanya.
the student borrowed a book.,Nwa akwụkwọ ahụ gbaziri akwụkwọ.
he wants to become a teacher.,Ọ chọrọ ịghọ onye nkuzi.
the price changed.,Ọnụ ahịa ahụ gbanwere.
fever can be a sign of illness.,Ahụ ọkụ nwere ike ịbụ ihe ịrịba ama nke ọrịa.
the celebration went well.,Emume ahụ gara nke ọma.
people read religious books.,Ndị mmadụ na-agụ akwụkwọ okpukpe.
the government works to improve life.,Gọọmenti na-arụ ọrụ iji meziwanye ndụ.
health campaigns provide important information.,Mkpọsa ahụike na-enye ozi dị mkpa.
let us go.,Ka anyị gaa.
a robot can perform some tasks.,Robot nwere ike ịrụ ụfọdụ ọrụ.
charity work is important.,Ịrụ ọrụ ebere dị mkpa.
they celebrated happily.,Ha ji obi ụtọ mee emume ahụ.
technology is changing the world.,Ụzụ na-agbanwe ụwa.
leaders make plans for the future.,Ndị isi na-eme atụmatụ maka ọdịnihu.
i am also happy to meet you.,Obi dịkwa m ụtọ izute gị.
people can participate in the program.,Ndị mmadụ nwere ike isonye na mmemme ahụ.
the teacher is in the classroom.,Onye nkuzi nọ na klaasị.
people should live in love and peace.,Ndị mmadụ kwesịrị ibi ndụ n'ịhụnanya na udo.
we should wash our hands regularly.,Anyị kwesịrị ịsa aka mgbe niile.
i am hungry.,Agụụ na-agụ m.
the stories of ancestors are important.,Akụkọ ndị nna nna dị mkpa.
the mother takes care of her child.,Nne na-elekọta nwa ya.
it is important to use public money properly.,Ọ dị mkpa iji ego ọha mee ihe nke ọma.
that person needs a license.,Onye ahụ chọrọ akwụkwọ ikike.
language helps people communicate.,Asụsụ na-enyere ndị mmadụ aka ịkparịta ụka.
what happened?,Gịnị mere?
send me a message.,Zipụ m ozi.
the women wore beautiful clothing.,Ndị inyom yi akwa mara mma.
internet security is important.,Nchekwa ịntanetị dị mkpa.
they thanked god for the food.,Ha kelere Chineke maka nri.
the students compete in their studies.,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.
please say it again.,Biko kwuo ya ọzọ.
i am working.,Ana m arụ ọrụ.
the government keeps public records.,Gọọmenti na-echekwa ndekọ obodo.
it is important to learn new skills.,Ọ dị mkpa ịmụta nkà ọhụrụ.
the software is easy to use.,Ngwanrọ ahụ dị mfe iji.
the internet connects people.,Ịntanetị na-ejikọta ndị mmadụ.
the government promised to build roads.,Gọọmenti kwere nkwa ịrụ ụzọ.
it is important to learn to forgive.,Ọ dị mkpa ịmụta ịgbaghara.
training helps young people.,Ọzụzụ na-enyere ndị ntorobịa aka.
he always helps others.,Ọ na-enyere ndị ọzọ aka mgbe niile.
