english,igbo
We should learn from history.,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.
The new product is in the market.,Ngwaahịa ọhụrụ ahụ dị n'ahịa.
He forgave his friend.,Ọ gbaghara enyi ya.
Farming is a source of income.,Ọrụ ugbo bụ isi iyi nke ego.
History is an important subject.,Akụkọ ihe mere eme bụ isiokwu dị mkpa.
Please help me.,Biko nyere m aka.
He came in the morning.,Ọ bịara n'ụtụtụ.
It is not good to take medicine without advice.,Ọ dịghị mma ịṅụ ọgwụ n'enweghị ndụmọdụ.
The student attended an online class.,Nwa akwụkwọ ahụ gara klasị n'ịntanetị.
Do you need anything?,Ị chọrọ ihe ọ bụla?
His family supports him.,Ezinụlọ ya na-akwado ya.
It is important to keep a password secret.,Ọ dị mkpa izobe paswọọdụ.
The company received the order.,Ụlọ ọrụ ahụ natara iwu ahụ.
Pollution damages the environment.,Gbururu na-emebi gburugburu ebe obibi.
"No, I do not need help.","Mba, achọghị m enyemaka."
Nothing happened.,Ọ dịghị ihe mere.
The computer is new.,Kọmputa ahụ dị ọhụrụ.
It is not good.,Ọ dịghị mma.
I am afraid.,Atụrụ m egwu.
Different communities have different cultures.,Obodo dị iche iche nwere omenala dị iche iche.
The government supports education.,Gọọmenti na-akwado agụmakwụkwọ.
Teachers tell stories about the community.,Ndị nkuzi na-akọ akụkọ banyere obodo.
Iron is important for the body.,Ígwè dị mkpa maka ahụ.
Learning to code takes time.,Ịmụ koodu chọrọ oge.
Where is the book?,Ebee ka akwụkwọ ahụ dị?
The farmer raises goats.,Onye ọrụ ugbo na-azụ ewu.
Come here.,Abịala ebe a.
We expect a good harvest.,Anyị na-atụ anya ezigbo owuwe ihe ubi.
The Igbo people value family.,Ndị Igbo ji ezinụlọ kpọrọ ihe.
The school has many classrooms.,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.
Many people start small businesses.,Ọtụtụ ndị na-amalite obere azụmahịa.
The patient has a fever.,Onye ọrịa nwere ahụ ọkụ.
The old building is part of the town's history.,Ụlọ ochie ahụ bụ akụkụ nke akụkọ obodo.
I am going to school.,Aga m ụlọ akwụkwọ.
Some jobs use machines.,Ụfọdụ ọrụ na-eji igwe eme ihe.
They want to increase profit.,Ha chọrọ ịbawanye uru.
The student is reading a book.,Nwa akwụkwọ na-agụ akwụkwọ.
We are here.,Anyị nọ ebe a.
They want to expand their business.,Ha chọrọ ịgbasa azụmahịa ha.
We should wash our hands regularly.,Anyị kwesịrị ịsa aka mgbe niile.
It is important to seek help early.,Ọ dị mkpa ịchọ enyemaka n'oge.
They have faith.,Ha nwere okwukwe.
He went for a medical checkup.,Ọ gara nyocha ahụike.
The patient needs another test.,Onye ọrịa chọrọ nyocha ọzọ.
Family members support one another.,Ndị ezinụlọ na-akwado ibe ha.
Farmers face climate change.,Ndị ọrụ ugbo na-eche ihu mgbanwe ihu igwe.
The software has a problem.,Ngwanrọ ahụ nwere nsogbu.
The students wrote their examination.,Ụmụ akwụkwọ dere ule ha.
People want to know how their money is used.,Ndị mmadụ chọrọ ịma otú e si eji ego ha.
The farmer bought maize seeds.,Onye ọrụ ugbo zụtara mkpụrụ ọka.
The university lecturer taught the class.,Onye nkuzi mahadum kụziri klaasị.
Technology has advantages and disadvantages.,Ụzụ nwere uru na ọghọm.
The visitor gave a speech.,Onye ọbịa kwuru okwu.
They study science.,Ha na-amụ sayensị.
Development requires the support of the people.,Mmepe chọrọ nkwado nke ndị mmadụ.
Please.,Biko.
The town has a long history.,Obodo ahụ nwere akụkọ ogologo.
I am leaving now.,Aga m aga ugbu a.
They import products.,Ha na-ebubata ngwaahịa.
I am thirsty.,Akpịrị na-akpọ m nkụ.
I need to tell you something.,Ọ dị m mkpa ịgwa gị ihe.
The student has a big dream.,Nwa akwụkwọ ahụ nwere nnukwu nrọ.
The price of yam decreased.,Ọnụ ahịa ji dara.
He returned the book.,Ọ laghachiri akwụkwọ ahụ.
He installed new software.,Ọ wụnyere ngwanrọ ọhụrụ.
The government creates job opportunities.,Gọọmenti na-emepụta ohere ọrụ.
The government promised to build roads.,Gọọmenti kwere nkwa ịrụ ụzọ.
Agriculture helps the community develop.,Ọrụ ugbo na-enyere obodo aka ito eto.
Sorry.,Ndo.
They are planting vegetables.,Ha na-akụ akwụkwọ nri.
The government supports public health.,Gọọmenti na-akwado ahụike ọha.
The customer has a question.,Onye ahịa nwere ajụjụ.
They finished their homework.,Ha rụchara ọrụ ụlọ ha.
The student has a book.,Nwa akwụkwọ ahụ nwere akwụkwọ.
He thanks God every day.,Ọ na-ekele Chineke kwa ụbọchị.
Where do you live?,Kedu ebe ị bi?
I am hungry.,Agụụ na-agụ m.
His work is good.,Ọrụ ya dị mma.
We should preserve our culture.,Anyị kwesịrị ichekwa omenala anyị.
People wear traditional clothing for celebrations.,Ndị mmadụ na-eji akwa eme emume.
The students attended the lecture.,Ụmụ akwụkwọ gara nkuzi.
We want to buy more food.,Anyị chọrọ ịzụtakwu nri.
"No, I will not come.","Mba, agaghị m abịa."
The price of the product is high.,Ọnụ ahịa ngwaahịa ahụ dị elu.
They read the holy book.,Ha na-agụ akwụkwọ nsọ.
The father prays every morning.,Nna ahụ na-ekpe ekpere kwa ụtụtụ.
He saved the document.,Ọ chekwaara akwụkwọ ahụ.
Education helps people.,Agụmakwụkwọ na-enyere mmadụ aka.
I will help you.,Aga m enyere gị aka.
The vehicle carried the product.,Ụgbọala bu ngwaahịa ahụ.
People should use technology responsibly.,Ndị mmadụ kwesịrị iji teknụzụ mee ihe n'ụzọ ziri ezi.
Children should go to school.,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.
The product came from another city.,Ngwaahịa ahụ sitere n'obodo ọzọ.
He learned how to use a computer.,Ọ mụtara otu esi eji kọmputa.
The celebration went well.,Emume ahụ gara nke ọma.
That person needs a license.,Onye ahụ chọrọ akwụkwọ ikike.
He does not always take his medicine.,Ọ naghị aṅụ ọgwụ ya mgbe niile.
Health is very important.,Ahụike dị ezigbo mkpa.
The customer bought the product.,Onye ahịa zụtara ngwaahịa ahụ.
He downloaded a new application.,Ọ budatara ngwa ọhụrụ.
The office provides public services.,Ụlọ ọrụ ahụ na-enye ọrụ ọha.
There is no problem.,Enweghị nsogbu.
Good roads help transportation.,Ụzọ ọma na-enyere njem aka.
The internet connects people.,Ịntanetị na-ejikọta ndị mmadụ.
My name is Chinedu.,Aha m bụ Chinedu.
Grass grows quickly.,Ahịhịa na-eto ngwa ngwa.
He went for a job interview.,Ọ gara ajụjụ ọnụ maka ọrụ.
The library has many books.,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.
The advertisement attracted many customers.,Mgbasa ozi ahụ dọtara ọtụtụ ndị ahịa.
It is not a problem.,Ọ bụghị nsogbu.
They sold vegetables at the market.,Ha rere akwụkwọ nri n'ahịa.
They advertised a new product.,Ha kpọsara ngwaahịa ọhụrụ.
The new law came into effect.,Iwu ọhụrụ ahụ malitere ịrụ ọrụ.
The file is on the computer.,Faịlụ ahụ dị na kọmputa.
The government provides public services.,Gọọmenti na-enye ọrụ ọha.
He likes reading.,Ọ masịrị ya ịgụ akwụkwọ.
The student failed the examination.,Nwa akwụkwọ ahụ dara ule ahụ.
Smoking damages health.,Ise siga na-emebi ahụike.
Learning about culture helps children.,Ọmụmụ omenala na-enyere ụmụaka aka.
He works full time.,Ọ na-arụ ọrụ oge niile.
Do you need help?,Ị chọrọ enyemaka?
He goes to a place of worship every week.,Ọ na-aga ebe ofufe kwa izu.
The farmer clears the farm.,Onye ọrụ ugbo na-asacha ubi.
The community uses Igbo during celebrations.,Ndị obodo na-eji Igbo eme emume.
People seek important documents.,Ndị mmadụ na-achọ akwụkwọ dị mkpa.
The database contains a lot of information.,Ebe nchekwa data nwere ọtụtụ ozi.
Disasters damage farms.,Ọdachi na-emebi ubi.
People find comfort through religion.,Ndị mmadụ na-enweta nkasi obi site n'okpukpe.
The doctor tested his blood.,Dọkịta nyochara ọbara ya.
Technology is changing the world.,Ụzụ na-agbanwe ụwa.
The future will be good.,Ọdịnihu ga-adị mma.
The grandmother told a story at night.,Nne ochie kọrọ akụkọ n'abalị.
I know.,Ama m.
The ubo-aka is one of the traditional musical instruments.,Ụbọ aka bụ otu n'ime ngwá egwu ọdịnala.
We should listen to elders' advice.,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.
Igbo is the language of the Igbo people.,Igbo bụ asụsụ ndị Igbo.
Internet security is important.,Nchekwa ịntanetị dị mkpa.
Hope is important during difficult times.,Olileanya dị mkpa n'oge nsogbu.
They sell food at the market.,Ha na-ere nri n'ahịa.
The customer called the company.,Onye ahịa kpọrọ ụlọ ọrụ ahụ.
He built a website.,Ọ wuru weebụsaịtị.
This job requires experience.,Ọrụ a chọrọ ahụmahụ.
The shop opened in the morning.,Ụlọ ahịa ahụ meghere n'ụtụtụ.
I am at home.,Anọ m n'ụlọ.
The camera is not working.,Igwefoto ahụ anaghị arụ ọrụ.
We planted rice on the farm.,Anyị kụrụ osikapa n'ubi.
Religion teaches love.,Okpukpe na-akụzi ịhụnanya.
I am going to the market.,Anọ m na-aga ahịa.
The weather is good.,Ihu igwe dị mma.
It is important to follow the doctor's instructions.,Ọ dị mkpa ịgbaso ntụziaka dọkịta.
The people gave advice.,Ndị mmadụ nyere ndụmọdụ.
The community worked together.,Ndị obodo rụkọrọ ọrụ ọnụ.
Who called you?,Ònye kpọrọ gị?
We should respect people with different beliefs.,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.
People can express their opinions.,Ndị mmadụ nwere ike ikwu echiche ha.
I want food.,A chọrọ m nri.
The patient has a cough.,Onye ọrịa nwere ụkwara.
Many people use this road.,Ọtụtụ mmadụ na-eji ụzọ a.
I do not understand.,Aghọtaghị m.
Training helps young people.,Ọzụzụ na-enyere ndị ntorobịa aka.
Read the book.,Gụọ akwụkwọ ahụ.
They learned new methods of planting.,Ha mụtara ụzọ ọhụrụ e si akụ ihe.
The entrepreneur started a new business.,Onye ọchụnta ego malitere azụmahịa ọhụrụ.
We met today.,Anyị zutere taa.
The family celebrated together.,Ezinụlọ ahụ mere emume ọnụ.
Farming is an important occupation.,Ọrụ ugbo bụ ọrụ dị mkpa.
The farmer attended training.,Onye ọrụ ugbo gara ọzụzụ.
He created a strong password.,Ọ mepụtara paswọọdụ siri ike.
The teacher checked the students' work.,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.
I am at work.,Anọ m n'ọrụ.
He works part time.,Ọ na-arụ ọrụ nwa oge.
They prepared food for the visitors.,Ha kwadebere nri maka ndị ọbịa.
Peace is important in a community.,Udo dị mkpa n'obodo.
The food is delicious.,Nri ahụ na-atọ ụtọ.
People pay taxes.,Ndị mmadụ na-akwụ ụtụ isi.
The children sat and listened to the story.,Ụmụaka nọdụrụ gee akụkọ ahụ ntị.
Children should know their culture.,Ụmụaka kwesịrị ịma omenala ha.
People read religious books.,Ndị mmadụ na-agụ akwụkwọ okpukpe.
Who are you looking for?,Onye ka ị na-achọ?
My family is important to me.,Ezinụlọ m dị mkpa nye m.
Sharing shows love.,Ịkekọrịta ihe na-egosi ịhụnanya.
He replied to the email.,Ọ zara email ahụ.
The farmer returned home after sunset.,Onye ọrụ ugbo laghachiri n'ụlọ mgbe anyanwụ dara.
Water is important for crops.,Mmiri dị mkpa maka ihe ọkụkụ.
Everyone should respect the law.,Onye ọ bụla kwesịrị ịkwanyere iwu ùgwù.
I like it.,Ọ masịrị m.
They asked for forgiveness.,Ha rịọrọ mgbaghara.
They are laughing.,Ha na-achị ọchị.
The employees arrived on time.,Ndị ọrụ bịara n'oge.
The student uses a pencil to write.,Nwa akwụkwọ ahụ na-eji pensụl ede ihe.
Traditional food is part of culture.,Nri ọdịnala bụ akụkụ nke omenala.
Vegetables contain many vitamins.,Akwụkwọ nri nwere ọtụtụ vitamin.
Laws help maintain peace.,Iwu na-enyere aka idobe udo.
The child received a vaccination.,Nwa ahụ nwetara ọgwụ mgbochi ọrịa.
The service is fast and good.,Ọrụ ahụ dị ngwa ma dị mma.
They started working early in the morning.,Ha malitere ịrụ ọrụ n'isi ụtụtụ.
Speak slowly.,Kwuo nwayọọ.
People seek advice.,Ndị mmadụ na-achọ ndụmọdụ.
People gather at the place of worship.,Ndị mmadụ na-ezukọ n'ebe ofufe.
It is important to drink enough water.,Ọ dị mkpa ịṅụ mmiri zuru oke.
We will see you tomorrow.,Anyị ga-ahụ gị echi.
The teacher sent learning materials online.,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.
Kindness is important among people.,Obiọma dị mkpa n'etiti ndị mmadụ.
The government protects the environment.,Gọọmenti na-echekwa gburugburu ebe obibi.
They store the harvest in a warehouse.,Ha na-echekwa ihe ubi n'ụlọ nkwakọba ihe.
Come here.,Bịa ebe a.
All children should receive education.,Ụmụaka niile kwesịrị inweta agụmakwụkwọ.
It is raining.,Mmiri na-ezo.
I do not like it.,Ọ masịghị m.
The family goes to worship together.,Ezinụlọ na-aga ofufe ọnụ.
They wore traditional clothes.,Ha yi uwe ọdịnala.
Are you fine?,Ị dị mma?
Rest helps the patient.,Izu ike na-enyere onye ọrịa aka.
The business made a large profit.,Azụmahịa ahụ nwetara nnukwu uru.
Students should work hard.,Ụmụ akwụkwọ kwesịrị ịrụsi ọrụ ike.
I have hope.,Enwere m olileanya.
Love and kindness make the world better.,Ịhụnanya na obiọma na-eme ka ụwa ka mma.
They helped the family.,Ha nyere ezinụlọ ahụ aka.
They did group work.,Ha mere ọrụ otu.
Computer skills help a person find a job.,Nkà kọmputa na-enyere mmadụ aka ịchọta ọrụ.
See you again.,Ka anyị hụ ọzọ.
It rained well.,Mmiri ozuzo dara nke ọma.
Religion teaches peace.,Okpukpe na-akụzi udo.
They deposited money in the bank.,Ha debere ego n'ụlọ akụ.
Cleanliness helps prevent disease.,Ịdị ọcha na-enyere aka igbochi ọrịa.
They listened to the speech.,Ha gere okwu ahụ ntị.
People use music for celebrations.,Ndị mmadụ na-eji egwu eme emume.
It is important to study every day.,Ọ dị mkpa ịmụ ihe kwa ụbọchị.
He needs to rest.,Ọ chọrọ izu ike.
The patient described his symptoms.,Onye ọrịa kọwara ihe mgbaàmà ya.
Business requires money.,Azụmahịa chọrọ ego.
The house was filled with the smell of food.,Ụlọ ahụ jupụtara n'isi nri.
Machines can work quickly.,Igwè nwere ike ịrụ ọrụ ngwa ngwa.
We will plant crops tomorrow.,Anyị ga-akụ ihe ọkụkụ echi.
It is hot today.,Ọ dị ọkụ taa.
The farmers received assistance.,Ndị ọrụ ugbo nwetara enyemaka.
Sunlight helps crops grow.,Anwụ na-enyere ihe ọkụkụ aka ito.
He is learning digital skills.,Ọ na-amụ nkà dijitalụ.
I am hungry.,Agụụ na-agụ m.
He studied well.,Ọ gụrụ akwụkwọ nke ọma.
Proper planting increases the harvest.,Ịkụ ihe n'ụzọ ziri ezi na-abawanye ihe ubi.
The Igbo people respect their ancestors.,Ndị Igbo na-asọpụrụ ndị nna nna ha.
He uses his phone to call his friend.,Ọ na-eji ekwentị kpọọ enyi ya.
Drinking water is important.,Ịṅụ mmiri dị mkpa.
They prepared the product for the customer.,Ha kwadebere ngwaahịa maka onye ahịa.
The worship service started on time.,Ofufe ahụ malitere n'oge.
The plan is good.,Atụmatụ ahụ dị mma.
He sent an email in the morning.,Ọ zitere email n'ụtụtụ.
They thanked God for the food.,Ha kelere Chineke maka nri.
The doctor examines the patient.,Dọkịta na-enyocha onye ọrịa.
He called the technician.,Ọ kpọrọ onye na-ahụ maka teknụzụ.
Some names remember ancestors.,Aha ụfọdụ na-echeta ndị nna nna.
The price of the product is low.,Ọnụ ahịa ngwaahịa ahụ dị ala.
Please say it again.,Biko kwuo ya ọzọ.
The students are writing.,Ụmụ akwụkwọ na-ede ihe.
Many families depend on farming.,Ọtụtụ ezinụlọ na-adabere n'ọrụ ugbo.
He works in an office.,Ọ na-arụ ọrụ n'ụlọ ọrụ.
Many young people are looking for jobs.,Ọtụtụ ndị ntorobịa na-achọ ọrụ.
The government supports small businesses.,Gọọmenti na-akwado obere azụmahịa.
People should follow health advice.,Ndị mmadụ kwesịrị ịgbaso ndụmọdụ ahụike.
They used chemicals to protect the crops.,Ha ji ọgwụ chebe ihe ọkụkụ.
University students conduct research.,Ụmụ akwụkwọ mahadum na-eme nchọpụta.
Learning is important.,Ọmụmụ ihe dị mkpa.
The test result is good.,Nsonaazụ nyocha ahụ dị mma.
I am happy.,Enwere m obi ụtọ.
The student borrowed a book.,Nwa akwụkwọ ahụ gbaziri akwụkwọ.
People should protect the environment.,Ndị mmadụ kwesịrị ichekwa gburugburu ebe obibi.
Data can be important.,Data nwere ike ịdị mkpa.
The farmer takes care of his farm every day.,Onye ọrụ ugbo na-elekọta ubi ya kwa ụbọchị.
They want to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
The student answered the question.,Nwa akwụkwọ ahụ zara ajụjụ ahụ.
He has a headache.,Ọ na-arịa isi.
They use traditional items to prepare food.,Ha na-eji ihe ọdịnala akwadebe nri.
The internet helps students learn.,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.
It is very good.,Ọ dị mma nke ukwuu.
He is telling the truth.,Ọ na-ekwu eziokwu.
The employee received his salary.,Onye ọrụ nwetara ụgwọ ọnwa ya.
He has had a fever for two days.,Ọ na-enwe ahụ ọkụ kemgbe ụbọchị abụọ.
They play music during celebrations.,Ha na-akpọ egwu n'oge emume.
It is important to get vaccinated.,Ọ dị mkpa ịgba ọgwụ mgbochi ọrịa.
Health workers help patients.,Ndị ọrụ ahụike na-enyere ndị ọrịa aka.
Respecting elders is an important tradition.,Ịkwanyere ndị okenye ùgwù bụ omenala dị mkpa.
They cooked yam and soup.,Ha siri ji na ofe.
"No, I do not need anything.","Mba, achọghị m ihe ọ bụla."
Handwashing prevents the spread of disease.,Ịsa aka na-egbochi mgbasa ọrịa.
It is nothing.,Ọ dịghị ihe.
The teaching was useful.,Nkuzi ahụ bara uru.
The tractor ploughs the land.,Traktọ ahụ na-akọ ala.
Religion teaches humility.,Okpukpe na-akụzi ịdị umeala n'obi.
Agriculture provides jobs for many people.,Ọrụ ugbo na-enye ọtụtụ mmadụ ọrụ.
Transparency is important in governance.,Nghọta dị mkpa na ọchịchị.
It is important to eat different foods.,Ọ dị mkpa iri nri dị iche iche.
The farmer repaired his machine.,Onye ọrụ ugbo rụziri igwe ya.
That yam is big.,Ji ahụ buru ibu.
He received a new email.,Ọ natara email ọhụrụ.
Adequate sleep is important.,Ụra zuru oke dị mkpa.
A visitor came to the house.,Ọbịa bịara n'ụlọ ahụ.
I am angry.,Iwe na-ewe m.
People elect leaders.,Ndị mmadụ na-ahọpụta ndị isi.
The cow gives milk.,Ehi ahụ na-enye mmiri ara.
"No, I do not understand.","Mba, aghọtaghị m."
The town has many places of worship.,Obodo ahụ nwere ọtụtụ ebe ofufe.
The celebration took place in the town.,Emume ahụ mere n'obodo.
They named the child after his grandfather.,Ha kpọrọ nwa ahụ aha nna nna ya.
The manager has a meeting.,Onye njikwa nwere nzukọ.
The students are sitting on chairs.,Ụmụ akwụkwọ nọ ọdụ n'oche.
Can you tell me?,Ị nwere ike ịgwa m?
The examination will begin tomorrow.,Ule ahụ ga-amalite echi.
People sang during the worship service.,Ndị mmadụ bụrụ abụ n'oge ofufe.
They held an online meeting.,Ha mere nzukọ n'ịntanetị.
The government conducts health campaigns.,Gọọmenti na-eme mkpọsa ahụike.
People shared food.,Ndị mmadụ kesara nri.
Where are you?,Ebee ka ị nọ?
Healthy habits are important.,Omume ahụike dị mkpa.
Children learn traditions from elders.,Ụmụaka na-amụta omenala n'aka ndị okenye.
The nurse helps the patient.,Nọọsụ na-enyere onye ọrịa aka.
He is learning a programming language.,Ọ na-amụ asụsụ mmemme.
Drinking alcohol can harm health.,Ịṅụ mmanya na-aba n'anya nwere ike imerụ ahụike.
The leader thanked the people.,Onye nduzi kelere ndị mmadụ.
They study English at school.,Ha na-amụ Bekee n'ụlọ akwụkwọ.
The government provides drinking water.,Gọọmenti na-enye mmiri ọṅụṅụ.
Let us go.,Ka anyị gaa.
People remember special days.,Ndị mmadụ na-echeta ụbọchị pụrụ iche.
He withdrew money from the bank.,Ọ wepụtara ego n'ụlọ akụ.
The food is delicious.,Nri ahụ dị ụtọ.
Online learning is popular.,Ọmụmụ ihe n'ịntanetị na-ewu ewu.
The government made a new law.,Gọọmenti mere iwu ọhụrụ.
The company hired a new employee.,Ụlọ ọrụ ahụ goro onye ọrụ ọhụrụ.
The company is looking for new employees.,Ụlọ ọrụ ahụ na-achọ ndị ọrụ ọhụrụ.
Stand up.,Bilie.
They used a machine to harvest the crops.,Ha ji igwe ewe ihe ubi.
Learning helps a person achieve their goals.,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.
The patient should tell the doctor everything.,Onye ọrịa kwesịrị ịgwa dọkịta ihe niile.
They finished the farm work before the rain started.,Ha rụchara ọrụ ubi tupu mmiri amalite.
The programmer checked the code.,Onye mmemme nyochara koodu ahụ.
The community prepared the place.,Ndị obodo kwadebere ebe ahụ.
Sharing food brings people together.,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.
The warehouse is full of maize.,Ụlọ nkwakọba ihe ahụ jupụtara n'ọka.
The family ate together.,Ezinụlọ ahụ riri nri ọnụ.
What is your name?,Kedu aha gị?
I have an idea.,Enwere m echiche.
People listened to the sermon.,Ndị mmadụ gere ozi ọma ahụ ntị.
They have many chickens.,Ha nwere ọtụtụ ọkụkọ.
Good morning.,Ụtụtụ ọma.
Good afternoon.,Ehihie ọma.
People want to live in peace.,Ndị mmadụ chọrọ ibi n'udo.
The farmer went to the farm.,Onye ọrụ ugbo gara n'ubi.
Go there.,Gaa ebe ahụ.
Look at this.,Lee nke a.
He paid through the bank.,Ọ kwụrụ ụgwọ site na ụlọ akụ.
Healthcare helps people live longer lives.,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.
Call me when you arrive.,Kpọọ m mgbe ị rutere.
Children learned about religion.,Ụmụaka mụtara ihe n'okpukpe.
The microphone is good.,Igwe okwu ahụ dị mma.
His friends give him advice.,Ndị enyi ya na-enye ya ndụmọdụ.
He recovered after receiving treatment.,Ọ gbakere mgbe ọ nwetara ọgwụgwọ.
The future will depend on technology.,Ọdịnihu ga-adabere n'ụzụ.
What are you doing?,Kedu ihe ị na-eme?
The government collects taxes.,Gọọmenti na-anakọta ụtụ isi.
The trader sells clothes.,Onye na-ere ahịa na-ere uwe.
Please say it again.,Biko kwuo ya ọzọ.
They transported the product to the shop.,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.
The human body needs good food.,Ahụ mmadụ chọrọ ezigbo nri.
I am going home.,Ana m aga ụlọ.
