english,igbo
she paid the debt on time.,Ọ kwụrụ ụgwọ ahụ n'oge.
he paid the debt on time. later,Ọ kwụrụ ụgwọ ahụ n'oge.
they need money to expand the business.,Ha chọrọ ego iji gbasaa azụmahịa.
we need money to expand the business.,Ha chọrọ ego iji gbasaa azụmahịa.
they require money to expand the business.,Ha chọrọ ego iji gbasaa azụmahịa.
they need money to expand the business. now,Ha chọrọ ego iji gbasaa azụmahịa.
the company opened a new branch.,Ụlọ ọrụ ahụ mepere alaka ọhụrụ.
the company opened a new branch. today,Ụlọ ọrụ ahụ mepere alaka ọhụrụ.
the branch is in another city.,Alaka ahụ dị n'obodo ọzọ.
the branch is in another city. today,Alaka ahụ dị n'obodo ọzọ.
they want to expand their business.,Ha chọrọ ịgbasa azụmahịa ha.
we want to expand their business.,Ha chọrọ ịgbasa azụmahịa ha.
they need to expand their business.,Ha chọrọ ịgbasa azụmahịa ha.
they want to expand their business. later,Ha chọrọ ịgbasa azụmahịa ha.
the business grew quickly.,Azụmahịa ahụ toro ngwa ngwa.
the business grew quickly. tomorrow,Azụmahịa ahụ toro ngwa ngwa.
the company operates in different cities.,Ụlọ ọrụ ahụ na-arụ ọrụ n'obodo dị iche iche.
the company operates in different cities. later,Ụlọ ọrụ ahụ na-arụ ọrụ n'obodo dị iche iche.
they import products.,Ha na-ebubata ngwaahịa.
we import products.,Ha na-ebubata ngwaahịa.
they import products. later,Ha na-ebubata ngwaahịa.
the company exports products.,Ụlọ ọrụ ahụ na-ebupụ ngwaahịa.
the company exports products. later,Ụlọ ọrụ ahụ na-ebupụ ngwaahịa.
the product came from another city.,Ngwaahịa ahụ sitere n'obodo ọzọ.
the product came from another city. today,Ngwaahịa ahụ sitere n'obodo ọzọ.
they transported the product to the shop.,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.
we transported the product to the shop.,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.
they transported the product to the shop. today,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.
the vehicle carried the product.,Ụgbọala bu ngwaahịa ahụ.
the vehicle carried the product. today,Ụgbọala bu ngwaahịa ahụ.
the product arrived on time.,Ngwaahịa ahụ rutere n'oge.
the product arrived on time. later,Ngwaahịa ahụ rutere n'oge.
the customer ordered a product.,Onye ahịa nyere iwu ngwaahịa.
the customer ordered a product. tomorrow,Onye ahịa nyere iwu ngwaahịa.
the company received the order.,Ụlọ ọrụ ahụ natara iwu ahụ.
the company received the order. today,Ụlọ ọrụ ahụ natara iwu ahụ.
they prepared the product for the customer.,Ha kwadebere ngwaahịa maka onye ahịa.
we prepared the product for the customer.,Ha kwadebere ngwaahịa maka onye ahịa.
they prepared the product for the customer. now,Ha kwadebere ngwaahịa maka onye ahịa.
the customer received his product.,Onye ahịa natara ngwaahịa ya.
the customer received his product. now,Onye ahịa natara ngwaahịa ya.
the company provides different services.,Ụlọ ọrụ ahụ na-enye ọrụ dị iche iche.
the company provides different services. now,Ụlọ ọrụ ahụ na-enye ọrụ dị iche iche.
the service is fast and good.,Ọrụ ahụ dị ngwa ma dị mma.
the service is fast and good. later,Ọrụ ahụ dị ngwa ma dị mma.
the customer is satisfied.,Onye ahịa nwere afọ ojuju.
the customer is satisfied. now,Onye ahịa nwere afọ ojuju.
the customer is not satisfied.,Onye ahịa enweghị afọ ojuju.
the customer is not satisfied. later,Onye ahịa enweghị afọ ojuju.
the company listened to customers' opinions.,Ụlọ ọrụ ahụ gere ntị n'echiche ndị ahịa.
the company listened to customers' opinions. now,Ụlọ ọrụ ahụ gere ntị n'echiche ndị ahịa.
they want to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
we want to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
they need to improve their service.,Ha chọrọ ime ka ọrụ ha ka mma.
they want to improve their service. tomorrow,Ha chọrọ ime ka ọrụ ha ka mma.
business provides people with job opportunities.,Azụmahịa na-enye ndị mmadụ ohere ọrụ.
business provides people with job opportunities. later,Azụmahịa na-enye ndị mmadụ ohere ọrụ.
small businesses help families.,Obere azụmahịa na-enyere ezinụlọ aka.
small businesses help families. now,Obere azụmahịa na-enyere ezinụlọ aka.
many people start small businesses.,Ọtụtụ ndị na-amalite obere azụmahịa.
many people start small businesses. today,Ọtụtụ ndị na-amalite obere azụmahịa.
hard work helps a business.,Ịrụsi ọrụ ike na-enyere azụmahịa aka.
hard work helps a business. later,Ịrụsi ọrụ ike na-enyere azụmahịa aka.
business is important for community development.,Azụmahịa dị mkpa maka mmepe obodo.
business is important for community development. today,Azụmahịa dị mkpa maka mmepe obodo.
tradition is an important part of igbo life.,Ọdịnala bụ akụkụ dị mkpa nke ndụ ndị Igbo.
tradition is an important part of igbo life. today,Ọdịnala bụ akụkụ dị mkpa nke ndụ ndị Igbo.
the igbo people have many traditions.,Ndị Igbo nwere ọtụtụ omenala.
the igbo people have many traditions. today,Ndị Igbo nwere ọtụtụ omenala.
tradition teaches us about our ancestors.,Ọdịnala na-akụziri anyị ihe gbasara ndị nna nna anyị.
tradition teaches us about our ancestors. today,Ọdịnala na-akụziri anyị ihe gbasara ndị nna nna anyị.
the family respects their traditions.,Ezinụlọ ahụ na-asọpụrụ omenala ha.
the family respects their traditions. now,Ezinụlọ ahụ na-asọpụrụ omenala ha.
we should preserve our culture.,Anyị kwesịrị ichekwa omenala anyị.
they should preserve our culture.,Anyị kwesịrị ichekwa omenala anyị.
we should preserve our culture. now,Anyị kwesịrị ichekwa omenala anyị.
children learn traditions from elders.,Ụmụaka na-amụta omenala n'aka ndị okenye.
children learn traditions from elders. later,Ụmụaka na-amụta omenala n'aka ndị okenye.
elders teach children traditional stories.,Ndị okenye na-akụziri ụmụaka akụkọ ọdịnala.
elders teach children traditional stories. later,Ndị okenye na-akụziri ụmụaka akụkọ ọdịnala.
traditional stories teach many things.,Akụkọ ọdịnala na-akụzi ọtụtụ ihe.
traditional stories teach many things. later,Akụkọ ọdịnala na-akụzi ọtụtụ ihe.
the grandmother told a story at night.,Nne ochie kọrọ akụkọ n'abalị.
the grandmother told a story at night. now,Nne ochie kọrọ akụkọ n'abalị.
the children sat and listened to the story.,Ụmụaka nọdụrụ gee akụkọ ahụ ntị.
the children sat and listened to the story. later,Ụmụaka nọdụrụ gee akụkọ ahụ ntị.
music is part of igbo culture.,Egwu bụ akụkụ nke omenala Igbo.
music is part of igbo culture. today,Egwu bụ akụkụ nke omenala Igbo.
people dance at celebrations.,Ndị mmadụ na-agba egwu n'emume.
people dance at celebrations. now,Ndị mmadụ na-agba egwu n'emume.
they sing traditional songs.,Ha na-abụ abụ ọdịnala.
we sing traditional songs.,Ha na-abụ abụ ọdịnala.
they sing traditional songs. later,Ha na-abụ abụ ọdịnala.
the music is enjoyable.,Egwu ahụ na-atọ ụtọ.
the music is enjoyable. today,Egwu ahụ na-atọ ụtọ.
the musicians play musical instruments.,Ndị egwu na-akpọ ngwá egwu.
the musicians play musical instruments. later,Ndị egwu na-akpọ ngwá egwu.
the ubo-aka is one of the traditional musical instruments.,Ụbọ aka bụ otu n'ime ngwá egwu ọdịnala.
the ubo-aka is one of the traditional musical instruments. tomorrow,Ụbọ aka bụ otu n'ime ngwá egwu ọdịnala.
many people love traditional music.,Ọtụtụ mmadụ hụrụ egwu ọdịnala n'anya.
many people love traditional music. later,Ọtụtụ mmadụ hụrụ egwu ọdịnala n'anya.
music brings people together.,Egwu na-ejikọta ndị mmadụ ọnụ.
music brings people together. tomorrow,Egwu na-ejikọta ndị mmadụ ọnụ.
people use music for celebrations.,Ndị mmadụ na-eji egwu eme emume.
people use music for celebrations. later,Ndị mmadụ na-eji egwu eme emume.
they play music during celebrations.,Ha na-akpọ egwu n'oge emume.
we play music during celebrations.,Ha na-akpọ egwu n'oge emume.
they play music during celebrations. later,Ha na-akpọ egwu n'oge emume.
dancing is part of the celebration.,Ịgba egwu bụ akụkụ nke emume.
dancing is part of the celebration. now,Ịgba egwu bụ akụkụ nke emume.
the children dance well.,Ụmụaka na-agba egwu nke ọma.
the children dance well. now,Ụmụaka na-agba egwu nke ọma.
they wore traditional clothes.,Ha yi uwe ọdịnala.
we wore traditional clothes.,Ha yi uwe ọdịnala.
they wore traditional clothes. tomorrow,Ha yi uwe ọdịnala.
the traditional clothing is beautiful.,Uwe ọdịnala ahụ mara mma.
the traditional clothing is beautiful. now,Uwe ọdịnala ahụ mara mma.
the women wore beautiful clothing.,Ndị inyom yi akwa mara mma.
the women wore beautiful clothing. today,Ndị inyom yi akwa mara mma.
the men wore traditional clothes.,Ndị nwoke yi uwe ọdịnala.
the men wore traditional clothes. today,Ndị nwoke yi uwe ọdịnala.
traditional clothing shows a person's culture.,Uwe ọdịnala na-egosi omenala mmadụ.
traditional clothing shows a person's culture. tomorrow,Uwe ọdịnala na-egosi omenala mmadụ.
people wear traditional clothing for celebrations.,Ndị mmadụ na-eji akwa eme emume.
people wear traditional clothing for celebrations. today,Ndị mmadụ na-eji akwa eme emume.
the traditional celebration began in the morning.,Emume ọdịnala ahụ malitere n'ụtụtụ.
the traditional celebration began in the morning. today,Emume ọdịnala ahụ malitere n'ụtụtụ.
many people came to the celebration.,Ọtụtụ ndị mmadụ bịara emume ahụ.
many people came to the celebration. later,Ọtụtụ ndị mmadụ bịara emume ahụ.
the celebration took place in the town.,Emume ahụ mere n'obodo.
the celebration took place in the town. now,Emume ahụ mere n'obodo.
the community prepared for the celebration.,Ndị obodo kwadebere maka emume ahụ.
the community prepared for the celebration. today,Ndị obodo kwadebere maka emume ahụ.
the celebration went well.,Emume ahụ gara nke ọma.
the celebration went well. today,Emume ahụ gara nke ọma.
they celebrated happily.,Ha ji obi ụtọ mee emume ahụ.
we celebrated happily.,Ha ji obi ụtọ mee emume ahụ.
they celebrated happily. now,Ha ji obi ụtọ mee emume ahụ.
people greet one another at celebrations.,Ndị mmadụ na-enye ibe ha ekele n'emume.
people greet one another at celebrations. today,Ndị mmadụ na-enye ibe ha ekele n'emume.
a visitor came to the house.,Ọbịa bịara n'ụlọ ahụ.
a visitor came to the house. today,Ọbịa bịara n'ụlọ ahụ.
they welcomed the visitor warmly.,Ha nabatara ọbịa nke ọma.
we welcomed the visitor warmly.,Ha nabatara ọbịa nke ọma.
they welcomed the visitor warmly. now,Ha nabatara ọbịa nke ọma.
welcoming visitors is an important tradition.,Ịnabata ọbịa bụ omenala dị mkpa.
welcoming visitors is an important tradition. later,Ịnabata ọbịa bụ omenala dị mkpa.
the igbo people respect visitors.,Ndị Igbo na-akwanyere ndị ọbịa ùgwù.
the igbo people respect visitors. today,Ndị Igbo na-akwanyere ndị ọbịa ùgwù.
they gave food to the visitor.,Ha nyere ọbịa nri.
we gave food to the visitor.,Ha nyere ọbịa nri.
they gave food to the visitor. now,Ha nyere ọbịa nri.
traditional food is part of culture.,Nri ọdịnala bụ akụkụ nke omenala.
traditional food is part of culture. today,Nri ọdịnala bụ akụkụ nke omenala.
people cook traditional food at celebrations.,Ndị mmadụ na-esi nri ọdịnala n'emume.
people cook traditional food at celebrations. today,Ndị mmadụ na-esi nri ọdịnala n'emume.
the house was filled with the smell of food.,Ụlọ ahụ jupụtara n'isi nri.
the house was filled with the smell of food. later,Ụlọ ahụ jupụtara n'isi nri.
they cooked yam and soup.,Ha siri ji na ofe.
we cooked yam and soup.,Ha siri ji na ofe.
they cooked yam and soup. tomorrow,Ha siri ji na ofe.
the food is delicious.,Nri ahụ na-atọ ụtọ.
the food is delicious. tomorrow,Nri ahụ na-atọ ụtọ.
the family ate together.,Ezinụlọ ahụ riri nri ọnụ.
the family ate together. now,Ezinụlọ ahụ riri nri ọnụ.
sharing food brings people together.,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.
sharing food brings people together. tomorrow,Ịkekọrịta nri na-eme ka ndị mmadụ dịrị n'otu.
the community prepares food for visitors.,Ndị obodo na-akwadebe nri maka ndị ọbịa.
the community prepares food for visitors. now,Ndị obodo na-akwadebe nri maka ndị ọbịa.
they use traditional items to prepare food.,Ha na-eji ihe ọdịnala akwadebe nri.
we use traditional items to prepare food.,Ha na-eji ihe ọdịnala akwadebe nri.
they use traditional items to prepare food. tomorrow,Ha na-eji ihe ọdịnala akwadebe nri.
traditional food reflects the history of a community.,Nri ọdịnala na-egosi akụkọ obodo.
traditional food reflects the history of a community. later,Nri ọdịnala na-egosi akụkọ obodo.
names are an important part of culture.,Aha bụ akụkụ dị mkpa nke omenala.
names are an important part of culture. now,Aha bụ akụkụ dị mkpa nke omenala.
parents choose their children's names carefully.,Ndị nne na nna na-ahọrọ aha ụmụ ha nke ọma.
parents choose their children's names carefully. tomorrow,Ndị nne na nna na-ahọrọ aha ụmụ ha nke ọma.
the name has a meaning.,Aha ahụ nwere ihe ọ pụtara.
the name has a meaning. later,Aha ahụ nwere ihe ọ pụtara.
they named the child after his grandfather.,Ha kpọrọ nwa ahụ aha nna nna ya.
we named the child after his grandfather.,Ha kpọrọ nwa ahụ aha nna nna ya.
they named the child after his grandfather. tomorrow,Ha kpọrọ nwa ahụ aha nna nna ya.
some names remember ancestors.,Aha ụfọdụ na-echeta ndị nna nna.
some names remember ancestors. today,Aha ụfọdụ na-echeta ndị nna nna.
the igbo people respect their ancestors.,Ndị Igbo na-asọpụrụ ndị nna nna ha.
the igbo people respect their ancestors. today,Ndị Igbo na-asọpụrụ ndị nna nna ha.
we remember the stories of our ancestors.,Anyị na-echeta akụkọ ndị nna nna anyị.
they remember the stories of our ancestors.,Anyị na-echeta akụkọ ndị nna nna anyị.
we remember the stories of our ancestors. later,Anyị na-echeta akụkọ ndị nna nna anyị.
elders tell stories about the past.,Ndị okenye na-akọ akụkọ banyere oge gara aga.
elders tell stories about the past. today,Ndị okenye na-akọ akụkọ banyere oge gara aga.
the stories of ancestors are important.,Akụkọ ndị nna nna dị mkpa.
the stories of ancestors are important. today,Akụkọ ndị nna nna dị mkpa.
we should learn from history.,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.
they should learn from history.,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.
we should learn from history. now,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.
the town has a long history.,Obodo ahụ nwere akụkọ ogologo.
the town has a long history. tomorrow,Obodo ahụ nwere akụkọ ogologo.
the old building is part of the town's history.,Ụlọ ochie ahụ bụ akụkụ nke akụkọ obodo.
the old building is part of the town's history. now,Ụlọ ochie ahụ bụ akụkụ nke akụkọ obodo.
the community preserves historical places.,Ndị obodo na-echekwa ebe akụkọ ihe mere eme.
the community preserves historical places. tomorrow,Ndị obodo na-echekwa ebe akụkọ ihe mere eme.
history teaches us lessons.,Akụkọ ihe mere eme na-akụziri anyị ihe.
history teaches us lessons. today,Akụkọ ihe mere eme na-akụziri anyị ihe.
students study their culture.,Ụmụ akwụkwọ na-amụ banyere omenala ha.
students study their culture. now,Ụmụ akwụkwọ na-amụ banyere omenala ha.
the school teaches traditional history.,Ụlọ akwụkwọ ahụ na-akụzi akụkọ ọdịnala.
the school teaches traditional history. tomorrow,Ụlọ akwụkwọ ahụ na-akụzi akụkọ ọdịnala.
teachers tell stories about the community.,Ndị nkuzi na-akọ akụkọ banyere obodo.
teachers tell stories about the community. tomorrow,Ndị nkuzi na-akọ akụkọ banyere obodo.
children should know their culture.,Ụmụaka kwesịrị ịma omenala ha.
children should know their culture. now,Ụmụaka kwesịrị ịma omenala ha.
learning about culture helps children.,Ọmụmụ omenala na-enyere ụmụaka aka.
learning about culture helps children. later,Ọmụmụ omenala na-enyere ụmụaka aka.
culture connects different generations.,Omenala na-ejikọta ọgbọ dị iche iche.
culture connects different generations. tomorrow,Omenala na-ejikọta ọgbọ dị iche iche.
the new generation learns from elders.,Ọgbọ ọhụrụ na-amụta ihe n'aka ndị okenye.
the new generation learns from elders. today,Ọgbọ ọhụrụ na-amụta ihe n'aka ndị okenye.
young people support their culture.,Ndị ntorobịa na-akwado omenala ha.
young people support their culture. tomorrow,Ndị ntorobịa na-akwado omenala ha.
culture changes over time.,Omenala na-agbanwe ka oge na-aga.
culture changes over time. today,Omenala na-agbanwe ka oge na-aga.
some traditions are still alive today.,Ụfọdụ omenala ka dị ndụ taa.
some traditions are still alive today. now,Ụfọdụ omenala ka dị ndụ taa.
we should respect different cultures.,Anyị kwesịrị ịkwanyere omenala dị iche iche ùgwù.
they should respect different cultures.,Anyị kwesịrị ịkwanyere omenala dị iche iche ùgwù.
we should respect different cultures. tomorrow,Anyị kwesịrị ịkwanyere omenala dị iche iche ùgwù.
different communities have different cultures.,Obodo dị iche iche nwere omenala dị iche iche.
different communities have different cultures. today,Obodo dị iche iche nwere omenala dị iche iche.
people speak different languages.,Ndị mmadụ na-asụ asụsụ dị iche iche.
people speak different languages. today,Ndị mmadụ na-asụ asụsụ dị iche iche.
language is an important part of culture.,Asụsụ bụ akụkụ dị mkpa nke omenala.
language is an important part of culture. now,Asụsụ bụ akụkụ dị mkpa nke omenala.
igbo is the language of the igbo people.,Igbo bụ asụsụ ndị Igbo.
igbo is the language of the igbo people. tomorrow,Igbo bụ asụsụ ndị Igbo.
language preserves the history of a community.,Asụsụ na-echekwa akụkọ obodo.
language preserves the history of a community. tomorrow,Asụsụ na-echekwa akụkọ obodo.
parents teach their children igbo.,Ndị nne na nna na-akụziri ụmụ ha Igbo.
parents teach their children igbo. now,Ndị nne na nna na-akụziri ụmụ ha Igbo.
children should learn their language.,Ụmụaka kwesịrị ịmụ asụsụ ha.
children should learn their language. tomorrow,Ụmụaka kwesịrị ịmụ asụsụ ha.
language helps people communicate.,Asụsụ na-enyere ndị mmadụ aka ịkparịta ụka.
language helps people communicate. now,Asụsụ na-enyere ndị mmadụ aka ịkparịta ụka.
the community uses igbo during celebrations.,Ndị obodo na-eji Igbo eme emume.
the community uses igbo during celebrations. tomorrow,Ndị obodo na-eji Igbo eme emume.
many people speak igbo at home.,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.
many people speak igbo at home. later,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.
respecting elders is an important tradition.,Ịkwanyere ndị okenye ùgwù bụ omenala dị mkpa.
respecting elders is an important tradition. tomorrow,Ịkwanyere ndị okenye ùgwù bụ omenala dị mkpa.
children greet elders.,Ụmụaka na-ekele ndị okenye.
children greet elders. today,Ụmụaka na-ekele ndị okenye.
elders give advice.,Ndị okenye na-enye ndụmọdụ.
elders give advice. today,Ndị okenye na-enye ndụmọdụ.
we should listen to elders' advice.,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.
they should listen to elders' advice.,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.
we should listen to elders' advice. later,Anyị kwesịrị ige ndụmọdụ ndị okenye ntị.
people help one another.,Ndị mmadụ na-enyere ibe ha aka.
people help one another. tomorrow,Ndị mmadụ na-enyere ibe ha aka.
working together is a good tradition.,Ịrụkọ ọrụ ọnụ bụ omenala dị mma.
working together is a good tradition. today,Ịrụkọ ọrụ ọnụ bụ omenala dị mma.
the community worked together.,Ndị obodo rụkọrọ ọrụ ọnụ.
the community worked together. today,Ndị obodo rụkọrọ ọrụ ọnụ.
they helped the family.,Ha nyere ezinụlọ ahụ aka.
we helped the family.,Ha nyere ezinụlọ ahụ aka.
they helped the family. tomorrow,Ha nyere ezinụlọ ahụ aka.
unity makes a community strong.,Ịdị n'otu na-eme ka obodo sie ike.
unity makes a community strong. now,Ịdị n'otu na-eme ka obodo sie ike.
culture teaches unity.,Omenala na-akụzi ịdị n'otu.
culture teaches unity. tomorrow,Omenala na-akụzi ịdị n'otu.
the igbo people value family.,Ndị Igbo ji ezinụlọ kpọrọ ihe.
the igbo people value family. now,Ndị Igbo ji ezinụlọ kpọrọ ihe.
the family is the foundation of the community.,Ezinụlọ bụ isi obodo.
the family is the foundation of the community. later,Ezinụlọ bụ isi obodo.
family members support one another.,Ndị ezinụlọ na-akwado ibe ha.
family members support one another. later,Ndị ezinụlọ na-akwado ibe ha.
our culture is something we should value.,Omenala anyị bụ ihe anyị kwesịrị iji kpọrọ ihe.
our culture is something we should value. today,Omenala anyị bụ ihe anyị kwesịrị iji kpọrọ ihe.
preserving culture helps future generations.,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.
preserving culture helps future generations. today,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.
hello.,Ndewo.
hello. today,Ndewo.
how are you?,Kedu ka ị mere?
how are you? now,Kedu ka ị mere?
i am fine.,Adị m mma.
we am fine.,Adị m mma.
i am fine. today,Adị m mma.
are you fine?,Ị dị mma?
are you fine? tomorrow,Ị dị mma?
i am well.,Ọ dị m mma.
we am well.,Ọ dị m mma.
i am well. now,Ọ dị m mma.
what are you doing?,Kedu ihe ị na-eme?
what are you doing? later,Kedu ihe ị na-eme?
i am at home.,Anọ m n'ụlọ.
we am at home.,Anọ m n'ụlọ.
i am at home. now,Anọ m n'ụlọ.
i am at work.,Anọ m n'ọrụ.
we am at work.,Anọ m n'ọrụ.
i am at work. today,Anọ m n'ọrụ.
where are you going?,Ebee ka ị na-aga?
where are you going? tomorrow,Ebee ka ị na-aga?
i am going to the market.,Anọ m na-aga ahịa.
we am going to the market.,Anọ m na-aga ahịa.
i am going to the market. tomorrow,Anọ m na-aga ahịa.
i am going to school.,Aga m ụlọ akwụkwọ.
we am going to school.,Aga m ụlọ akwụkwọ.
i am going to school. today,Aga m ụlọ akwụkwọ.
he is going to work.,Ọ na-aga ọrụ.
she is going to work.,Ọ na-aga ọrụ.
he is going to work. tomorrow,Ọ na-aga ọrụ.
where do you live?,Kedu ebe ị bi?
where do you live? now,Kedu ebe ị bi?
i live in this town.,Ana m ebi n'obodo a.
we live in this town.,Ana m ebi n'obodo a.
i live in this town. now,Ana m ebi n'obodo a.
what is your name?,Kedu aha gị?
what is your name? today,Kedu aha gị?
my name is chinedu.,Aha m bụ Chinedu.
my name is chinedu. tomorrow,Aha m bụ Chinedu.
i am happy to meet you.,Obi dị m ụtọ izute gị.
we am happy to meet you.,Obi dị m ụtọ izute gị.
i am happy to meet you. later,Obi dị m ụtọ izute gị.
i am also happy to meet you.,Obi dịkwa m ụtọ izute gị.
we am also happy to meet you.,Obi dịkwa m ụtọ izute gị.
i am also happy to meet you. now,Obi dịkwa m ụtọ izute gị.
it has been a long time.,Ọ dịla anya.
it has been a long time. now,Ọ dịla anya.
where are you?,Ebee ka ị nọ?
where are you? now,Ebee ka ị nọ?
i am here.,Anọ m ebe a.
we am here.,Anọ m ebe a.
i am here. now,Anọ m ebe a.
come here.,Bịa ebe a.
arrive here.,Bịa ebe a.
come here. later,Bịa ebe a.
go there.,Gaa ebe ahụ.
travel there.,Gaa ebe ahụ.
go there. today,Gaa ebe ahụ.
please sit down.,Biko nọdụ ala.
please sit down. now,Biko nọdụ ala.
please stand up.,Biko bilie.
please stand up. tomorrow,Biko bilie.
wait for a short while.,Chere obere oge.
wait for a short while. later,Chere obere oge.
i am coming now.,Abịa m ugbu a.
we am coming now.,Abịa m ugbu a.
i am coming now. now,Abịa m ugbu a.
i will come tomorrow.,Aga m abịa echi.
we will come tomorrow.,Aga m abịa echi.
i will arrive tomorrow.,Aga m abịa echi.
i will come tomorrow. tomorrow,Aga m abịa echi.
i am leaving now.,Aga m aga ugbu a.
we am leaving now.,Aga m aga ugbu a.
i am leaving now. now,Aga m aga ugbu a.
goodbye.,Ka ọ dị.
goodbye. today,Ka ọ dị.
good morning.,Ka chi fo.
good morning. later,Ka chi fo.
good afternoon.,Ehihie ọma.
good afternoon. today,Ehihie ọma.
good evening.,Ka chi bọọ.
good evening. later,Ka chi bọọ.
take care.,Jisie ike.
take care. now,Jisie ike.
thank you.,Daalụ.
thank you. now,Daalụ.
thank you very much.,Daalụ nke ukwuu.
thank you very much. later,Daalụ nke ukwuu.
welcome.,Nnọọ.
welcome. tomorrow,Nnọọ.
sorry.,Ndo.
sorry. tomorrow,Ndo.
it is nothing.,Ọ dịghị ihe.
it is nothing. now,Ọ dịghị ihe.
please help me.,Biko nyere m aka.
please help me. now,Biko nyere m aka.
i will help you.,Aga m enyere gị aka.
we will help you.,Aga m enyere gị aka.
i will help you. today,Aga m enyere gị aka.
do you need help?,Ị chọrọ enyemaka?
do you require help?,Ị chọrọ enyemaka?
do you need help? now,Ị chọrọ enyemaka?
"yes, i need help.","Ee, achọrọ m enyemaka."
"yes, i require help.","Ee, achọrọ m enyemaka."
"yes, i need help. later","Ee, achọrọ m enyemaka."
"no, i do not need help.","Mba, achọghị m enyemaka."
"no, i do not require help.","Mba, achọghị m enyemaka."
"no, i do not need help. tomorrow","Mba, achọghị m enyemaka."
do you understand?,Ị ghọtara?
do you understand? tomorrow,Ị ghọtara?
"yes, i understand.","Ee, aghọtara m."
"yes, i understand. today","Ee, aghọtara m."
"no, i do not understand.","Mba, aghọtaghị m."
"no, i do not understand. tomorrow","Mba, aghọtaghị m."
please say it again.,Biko kwuo ya ọzọ.
please say it again. tomorrow,Biko kwuo ya ọzọ.
speak slowly.,Kwuo nwayọọ.
speak slowly. later,Kwuo nwayọọ.
can you explain it?,Ị nwere ike ịkọwa ya?
can you explain it? tomorrow,Ị nwere ike ịkọwa ya?
i do not know.,Amaghị m.
we do not know.,Amaghị m.
i do not know. today,Amaghị m.
i know.,Ama m.
we know.,Ama m.
i know. today,Ama m.
do you know the answer?,Ị ma azịza ya?
do you know the answer? tomorrow,Ị ma azịza ya?
the answer is easy.,Azịza ya dị mfe.
the answer is easy. now,Azịza ya dị mfe.
this question is difficult.,Ajụjụ a siri ike.
this question is difficult. tomorrow,Ajụjụ a siri ike.
what do you want?,Gịnị ka ị chọrọ?
what do you want? today,Gịnị ka ị chọrọ?
i want water.,A chọrọ m mmiri.
we want water.,A chọrọ m mmiri.
i need water.,A chọrọ m mmiri.
i want water. today,A chọrọ m mmiri.
i want food.,A chọrọ m nri.
we want food.,A chọrọ m nri.
i need food.,A chọrọ m nri.
i want food. later,A chọrọ m nri.
i am hungry.,Agụụ na-agụ m.
we am hungry.,Agụụ na-agụ m.
i am hungry. tomorrow,Agụụ na-agụ m.
i am thirsty.,Akpịrị na-akpọ m nkụ.
we am thirsty.,Akpịrị na-akpọ m nkụ.
i am thirsty. tomorrow,Akpịrị na-akpọ m nkụ.
i am sleepy.,Ụra na-agụ m.
we am sleepy.,Ụra na-agụ m.
i am sleepy. later,Ụra na-agụ m.
i am not feeling well.,Anaghị m enwe ahụ ike.
we am not feeling well.,Anaghị m enwe ahụ ike.
i am not feeling well. today,Anaghị m enwe ahụ ike.
i am happy.,Enwere m obi ụtọ.
we am happy.,Enwere m obi ụtọ.
i am happy. later,Enwere m obi ụtọ.
i am not happy.,Obi adịghị m ụtọ.
we am not happy.,Obi adịghị m ụtọ.
i am not happy. now,Obi adịghị m ụtọ.
i am angry.,Iwe na-ewe m.
we am angry.,Iwe na-ewe m.
i am angry. tomorrow,Iwe na-ewe m.
do not be afraid.,Atụla egwu.
do not be afraid. today,Atụla egwu.
there is no problem.,Enweghị nsogbu.
there is no problem. later,Enweghị nsogbu.
it is okay.,Ọ dị mma.
it is okay. today,Ọ dị mma.
it is not good.,Ọ dịghị mma.
it is not good. now,Ọ dịghị mma.
you are right.,Ị kwuru eziokwu.
you are right. tomorrow,Ị kwuru eziokwu.
you are wrong.,Ị mehiere.
you are wrong. later,Ị mehiere.
i have an idea.,Enwere m echiche.
we have an idea.,Enwere m echiche.
i have an idea. today,Enwere m echiche.
that idea is good.,Echiche ahụ dị mma.
that idea is good. tomorrow,Echiche ahụ dị mma.
let us go.,Ka anyị gaa.
let us go. tomorrow,Ka anyị gaa.
let us start.,Ka anyị malite.
let us start. today,Ka anyị malite.
let us stop.,Ka anyị kwụsị.
let us stop. tomorrow,Ka anyị kwụsị.
what happened?,Gịnị mere?
what happened? tomorrow,Gịnị mere?
