id,igbo,english,domain
PAR00345,Ha na-ewe ihe ubi n'oge.,They harvest the crops on time.,agriculture
PAR00346,Atụrụ m egwu.,I am afraid.,general
PAR00347,Ụlọ ọrụ ahụ gere ntị n'echiche ndị ahịa.,The company listened to customers' opinions.,business
PAR00348,Ịntanetị na-enye ozi dị iche iche.,The internet provides different information.,technology
PAR00349,Ụtụ isi na-enyere gọọmenti aka.,Taxes help the government.,government
PAR00350,Ọ wepụtara ego n'ụlọ akụ.,He withdrew money from the bank.,business
PAR00351,Ngwanrọ nchebe na-echebe kọmputa.,Security software protects computers.,technology
PAR00352,Azụmahịa chọrọ ezigbo atụmatụ.,Business requires good planning.,business
PAR00353,Ha chọrọ ego iji gbasaa azụmahịa.,They need money to expand the business.,business
PAR00354,Ọka toro nke ọma.,The maize grew well.,agriculture
PAR00355,Nghọta dị mkpa na ọchịchị.,Transparency is important in governance.,government
PAR00356,Ọ gụrụ akwụkwọ nke ọma.,He studied well.,education
PAR00357,Ọzụzụ na-enyere ndị ọrụ ugbo aka.,Training helps farmers.,agriculture
PAR00358,Ọrịa nwere ike imetụta obodo.,Disease can affect a community.,government
PAR00359,Ọ masịrị m.,I like it.,general
PAR00360,Ndị Igbo na-akwanyere ndị ọbịa ùgwù.,The Igbo people respect visitors.,culture
PAR00361,Ha chọtara ngwọta maka nsogbu ahụ.,They found a solution to the problem.,business
PAR00362,Koodu ahụ na-arụ ọrụ nke ọma.,The code works well.,technology
PAR00363,Ndị mmadụ na-enye ibe ha ekele n'emume.,People greet one another at celebrations.,culture
PAR00364,Ịgba egwu bụ akụkụ nke emume.,Dancing is part of the celebration.,culture
PAR00365,Ule ahụ siri ike.,The examination was difficult.,education
PAR00366,Ha debere ihe ọmụmụ ha.,They wrote down their lessons.,education
PAR00367,Onye ọrụ ahụ nwetara ọrụ ahụ.,The employee got the job.,business
PAR00368,Ụlọ ọrụ ahụ na-eji usoro dijitalụ.,The company uses digital systems.,technology
PAR00369,Ọ bụ elekere asatọ.,It is eight o'clock.,daily_conversation
PAR00370,Onye ahịa nyere iwu ngwaahịa.,The customer ordered a product.,business
PAR00371,Osisi chọrọ ìhè anyanwụ.,Plants need sunlight.,agriculture
PAR00372,Gọọmenti na-arụ ụlọ ọgwụ.,The government builds hospitals.,government
PAR00373,Onye na-ere ahịa na-ere uwe.,The trader sells clothes.,business
PAR00374,Agaghị m echefu ya.,I will not forget it.,general
PAR00375,Ọ dị mkpa ịchekwa mkpụrụ.,It is important to save seeds.,agriculture
PAR00376,Ozi ahụ bịara n'oge.,The message arrived on time.,technology
PAR00377,Ụmụaka nwere ọṅụ n'emume ahụ.,The children enjoyed the celebration.,religion
PAR00378,Enwere m olileanya.,I have hope.,general
PAR00379,Ha kwadebere nri maka ndị ọbịa.,They prepared food for the visitors.,religion
PAR00380,Ha na-elekọta anụ ụlọ nke ọma.,They take good care of the livestock.,agriculture
PAR00381,Ụmụaka kwesịrị ịga ụlọ akwụkwọ.,Children should go to school.,education
PAR00382,Okpukpe na-akụzi ịdị umeala n'obi.,Religion teaches humility.,religion
PAR00383,Obodo chọrọ ọkụ eletrik.,The community needs electricity.,government
PAR00384,Ịrụkọ ọrụ ọnụ na-eweta mmepe.,Working together brings development.,government
PAR00385,Ngwa kọmputa na-enyere ndị ọrụ aka.,Computer software helps workers.,technology
PAR00386,Ọ dịghị ihe.,It is nothing.,daily_conversation
PAR00387,Anwụ na-enyere ihe ọkụkụ aka ito.,Sunlight helps crops grow.,agriculture
PAR00388,Nkuzi ahụ bara uru.,The lecture was useful.,education
PAR00389,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.,Learning helps a person achieve their goals.,education
PAR00390,Akụrụngwa kọmputa dị mkpa.,Computer hardware is important.,technology
PAR00391,Ha malitere ọrụ ahụ.,They started the work.,government
PAR00392,Ụmụ akwụkwọ na-amụ banyere omenala ha.,Students study their culture.,culture
PAR00393,Ọ gara ahịa.,He went to the market.,general
PAR00394,Ndị ọrụ ahụike na-enyere ndị ọrịa aka.,Health workers help patients.,government
PAR00395,Ụtụtụ ọma.,Good morning.,general
PAR00396,Ndị nne na nna na-akwado agụmakwụkwọ.,Parents support education.,education
PAR00397,Onye ọrụ ugbo na-azụ ehi.,The farmer raises cattle.,agriculture
PAR00398,Ndị enyi ya na-enye ya ndụmọdụ.,His friends give him advice.,religion
PAR00399,Ndị mmadụ na-anabata teknụzụ ọhụrụ.,People adopt new technology.,technology
PAR00400,Abịara m ugbu a.,I have arrived now.,general
PAR00401,Onye nkuzi nyere ha ọrụ ụlọ.,The teacher gave them homework.,education
PAR00402,Ọ dị mma.,It is okay.,daily_conversation
PAR00403,Onye ọrụ ugbo laghachiri n'ụlọ mgbe anyanwụ dara.,The farmer returned home after sunset.,agriculture
PAR00404,Ndị ọrụ ugbo na-enye obodo nri.,Farmers provide food for the community.,agriculture
PAR00405,Igwe okwu ahụ dị mma.,The microphone is good.,technology
PAR00406,Omenala na-agbanwe ka oge na-aga.,Culture changes over time.,culture
PAR00407,Ịkwanyere ndị okenye ùgwù bụ omenala dị mkpa.,Respecting elders is an important tradition.,culture
PAR00408,Ụra na-agụ m.,I am sleepy.,daily_conversation
PAR00409,Ajụjụ a siri ike.,This question is difficult.,daily_conversation
PAR00410,Ụmụ akwụkwọ na-amụ asụsụ Igbo.,The students study the Igbo language.,education
PAR00411,Igbo bụ asụsụ ndị Igbo.,Igbo is the language of the Igbo people.,culture
PAR00412,Ha na-akụ akwụkwọ nri.,They are planting vegetables.,agriculture
PAR00413,Ha bufere ngwaahịa ahụ n'ụlọ ahịa.,They transported the product to the shop.,business
PAR00414,Ọ dịghị mma.,It is not good.,daily_conversation
PAR00415,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.,The student presented his work.,education
PAR00416,Ọtụtụ mmadụ na-eji ụzọ a.,Many people use this road.,government
PAR00417,Uwe ọdịnala ahụ mara mma.,The traditional clothing is beautiful.,culture
PAR00418,Ngwa ahụ na-enyere ndị mmadụ aka.,The application helps people.,technology
PAR00419,Ọrịa nwere ike imetụta mmadụ.,Disease can affect a person.,health
PAR00420,Ụmụ akwụkwọ mahadum na-eme nchọpụta.,University students conduct research.,education
PAR00421,Kọmputa bụ ngwaọrụ dị mkpa.,A computer is an important device.,technology
PAR00422,Atụmatụ ahụ bụ maka mmepe obodo.,The plan is for community development.,government
PAR00423,Gọọmenti na-arụ ụlọ akwụkwọ.,The government builds schools.,government
PAR00424,Ha chọrọ ịgbasa azụmahịa ha.,They want to expand their business.,business
PAR00425,Gọọmenti na-akwado obere azụmahịa.,The government supports small businesses.,government
PAR00426,Nzukọ ahụ mere n'ụlọ nzukọ.,The meeting took place in the meeting hall.,government
PAR00427,Ndị mmadụ kesara nri.,People shared food.,religion
PAR00428,Ana m aga ụlọ.,I am going home.,general
PAR00429,Onye mmemme meziri njehie ahụ.,The programmer fixed the error.,technology
PAR00430,Ha kwụrụ ụgwọ ụlọ.,They paid the rent.,business
PAR00431,Ha na-eji ihe ọdịnala akwadebe nri.,They use traditional items to prepare food.,culture
PAR00432,Ụlọ ọhụrụ ahụ na-ewu.,The new building is being constructed.,government
PAR00433,Okpukpe na-akụzi udo.,Religion teaches peace.,religion
PAR00434,Gbururu na-emebi gburugburu ebe obibi.,Pollution damages the environment.,government
PAR00435,Ka anyị kwụsị.,Let us stop.,daily_conversation
PAR00436,Ụmụ akwụkwọ na-ede ihe.,The students are writing.,education
PAR00437,Onye ọrụ ugbo gara ọzụzụ.,The farmer attended training.,agriculture
PAR00438,Ọtụtụ ndị mmadụ chọrọ ngwaahịa a.,Many people want this product.,business
PAR00439,Ọ lọtara n'ụlọ.,He returned home.,general
PAR00440,Ana m enwe obi ụtọ.,I am happy.,general
PAR00441,"Ee, aga m abịa.","Yes, I will come.",daily_conversation
PAR00442,Ọtụtụ mmadụ na-azụ ngwaahịa a.,Many people buy this product.,business
PAR00443,Ngwaahịa a dị mma.,This product is good.,business
PAR00444,Ajụjụ ahụ dị mfe.,The question is easy.,education
PAR00445,Ule ahụ ga-amalite echi.,The examination will begin tomorrow.,education
PAR00446,Ụmụ akwụkwọ nọ na klaasị.,The students are in the classroom.,education
PAR00447,Ụkọ mmiri na-emetụta ọrụ ugbo.,Water shortage affects agriculture.,agriculture
PAR00448,Ndị mmadụ kwesịrị inyere ibe ha aka.,People should help one another.,religion
PAR00449,Ahụmahụ na-enyere onye ọrụ ugbo aka.,Experience helps the farmer.,agriculture
PAR00450,Nnọọ.,Welcome.,daily_conversation
PAR00451,Nkà kọmputa na-enyere mmadụ aka ịchọta ọrụ.,Computer skills help a person find a job.,technology
PAR00452,Ngwaọrụ ahụ na-arụ ọrụ nke ọma.,The device works well.,technology
PAR00453,Onye mmemme nyochara koodu ahụ.,The programmer checked the code.,technology
PAR00454,Ndị uwe ojii na-arụ ọrụ ha.,The police officers do their work.,government
PAR00455,Ọdịnihu ga-adị mma.,The future will be good.,general
PAR00456,Ụlọ ọgwụ ọha na-enyere ndị mmadụ aka.,Public hospitals help people.,government
PAR00457,Ha na-agba mmiri n'oge ọkọchị.,They irrigate during the dry season.,agriculture
PAR00458,Ọ na-agba mmiri n'ubi.,He is watering the farm.,agriculture
PAR00459,Gwa m ihe merenụ.,Tell me what happened.,daily_conversation
PAR00460,Ebee ka akwụkwọ ahụ dị?,Where is the book?,general
PAR00461,Ha wepụrụ ahịhịa n'ubi.,They removed weeds from the farm.,agriculture
PAR00462,Ahịhịa na-eto ngwa ngwa.,Grass grows quickly.,agriculture
PAR00463,Ka ọ dị.,Goodbye.,daily_conversation
PAR00464,Ụlọ ọrụ ahụ nwere akaụntụ ụlọ akụ.,The company has a bank account.,business
PAR00465,Gọọmenti na-akwado ọrụ ugbo.,The government supports agriculture.,government
PAR00466,Onye nduzi nyere ndụmọdụ.,The leader gave advice.,religion
PAR00467,Ikpe ziri ezi dị mkpa n'obodo.,Justice is important in a community.,government
PAR00468,Ụlọ ọgwụ nwere akụrụngwa.,The hospital has equipment.,health
PAR00469,Ọ na-arụ ọrụ n'ụlọ ọrụ.,He works in an office.,business
PAR00470,Onye nkuzi kọwara ihe ahụ.,The teacher explained the topic.,education
PAR00471,Ụlọ ọrụ ahụ na-arụ ọrụ n'obodo dị iche iche.,The company operates in different cities.,business
PAR00472,Ọ na-eme ihe omume ụlọ.,He does homework.,education
PAR00473,Nwa akwụkwọ ahụ zara ajụjụ ahụ.,The student answered the question.,education
PAR00474,Ndị mmadụ na-achọ akwụkwọ dị mkpa.,People seek important documents.,government
PAR00475,Ịrụkọ ọrụ ọnụ na-eweta udo.,Working together brings peace.,religion
PAR00476,Ịchekwa ahụike bụ ọrụ onye ọ bụla.,Protecting health is everyone's responsibility.,health
PAR00477,Azụmahịa ahụ toro ngwa ngwa.,The business grew quickly.,business
PAR00478,Ọ dị m mkpa ịgwa gị ihe.,I need to tell you something.,daily_conversation
PAR00479,Onye mebiri iwu nwere ike ịta ahụhụ.,A person who breaks the law may be punished.,government
PAR00480,Dọkịta gwara ya ka ọ zuru ike.,The doctor told him to rest.,health
PAR00481,Faịlụ ahụ dị na kọmputa.,The file is on the computer.,technology
PAR00482,Gọọmenti na-eme mkpọsa ahụike.,The government conducts health campaigns.,government
PAR00483,Aga m akpọ gị echi.,I will call you tomorrow.,daily_conversation
PAR00484,Ọ wụnyere ngwanrọ nchebe.,He installed security software.,technology
PAR00485,Ndị okenye na-akọ akụkọ banyere oge gara aga.,Elders tell stories about the past.,culture
PAR00486,Anyị nọ ebe a.,We are here.,general
PAR00487,Daalụ nke ukwuu.,Thank you very much.,daily_conversation
PAR00488,Ụzọ ọma na-enyere njem aka.,Good roads help transportation.,government
PAR00489,Anyị ga-akụ ihe ọkụkụ echi.,We will plant crops tomorrow.,agriculture
PAR00490,A na-akụ ji n'oge opupu ihe ubi.,Yam is planted during the planting season.,agriculture
PAR00491,Ekele dịrị gị.,Thank you.,general
PAR00492,Anyị na-echeta akụkọ ndị nna nna anyị.,We remember the stories of our ancestors.,culture
PAR00493,Mepee akwụkwọ.,Open the book.,general
PAR00494,Ndị mmadụ na-enweta nkasi obi site n'okpukpe.,People find comfort through religion.,religion
PAR00495,Isi na-arịa ya nke ukwuu.,He has a severe headache.,health
PAR00496,Data nwere ike ịdị mkpa.,Data can be important.,technology
PAR00497,"Ee, enwere m oge.","Yes, I have time.",daily_conversation
PAR00498,Ha yi uwe ọdịnala.,They wore traditional clothes.,culture
PAR00499,Ha na-ebubata ngwaahịa.,They import products.,business
PAR00500,Ndị mmadụ na-enyere ibe ha aka.,People help one another.,culture
PAR00501,Ọ na-enwe ihe mgbu n'afọ.,He has stomach pain.,health
PAR00502,Biko bilie.,Please stand up.,daily_conversation
PAR00503,Ọrụ na-enyere ezinụlọ aka.,Jobs help families.,government
PAR00504,Ọrụ ugbo bụ ọrụ dị mkpa.,Farming is an important occupation.,agriculture
PAR00505,Nri ọdịnala na-egosi akụkọ obodo.,Traditional food reflects the history of a community.,culture
PAR00506,Onye ọrụ ugbo na-azụ ewu.,The farmer raises goats.,agriculture
PAR00507,A chọrọ m mmiri.,I want water.,daily_conversation
PAR00508,Ụmụaka na-agba egwu nke ọma.,The children dance well.,culture
PAR00509,Obere azụmahịa na-emepụta ọrụ.,Small businesses create jobs.,government
PAR00510,Ndị mmadụ nwere obi ụtọ.,People were happy.,religion
PAR00511,Ọgụgụ isi mmadụ na-eji data amụta ihe.,Artificial intelligence learns from data.,technology
PAR00512,Ọ na-aga ebe ofufe kwa izu.,He goes to a place of worship every week.,religion
PAR00513,Aga m enyere gị aka.,I will help you.,daily_conversation
PAR00514,Ha na-amụ sayensị.,They study science.,education
PAR00515,Ha na-ekpe ekpere maka ezinụlọ ha.,They pray for their family.,religion
PAR00516,Ụzụ na-enyere ndị mmadụ aka.,Technology helps people.,technology
PAR00517,Ezinụlọ ahụ na-asọpụrụ omenala ha.,The family respects their traditions.,culture
PAR00518,Onye isi ahụ kwere nkwa.,The leader made a promise.,government
PAR00519,Ọ dị mkpa iji mmiri mee ihe nke ọma.,It is important to use water wisely.,agriculture
PAR00520,Nri dị njikere.,The food is ready.,general
PAR00521,Onye ọrụ ugbo zụtara traktọ.,The farmer bought a tractor.,agriculture
PAR00522,Gọọmenti na ndị mmadụ kwesịrị ịrụkọ ọrụ ọnụ.,The government and the people should work together.,government
PAR00523,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.,Many people speak Igbo at home.,culture
PAR00524,Ebe ofufe ahụ dị nso n'ụlọ ya.,The place of worship is near his house.,religion
PAR00525,Akụkọ ihe mere eme bụ isiokwu dị mkpa.,History is an important subject.,education
PAR00526,Ngwaahịa ọhụrụ ahụ dị n'ahịa.,The new product is in the market.,business
PAR00527,Ha mụtara ụzọ ọhụrụ e si akụ ihe.,They learned new methods of planting.,agriculture
PAR00528,Ije ije bụ ezigbo mmega ahụ.,Walking is good exercise.,health
PAR00529,Ha rụchara ọrụ ụlọ ha.,They finished their homework.,education
PAR00530,Onye ahịa natara ngwaahịa ya.,The customer received his product.,business
PAR00531,Ndị ntorobịa na-akwado omenala ha.,Young people support their culture.,culture
PAR00532,Ha nabatara ọbịa nke ọma.,They welcomed the visitor warmly.,culture
PAR00533,Nwa akwụkwọ ahụ gara klasị n'ịntanetị.,The student attended an online class.,education
PAR00534,Onye ọrụ zara ajụjụ onye ahịa.,The employee answered the customer's question.,business
PAR00535,Ha nwere okwukwe.,They have faith.,religion
PAR00536,"Mba, enweghị m oge.","No, I do not have time.",general
PAR00537,Ihu igwe dị mma.,The weather is good.,general
PAR00538,Ọtụtụ ihe ka anyị nwere ike ime.,There are many things we can do.,general
PAR00539,Onye njikwa nyere iwu ọhụrụ.,The manager gave a new instruction.,business
PAR00540,Onye ahịa nwere ajụjụ.,The customer has a question.,business
PAR00541,Ọrụ siri ike na-eweta ihe ịga nke ọma.,Hard work brings success.,education
PAR00542,Ndị mmadụ na-arụkọ ọrụ na gọọmenti.,People work together with the government.,government
PAR00543,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.,The farmer stored the seeds in a safe place.,agriculture
PAR00544,Ndị mmadụ mụtara banyere iwu ahụ.,People learned about the law.,government
PAR00545,Ọ na-eji ekwentị kpọọ enyi ya.,He uses his phone to call his friend.,technology
PAR00546,Ị kwuru eziokwu.,You are right.,daily_conversation
PAR00547,Ọmụmụ omenala na-enyere ụmụaka aka.,Learning about culture helps children.,culture
PAR00548,Ha ji fatịlaịza mee ka ala dị mma.,They used fertilizer to improve the soil.,agriculture
PAR00549,Ị nwere ike ịkọwa ya?,Can you explain it?,daily_conversation
PAR00550,Azụmahịa na-enye ndị mmadụ ohere ọrụ.,Business provides people with job opportunities.,business
PAR00551,Ọdịnihu ga-adabere n'ụzụ.,The future will depend on technology.,technology
PAR00552,Ụmụaka mụtara ihe n'okpukpe.,Children learned about religion.,religion
PAR00553,Nrụgide nwere ike imetụta ahụ na uche.,Stress can affect the body and mind.,health
PAR00554,Akụkọ ihe mere eme na-akụziri anyị ihe.,History teaches us lessons.,culture
PAR00555,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.,The students study at home.,education
PAR00556,Ụfọdụ ọrụ na-eji igwe eme ihe.,Some jobs use machines.,technology
PAR00557,Ọ dị m mma.,I am well.,daily_conversation
PAR00558,Ị chọrọ enyemaka?,Do you need help?,daily_conversation
PAR00559,Ọ zitere email n'ụtụtụ.,He sent an email in the morning.,technology
PAR00560,Onye ahịa nyere echiche ya.,The customer gave his opinion.,business
PAR00561,Nzukọ ahụ malitere n'elekere iri.,The meeting started at ten o'clock.,business
PAR00562,Ịgwa mmadụ okwu nwere ike inye aka.,Talking to someone can help.,health
PAR00563,Oké mmiri ozuzo nwere ike imebi ihe ubi.,Heavy rain can damage crops.,agriculture
PAR00564,Azịza ya dị mfe.,The answer is easy.,daily_conversation
PAR00565,Ọ wụnyere ngwanrọ ọhụrụ.,He installed new software.,technology
PAR00566,Ha tụlere atụmatụ azụmahịa ahụ.,They discussed the business plan.,business
PAR00567,Nwa akwụkwọ ahụ nwetara akara dị elu.,The student got a high mark.,education
PAR00568,Ka anyị hụ ọzọ.,See you again.,daily_conversation
PAR00569,Ndị mmadụ gara nzukọ obodo.,The people attended a community meeting.,government
PAR00570,Anọ m ebe a.,I am here.,daily_conversation
PAR00571,Ha nwere ọtụtụ ọkụkọ.,They have many chickens.,agriculture
PAR00572,Ọ dị mkpa ibi ndụ n'udo.,It is important to live in peace.,religion
PAR00573,Ọrịa nwere ike imetụta ezinụlọ.,Illness can affect a family.,health
PAR00574,Ndị mmadụ gere ozi ọma ahụ ntị.,People listened to the sermon.,religion
PAR00575,Nwa akwụkwọ ahụ nwere akwụkwọ.,The student has a book.,education
PAR00576,Gee ntị.,Listen.,general
PAR00577,Ọrụ ahụ ka na-aga n'ihu.,The work is still continuing.,government
PAR00578,Akpa ọka ahụ dị arọ.,That bag of maize is heavy.,agriculture
PAR00579,Alaka ahụ dị n'obodo ọzọ.,The branch is in another city.,business
PAR00580,Ezinụlọ ahụ riri nri ọnụ.,The family ate together.,culture
PAR00581,Ndị mmadụ na-aga ofufe n'ụtụtụ.,People go to worship in the morning.,religion
PAR00582,Ofufe ahụ malitere n'oge.,The worship service started on time.,religion
PAR00583,Ekwentị bụ ngwaọrụ a na-ejikarị eme ihe.,A phone is a commonly used device.,technology
PAR00584,Ezinụlọ ahụ mere emume ọnụ.,The family celebrated together.,religion
PAR00585,Ụlọ ọrụ ahụ kwalitere ngwaahịa ya.,The company promoted its product.,business
PAR00586,Ndị okenye na-enye ndụmọdụ.,Elders give advice.,culture
PAR00587,Onye ọ bụla kwesịrị ịkwanyere iwu ùgwù.,Everyone should respect the law.,government
PAR00588,Ana m echeta ya.,I remember it.,general
PAR00589,Ịkekọrịta ihe na-egosi ịhụnanya.,Sharing shows love.,religion
PAR00590,Ọzụzụ anụ ụlọ na-eweta ego.,Livestock farming brings income.,agriculture
PAR00591,Ụlọ ọrụ ahụ nwere ọtụtụ ndị ọrụ.,The company has many employees.,business
PAR00592,Gaa ebe ahụ.,Go there.,daily_conversation
PAR00593,Ndị Igbo na-asọpụrụ ndị nna nna ha.,The Igbo people respect their ancestors.,culture
PAR00594,Ọtụtụ ndị ntorobịa na-achọ ọrụ.,Many young people are looking for jobs.,government
PAR00595,Ọ natara faịlụ ahụ.,He received the file.,technology
PAR00596,Ọrụ ahụ dị ngwa ma dị mma.,The service is fast and good.,business
PAR00597,Ngwaahịa ahụ adịghị mma.,The product is not good.,business
PAR00598,Gọọmenti na-enye mmiri ọṅụṅụ.,The government provides drinking water.,government
PAR00599,Ụlọ ọrụ ahụ na-ebupụ ngwaahịa.,The company exports products.,business
PAR00600,Kedu ka ị mere?,How are you?,daily_conversation
PAR00601,Ụmụaka chọrọ nlekọta pụrụ iche.,Children need special care.,health
PAR00602,Onye ọrịa kwesịrị ịgwa dọkịta ihe niile.,The patient should tell the doctor everything.,health
PAR00603,Ọ na-ehi ụra awa asatọ kwa abalị.,He sleeps for eight hours every night.,health
PAR00604,Ngwanrọ ahụ nwere nsogbu.,The software has a problem.,technology
PAR00605,Ọbara mgbali elu nwere ike ịdị ize ndụ.,High blood pressure can be dangerous.,health
PAR00606,Amaghị m ebe ahụ.,I do not know that place.,general
PAR00607,Ndị nyocha na-amụ ọgụgụ isi mmadụ.,Researchers study artificial intelligence.,technology
PAR00608,Onye ọrụ ugbo na-asacha ubi.,The farmer clears the farm.,agriculture
PAR00609,Ịntanetị na-enyere ụmụ akwụkwọ aka.,The internet helps students.,technology
PAR00610,Ụlọ ọrụ ahụ nwetara uru.,The company made a profit.,business
PAR00611,Ọ naghị aṅụ ọgwụ ya mgbe niile.,He does not always take his medicine.,health
PAR00612,Onye ọchụnta ego gbaziri ego.,The entrepreneur borrowed money.,business
PAR00613,Anụ ụlọ chọrọ nri.,Domestic animals need food.,agriculture
PAR00614,Aghọtaghị m.,I do not understand.,general
PAR00615,Ala kpọrọ nkụ anaghị enyere ihe ọkụkụ aka.,Dry soil does not help crops.,agriculture
PAR00616,Nzukọ n'ịntanetị na-ewu ewu.,Online meetings are popular.,technology
PAR00617,Ha nyere ezinụlọ ahụ nri.,They gave the family food.,religion
PAR00618,"Mba, achọghị m ihe ọ bụla.","No, I do not need anything.",general
PAR00619,Ndị mmadụ kwesịrị ịgbaso ndụmọdụ ahụike.,People should follow health advice.,government
PAR00620,Onye nkuzi mahadum kụziri klaasị.,The university lecturer taught the class.,education
PAR00621,Ndị obodo na-eji Igbo eme emume.,The community uses Igbo during celebrations.,culture
PAR00622,Anyị kwesịrị iri nri na-edozi ahụ.,We should eat nutritious food.,health
PAR00623,Ọ na-eji ịntanetị kwa ụbọchị.,He uses the internet every day.,technology
PAR00624,Ndị nwoke yi uwe ọdịnala.,The men wore traditional clothes.,culture
PAR00625,Onye ọrụ ugbo na-arụsi ọrụ ike.,The farmer works hard.,agriculture
PAR00626,Ndị mmadụ bụrụ abụ n'oge ofufe.,People sang during the worship service.,religion
PAR00627,Ọ masịrị ya ịgụ akwụkwọ.,He likes reading.,education
PAR00628,Ọ mepụtara paswọọdụ siri ike.,He created a strong password.,technology
PAR00629,Iwe na-ewe m.,I am angry.,daily_conversation
PAR00630,Ọtụtụ ndị mmadụ bịara emume ahụ.,Many people came to the celebration.,culture
PAR00631,Onye ahịa zụtara akpa osikapa.,The customer bought a bag of rice.,agriculture
PAR00632,Email na-enyere ndị mmadụ izipu ozi.,Email helps people send messages.,technology
PAR00633,Ka anyị malite.,Let us start.,daily_conversation
PAR00634,Onye nkuzi nyere akara.,The teacher gave marks.,education
PAR00635,Ọ natara email ọhụrụ.,He received a new email.,technology
PAR00636,Ndị mmadụ kwesịrị ikwu eziokwu.,People should tell the truth.,religion
PAR00637,Ịsa aka na-egbochi mgbasa ọrịa.,Handwashing prevents the spread of disease.,health
PAR00638,Ha chọrọ ime ka ọrụ ha ka mma.,They want to improve their service.,business
PAR00639,Ha rịọrọ mgbaghara.,They asked for forgiveness.,religion
PAR00640,Ndị obodo kwadebere ebe ahụ.,The community prepared the place.,religion
PAR00641,Ebee ka ị bi?,Where do you live?,general
PAR00642,Ọ na-eji vidio akparịta ụka.,He uses video to communicate.,technology
PAR00643,Ọ gere ndụmọdụ ahụ ntị.,He listened to the advice.,religion
PAR00644,Anyị kwesịrị ịrụkọ ọrụ ọnụ.,We should work together.,general
PAR00645,Ọ zara email ahụ.,He replied to the email.,technology
PAR00646,Ụlọ ọrụ ahụ na-akwụ ụgwọ.,The company pays expenses.,business
PAR00647,Dọkịta na-enyocha onye ọrịa.,The doctor examines the patient.,health
PAR00648,Ha kpọsara ngwaahịa ọhụrụ.,They advertised a new product.,business
PAR00649,Gọọmenti na-akwado ahụike ọha.,The government supports public health.,government
PAR00650,Ọ dị mkpa izobe paswọọdụ.,It is important to keep a password secret.,technology
PAR00651,Onye ọrịa chọrọ nyocha ọzọ.,The patient needs another test.,health
PAR00652,Ọnụ ahịa ngwaahịa ahụ dị ala.,The price of the product is low.,business
PAR00653,Uwe ọdịnala na-egosi omenala mmadụ.,Traditional clothing shows a person's culture.,culture
PAR00654,Emume ahụ mere n'ụlọ.,The celebration took place at home.,religion
PAR00655,Azụmahịa ahụ na-aga nke ọma.,The business is doing well.,business
PAR00656,Agụmakwụkwọ na-enyere mmadụ aka.,Education helps people.,education
PAR00657,Ụmụ akwụkwọ na-amụta ihe ọhụrụ.,The students are learning new things.,education
PAR00658,Onye ọrịa kọwara ihe mgbaàmà ya.,The patient described his symptoms.,health
PAR00659,Ndị isi na-eje ozi nye obodo.,Leaders serve the community.,government
PAR00660,Ígwè dị mkpa maka ahụ.,Iron is important for the body.,health
PAR00661,Ha nyere onye ahịa aka.,They helped the customer.,business
PAR00662,Ọrịa nwere ike imerụ ihe ọkụkụ.,Diseases can harm crops.,agriculture
PAR00663,Mgbasa ozi ahụ dọtara ọtụtụ ndị ahịa.,The advertisement attracted many customers.,business
PAR00664,Onye nkuzi na-akụzi ụmụ akwụkwọ.,The teacher teaches the students.,education
PAR00665,Ọ dị mkpa ichekwa data.,It is important to protect data.,technology
PAR00666,Akụkọ ọdịnala na-akụzi ọtụtụ ihe.,Traditional stories teach many things.,culture
PAR00667,Gọọmenti mere iwu ọhụrụ.,The government made a new law.,government
PAR00668,Ha nyere ndị ogbenye ego.,They gave money to the poor.,religion
PAR00669,Nne kpọgara nwa ahụ ụlọ ọgwụ.,The mother took the child to the hospital.,health
PAR00670,Anyị kụrụ osikapa n'ubi.,We planted rice on the farm.,agriculture
PAR00671,Onye ụkọchukwu kọrọ ozi ọma.,The priest delivered a sermon.,religion
PAR00672,Ha rere akwụkwọ nri n'ahịa.,They sold vegetables at the market.,agriculture
PAR00673,Nwa akwụkwọ ahụ dara ule ahụ.,The student failed the examination.,education
PAR00674,Enyemaka ahụ nyere ndị ọrụ ugbo aka.,The assistance helped the farmers.,government
PAR00675,Ha kpọrọ nwa ahụ aha nna nna ya.,They named the child after his grandfather.,culture
PAR00676,Ị dị mma?,Are you fine?,daily_conversation
PAR00677,Ọgwụ ahụ nyere aka belata ihe mgbu.,The medicine helped reduce the pain.,health
PAR00678,Ọ bụghị nsogbu.,It is not a problem.,general
PAR00679,Gọọmenti na-anakọta ụtụ isi.,The government collects taxes.,government
PAR00680,Onye ọrịa nwere ụkwara.,The patient has a cough.,health
PAR00681,Mkpụrụ osisi dị mma maka ahụike.,Fruits are good for health.,health
PAR00682,Ndị obodo na-echekwa ebe akụkọ ihe mere eme.,The community preserves historical places.,culture
PAR00683,Ezi ọchịchị na-enyere obodo aka.,Good governance helps the community.,government
PAR00684,Ndị ezinụlọ na-akwado ibe ha.,Family members support one another.,culture
