id,igbo,english,domain
PAR00237,Ha na-agụ akwụkwọ nsọ.,They read the holy book.,religion
PAR00488,Ụzọ ọma na-enyere njem aka.,Good roads help transportation.,government
PAR00118,Igwefoto ahụ anaghị arụ ọrụ.,The camera is not working.,technology
PAR00801,Ịgba mmiri na-enyere ihe ọkụkụ aka.,Irrigation helps crops.,agriculture
PAR00513,Aga m enyere gị aka.,I will help you.,daily_conversation
PAR00543,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.,The farmer stored the seeds in a safe place.,agriculture
PAR00581,Ndị mmadụ na-aga ofufe n'ụtụtụ.,People go to worship in the morning.,religion
PAR00127,Aga m ụlọ akwụkwọ.,I am going to school.,daily_conversation
PAR00117,Ndị mmadụ nabatara onye ọbịa.,The people welcomed the visitor.,religion
PAR00474,Ndị mmadụ na-achọ akwụkwọ dị mkpa.,People seek important documents.,government
PAR00680,Onye ọrịa nwere ụkwara.,The patient has a cough.,health
PAR00058,Ụlọ nkwakọba ihe ahụ jupụtara n'ọka.,The warehouse is full of maize.,agriculture
PAR00661,Ha nyere onye ahịa aka.,They helped the customer.,business
PAR00893,Onye ahịa zụtara ngwaahịa ahụ.,The customer bought the product.,business
PAR00370,Onye ahịa nyere iwu ngwaahịa.,The customer ordered a product.,business
PAR00269,Nri dị mma na-enyere ahụike aka.,Healthy food helps health.,health
PAR00047,Ụra zuru oke dị mkpa.,Adequate sleep is important.,health
PAR00350,Ọ wepụtara ego n'ụlọ akụ.,He withdrew money from the bank.,business
PAR00196,Onye injinia meziri usoro ahụ.,The engineer repaired the system.,technology
PAR00979,Onye ọchụnta ego malitere azụmahịa ọhụrụ.,The entrepreneur started a new business.,business
PAR00817,Onye ọrụ ugbo na-akụ mkpụrụ.,The farmer is planting seeds.,agriculture
PAR00722,Ndị mmadụ na-akwanyere nkwenkwe ibe ha ùgwù.,People respect one another's beliefs.,religion
PAR00264,Nwa akwụkwọ ahụ gafere ule ahụ.,The student passed the examination.,education
PAR00444,Ajụjụ ahụ dị mfe.,The question is easy.,education
PAR00959,Ọ dị mkpa ịgbaso iwu.,It is important to follow the law.,government
PAR00305,Adị m mma.,I am fine.,daily_conversation
PAR00342,Onye ọrụ nwetara ụgwọ ọnwa ya.,The employee received his salary.,business
PAR00947,Ana m ebi n'obodo a.,I live in this town.,daily_conversation
PAR00150,Ọbá akwụkwọ ahụ nwere ọtụtụ akwụkwọ.,The library has many books.,education
PAR00125,Onye ọka iwu na-enyere ndị mmadụ aka.,A lawyer helps people.,government
PAR00771,Nchekwa ịntanetị dị mkpa.,Internet security is important.,technology
PAR00051,Ọ chọtara ozi ahụ n'ịntanetị.,He found the information online.,technology
PAR00354,Ọka toro nke ọma.,The maize grew well.,agriculture
PAR00908,Ndị ọrụ ugbo na-eche ihu mgbanwe ihu igwe.,Farmers face climate change.,agriculture
PAR00143,Olileanya na-enyere mmadụ aka ịga n'ihu.,Hope helps a person move forward.,religion
PAR00471,Ụlọ ọrụ ahụ na-arụ ọrụ n'obodo dị iche iche.,The company operates in different cities.,business
PAR00400,Abịara m ugbu a.,I have arrived now.,general
PAR00614,Aghọtaghị m.,I do not understand.,general
PAR00321,Nke a bụ akwụkwọ.,This is a book.,general
PAR00020,Omenala na-akụzi ịdị n'otu.,Culture teaches unity.,culture
PAR00868,Ekpere dị mkpa nye ọtụtụ ndị mmadụ.,Prayer is important to many people.,religion
PAR00775,Ana m arụ ọrụ.,I am working.,general
PAR00791,Ana m achọ enyi m.,I am looking for my friend.,general
PAR00408,Ụra na-agụ m.,I am sleepy.,daily_conversation
PAR00538,Ọtụtụ ihe ka anyị nwere ike ime.,There are many things we can do.,general
PAR00622,Anyị kwesịrị iri nri na-edozi ahụ.,We should eat nutritious food.,health
PAR00039,Ọ mepere faịlụ ahụ.,He opened the file.,technology
PAR00176,Nwa akwụkwọ ahụ hụrụ sayensị n'anya.,The student likes science.,education
PAR00246,Ọ na-amụ maka ule ya.,He is studying for his examination.,education
PAR00811,Ị nwere oge?,Do you have time?,daily_conversation
PAR00812,Nna ahụ na-ekpe ekpere kwa ụtụtụ.,The father prays every morning.,religion
PAR00891,Ndị obodo na-akwado ibe ha.,Members of the community support one another.,religion
PAR00840,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.,Students need good learning resources.,education
PAR00155,Onye ọrụ ahụ rụziri kọmputa.,The worker repaired the computer.,technology
PAR00288,Ahụ mmadụ chọrọ ezigbo nri.,The human body needs good food.,health
PAR00592,Gaa ebe ahụ.,Go there.,daily_conversation
PAR00570,Anọ m ebe a.,I am here.,daily_conversation
PAR00828,Onye ọrịa kwesịrị ịṅụ ọgwụ n'oge.,The patient should take the medicine on time.,health
PAR00018,Ịmụ ihe dị mkpa.,Learning is important.,general
PAR00128,Ị mehiere.,You are wrong.,daily_conversation
PAR00323,Ama m.,I know.,daily_conversation
PAR00256,Kpọọ m mgbe ị rutere.,Call me when you arrive.,daily_conversation
PAR00645,Ọ zara email ahụ.,He replied to the email.,technology
PAR00945,Aha ahụ nwere ihe ọ pụtara.,The name has a meaning.,culture
PAR00191,Ọ na-eji teknụzụ eme mmụta.,He uses technology for learning.,technology
PAR00116,Usoro ahụ na-eme ka ọrụ dị ngwa.,The system makes work faster.,technology
PAR00605,Ọbara mgbali elu nwere ike ịdị ize ndụ.,High blood pressure can be dangerous.,health
PAR00181,Ọ na-asa aka ya tupu o rie nri.,He washes his hands before eating.,health
PAR00302,Ha na-abụ abụ ọdịnala.,They sing traditional songs.,culture
PAR00744,Ọ chọrọ ịghọ onye nkuzi.,He wants to become a teacher.,education
PAR00733,Onye ụkọchukwu na-eduzi ofufe.,The priest leads the worship service.,religion
PAR00719,Ọ gara nyocha ahụike.,He went for a medical checkup.,health
PAR00910,Ọ na-eji ngwa dị iche iche.,He uses different applications.,technology
PAR00758,Ndị mmadụ nwere ike isonye na mmemme ahụ.,People can participate in the program.,government
PAR00518,Onye isi ahụ kwere nkwa.,The leader made a promise.,government
PAR00964,Echiche ahụ dị mma.,That idea is good.,daily_conversation
PAR00046,Anyị zutere taa.,We met today.,general
PAR00890,Nwa akwụkwọ ahụ na-amụ sayensị kọmputa.,The student studies computer science.,education
PAR00158,Ọmụmụ ihe n'ịntanetị na-ewu ewu.,Online learning is popular.,education
PAR00729,Ha na-akpọ egwu n'oge emume.,They play music during celebrations.,culture
PAR00172,Udo dị mkpa n'obodo.,Peace is important in a community.,religion
PAR00017,Ụzọ ọgbara ọhụrụ na-eme ka ọrụ ugbo dị mfe.,Modern methods make farming easier.,agriculture
PAR00512,Ọ na-aga ebe ofufe kwa izu.,He goes to a place of worship every week.,religion
PAR00049,Ndị obodo nwere ikike.,The citizens have rights.,government
PAR00951,Onye ahịa nwere afọ ojuju.,The customer is satisfied.,business
PAR00823,Achọrọ m ịṅụ mmiri.,I want to drink water.,general
PAR00516,Ụzụ na-enyere ndị mmadụ aka.,Technology helps people.,technology
PAR00673,Nwa akwụkwọ ahụ dara ule ahụ.,The student failed the examination.,education
PAR00481,Faịlụ ahụ dị na kọmputa.,The file is on the computer.,technology
PAR00284,Nọdụ ala.,Sit down.,general
PAR00705,Ndị isi kwesịrị ịrụ ọrụ maka ndị mmadụ.,Leaders should work for the people.,government
PAR00887,Dọkịta nyere ya ọgwụ maka ụkwara.,The doctor gave him medicine for the cough.,health
PAR00226,Nne ochie kọrọ akụkọ n'abalị.,The grandmother told a story at night.,culture
PAR00027,Dọkịta nyochara ọbara ya.,The doctor tested his blood.,health
PAR00814,Ịṅụ mmanya na-aba n'anya nwere ike imerụ ahụike.,Drinking alcohol can harm health.,health
PAR00438,Ọtụtụ ndị mmadụ chọrọ ngwaahịa a.,Many people want this product.,business
PAR00932,Ana m ahụ ezinụlọ m n'anya.,I love my family.,general
PAR00365,Ule ahụ siri ike.,The examination was difficult.,education
PAR00230,Agụmakwụkwọ na-enyere obodo aka ito eto.,Education helps a community develop.,government
PAR00038,Ezinụlọ ya na-akwado ya.,His family supports him.,religion
PAR00946,Ehi ahụ na-enye mmiri ara.,The cow gives milk.,agriculture
PAR00375,Ọ dị mkpa ịchekwa mkpụrụ.,It is important to save seeds.,agriculture
PAR00470,Onye nkuzi kọwara ihe ahụ.,The teacher explained the topic.,education
PAR00948,Onye nkuzi zara ajụjụ ha.,The teacher answered their questions.,education
PAR00833,Onye ọrụ ugbo rere ihe ubi ya.,The farmer sold his harvest.,agriculture
PAR00712,Nwa akwụkwọ na-aga ụlọ akwụkwọ.,The student is going to school.,education
PAR00195,Usoro ahụ nwere nsogbu.,The system has a problem.,technology
PAR00836,Ọ na-arụ ọrụ nwa oge.,He works part time.,business
PAR00846,"Mba, agaghị m abịa.","No, I will not come.",daily_conversation
PAR00504,Ọrụ ugbo bụ ọrụ dị mkpa.,Farming is an important occupation.,agriculture
PAR00950,Ndị mmadụ na-asụ asụsụ dị iche iche.,People speak different languages.,culture
PAR00859,Ofufe ahụ were otu awa.,The worship service lasted one hour.,religion
PAR00580,Ezinụlọ ahụ riri nri ọnụ.,The family ate together.,culture
PAR00949,Ha chọrọ ịbawanye uru.,They want to increase profit.,business
PAR00163,Abalị dị jụụ.,The night is quiet.,general
PAR00689,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.,We should respect people with different beliefs.,religion
PAR00153,Ọ na-asụ ụkwara kemgbe ụnyaahụ.,He has been coughing since yesterday.,health
PAR00668,Ha nyere ndị ogbenye ego.,They gave money to the poor.,religion
PAR00933,Onye ọrịa gara ụlọ ọgwụ.,The patient went to the hospital.,health
PAR00740,Achọrọ m enyemaka.,I need help.,general
PAR00112,Ịnabata ọbịa bụ omenala dị mkpa.,Welcoming visitors is an important tradition.,culture
PAR00227,Ndị nkuzi na-akọ akụkọ banyere obodo.,Teachers tell stories about the community.,culture
PAR00845,Ụmụaka niile kwesịrị inweta agụmakwụkwọ.,All children should receive education.,government
PAR00104,Ọ na-echekwa data n'ime nchekwa.,He stores data in a database.,technology
PAR00422,Atụmatụ ahụ bụ maka mmepe obodo.,The plan is for community development.,government
PAR00420,Ụmụ akwụkwọ mahadum na-eme nchọpụta.,University students conduct research.,education
PAR00735,Ndị mmadụ na-akwụ ụtụ isi.,People pay taxes.,government
PAR00587,Onye ọ bụla kwesịrị ịkwanyere iwu ùgwù.,Everyone should respect the law.,government
PAR00765,Ọ dị mkpa iji ego ọha mee ihe nke ọma.,It is important to use public money properly.,government
PAR00120,Onye nrụpụta weebụ na-arụ ọrụ na weebụsaịtị.,The web developer works on websites.,technology
PAR00054,Nne na-ekpe ekpere maka ụmụ ya.,The mother prays for her children.,religion
PAR00152,"Ee, enwere m ekwentị.","Yes, I have a phone.",daily_conversation
PAR00404,Ndị ọrụ ugbo na-enye obodo nri.,Farmers provide food for the community.,agriculture
PAR00926,Igwè nwere ike ịrụ ọrụ ngwa ngwa.,Machines can work quickly.,technology
PAR00208,Agụmakwụkwọ bụ isi ihe na mmepe obodo.,Education is essential for community development.,education
PAR00659,Ndị isi na-eje ozi nye obodo.,Leaders serve the community.,government
PAR00826,Ọrụ ugbo na-enyere obodo aka ito eto.,Agriculture helps the community develop.,agriculture
PAR00747,Emume ahụ gara nke ọma.,The celebration went well.,culture
PAR00009,Gọọmenti na-arụ ụzọ.,The government builds roads.,government
PAR00790,Ụlọ ọrụ ahụ tụfuru ego.,The company lost money.,business
PAR00037,Ụzụ ọhụrụ na-apụta kwa afọ.,New technology appears every year.,technology
PAR00453,Onye mmemme nyochara koodu ahụ.,The programmer checked the code.,technology
PAR00652,Ọnụ ahịa ngwaahịa ahụ dị ala.,The price of the product is low.,business
PAR00254,Onye ahịa kpọrọ ụlọ ọrụ ahụ.,The customer called the company.,business
PAR00304,Ha chọrọ ịmata ihe ndị ahịa chọrọ.,They want to know what customers want.,business
PAR00731,Ọ na-eziga ozi site na ekwentị.,He sends messages by phone.,technology
PAR00572,Ọ dị mkpa ibi ndụ n'udo.,It is important to live in peace.,religion
PAR00624,Ndị nwoke yi uwe ọdịnala.,The men wore traditional clothes.,culture
PAR00696,Ọ na-amụ mmemme kọmputa.,He studies computer programming.,technology
PAR00706,Atụmatụ ahụ dị mma.,The plan is good.,business
PAR00263,Gịnị ka ị chọrọ?,What do you want?,daily_conversation
PAR00611,Ọ naghị aṅụ ọgwụ ya mgbe niile.,He does not always take his medicine.,health
PAR00298,Onye nkuzi kọwara ya ọzọ.,The teacher explained it again.,education
PAR00415,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.,The student presented his work.,education
PAR00151,Ịrụsi ọrụ ike na-enyere azụmahịa aka.,Hard work helps a business.,business
PAR00921,Ndị mmadụ yi uwe mara mma maka emume.,People wore beautiful clothes for the celebration.,religion
PAR00641,Ebee ka ị bi?,Where do you live?,general
PAR00870,Ndo.,Sorry.,daily_conversation
PAR00551,Ọdịnihu ga-adabere n'ụzụ.,The future will depend on technology.,technology
PAR00903,Ọ dị mkpa ịchọ enyemaka n'oge.,It is important to seek help early.,health
PAR00489,Anyị ga-akụ ihe ọkụkụ echi.,We will plant crops tomorrow.,agriculture
PAR00148,Ebee ka ị nọ?,Where are you?,daily_conversation
PAR00147,Ezinụlọ na-aga ofufe ọnụ.,The family goes to worship together.,religion
PAR00707,Mmelite ahụ meziri nsogbu ahụ.,The update fixed the problem.,technology
PAR00912,"Ee, aghọtara m.","Yes, I understand.",daily_conversation
PAR00873,Onye ọrịa kwesịrị ịṅụ ọgwụ ya.,The patient should take his medicine.,health
PAR00660,Ígwè dị mkpa maka ahụ.,Iron is important for the body.,health
PAR00349,Ụtụ isi na-enyere gọọmenti aka.,Taxes help the government.,government
PAR00464,Ụlọ ọrụ ahụ nwere akaụntụ ụlọ akụ.,The company has a bank account.,business
PAR00326,Ọ dị mkpa ịgba ọgwụ mgbochi ọrịa.,It is important to get vaccinated.,health
PAR00187,Ọ na-ekele Chineke kwa ụbọchị.,He thanks God every day.,religion
PAR00124,Jisie ike.,Take care.,daily_conversation
PAR00835,Ọdịnala bụ akụkụ dị mkpa nke ndụ ndị Igbo.,Tradition is an important part of Igbo life.,culture
PAR00609,Ịntanetị na-enyere ụmụ akwụkwọ aka.,The internet helps students.,technology
PAR00144,Ndị mmadụ nwere nkwenkwe dị iche iche.,People have different beliefs.,religion
PAR00939,Aghọtara m.,I understand.,general
PAR00198,Onye mmemme na-ede koodu.,The programmer writes code.,technology
PAR00610,Ụlọ ọrụ ahụ nwetara uru.,The company made a profit.,business
PAR00280,Ọ dị mkpa izere nrụgide dị ukwuu.,It is important to avoid too much stress.,health
PAR00294,Enwere m ajụjụ.,I have a question.,general
PAR00401,Onye nkuzi nyere ha ọrụ ụlọ.,The teacher gave them homework.,education
PAR00123,Ndị mmadụ chọrọ ikpe ziri ezi.,People want justice.,government
PAR00184,Ọ dị mkpa ịṅụ mmiri zuru oke.,It is important to drink enough water.,health
PAR00203,Kedu aha gị?,What is your name?,daily_conversation
PAR00439,Ọ lọtara n'ụlọ.,He returned home.,general
PAR00247,Akpịrị na-akpọ m nkụ.,I am thirsty.,daily_conversation
PAR00416,Ọtụtụ mmadụ na-eji ụzọ a.,Many people use this road.,government
PAR00761,Anyị kwesịrị ịsa aka mgbe niile.,We should wash our hands regularly.,health
PAR00750,Mkpọsa ahụike na-enye ozi dị mkpa.,Health campaigns provide important information.,government
PAR00753,Ịrụ ọrụ ebere dị mkpa.,Charity work is important.,religion
PAR00869,Ọdachi na-emebi ubi.,Disasters damage farms.,agriculture
PAR00130,Aha ụfọdụ na-echeta ndị nna nna.,Some names remember ancestors.,culture
PAR00638,Ha chọrọ ime ka ọrụ ha ka mma.,They want to improve their service.,business
PAR00403,Onye ọrụ ugbo laghachiri n'ụlọ mgbe anyanwụ dara.,The farmer returned home after sunset.,agriculture
PAR00818,Ọ dị mkpa izere ihe ndị na-emebi ahụ.,It is important to avoid things that harm the body.,health
PAR00755,Ụzụ na-agbanwe ụwa.,Technology is changing the world.,technology
PAR00894,Ụmụaka na-egwu egwu.,The children are playing.,general
PAR00220,Enwere m echiche.,I have an idea.,daily_conversation
PAR00642,Ọ na-eji vidio akparịta ụka.,He uses video to communicate.,technology
PAR00896,Ha kụrụ ọka.,They planted maize.,agriculture
PAR00737,Ndị mmadụ na-achọ udo.,People seek peace.,religion
PAR00789,Ọ chọrọ izu ike.,He needs to rest.,health
PAR00900,Ọrụ ugbo chọrọ ezigbo atụmatụ.,Farming requires good planning.,agriculture
PAR00625,Onye ọrụ ugbo na-arụsi ọrụ ike.,The farmer works hard.,agriculture
PAR00821,Ndị mmadụ nwere ike ikwu echiche ha.,People can express their opinions.,government
PAR00866,Vitamin na-enyere ahụ aka.,Vitamins help the body.,health
PAR00387,Anwụ na-enyere ihe ọkụkụ aka ito.,Sunlight helps crops grow.,agriculture
PAR00952,Aga m ezitere gị ozi.,I will send you a message.,daily_conversation
PAR00510,Ndị mmadụ nwere obi ụtọ.,People were happy.,religion
PAR00268,Ndị mmadụ na-agba egwu n'emume.,People dance at celebrations.,culture
PAR00802,Nne m nọ n'ụlọ.,My mother is at home.,general
PAR00442,Ọtụtụ mmadụ na-azụ ngwaahịa a.,Many people buy this product.,business
PAR00497,"Ee, enwere m oge.","Yes, I have time.",daily_conversation
PAR00113,Ahịhịa na-emebi ihe ọkụkụ.,Weeds damage crops.,agriculture
PAR00692,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.,The teacher sent learning materials online.,education
PAR00233,Ụmụ akwụkwọ na-eme nke ọma.,The students are doing well.,education
PAR00851,Ọrụ ya dị mma.,His work is good.,education
PAR00608,Onye ọrụ ugbo na-asacha ubi.,The farmer clears the farm.,agriculture
PAR00672,Ha rere akwụkwọ nri n'ahịa.,They sold vegetables at the market.,agriculture
PAR00374,Agaghị m echefu ya.,I will not forget it.,general
PAR00961,Ụlọ ikpe na-eleba anya n'okwu iwu.,The court handles legal matters.,government
PAR00825,Ahụike dị ezigbo mkpa.,Health is very important.,health
PAR00234,Anyị na-atụ anya ezigbo owuwe ihe ubi.,We expect a good harvest.,agriculture
PAR00957,Ahụike uche dịkwa mkpa.,Mental health is also important.,health
PAR00677,Ọgwụ ahụ nyere aka belata ihe mgbu.,The medicine helped reduce the pain.,health
PAR00318,Ọ na-arịa isi.,He has a headache.,health
PAR00649,Gọọmenti na-akwado ahụike ọha.,The government supports public health.,government
PAR00411,Igbo bụ asụsụ ndị Igbo.,Igbo is the language of the Igbo people.,culture
PAR00879,Onye nkuzi nyere ndụmọdụ.,The teacher gave advice.,education
PAR00710,Asụsụ na-echekwa akụkọ obodo.,Language preserves the history of a community.,culture
PAR00359,Ọ masịrị m.,I like it.,general
PAR00259,Ụlọ ọgwụ ahụ dị nso.,The hospital is nearby.,health
PAR00745,Ọnụ ahịa ahụ gbanwere.,The price changed.,business
PAR00628,Ọ mepụtara paswọọdụ siri ike.,He created a strong password.,technology
PAR00633,Ka anyị malite.,Let us start.,daily_conversation
PAR00283,Ọtụtụ mmadụ hụrụ mgbasa ozi ahụ.,Many people saw the advertisement.,business
PAR00377,Ụmụaka nwere ọṅụ n'emume ahụ.,The children enjoyed the celebration.,religion
PAR00385,Ngwa kọmputa na-enyere ndị ọrụ aka.,Computer software helps workers.,technology
PAR00225,Anyị kwesịrị ịmụta ihe n'akụkọ ihe mere eme.,We should learn from history.,culture
PAR00934,Ụlọ ọrụ ahụ na-enye ọrụ dị iche iche.,The company provides different services.,business
PAR00797,Ịdị umeala n'obi bụ omume ọma.,Humility is a good quality.,religion
PAR00473,Nwa akwụkwọ ahụ zara ajụjụ ahụ.,The student answered the question.,education
PAR00348,Ịntanetị na-enye ozi dị iche iche.,The internet provides different information.,technology
PAR00506,Onye ọrụ ugbo na-azụ ewu.,The farmer raises goats.,agriculture
PAR00640,Ndị obodo kwadebere ebe ahụ.,The community prepared the place.,religion
PAR00967,Ka chi fo.,Good morning.,daily_conversation
PAR00909,Biko nyere m aka.,Please help me.,daily_conversation
PAR00886,Etetaala m.,I have woken up.,general
PAR00620,Onye nkuzi mahadum kụziri klaasị.,The university lecturer taught the class.,education
PAR00837,Anyị gara ịtụ ihe ubi.,We went to harvest the crops.,agriculture
PAR00646,Ụlọ ọrụ ahụ na-akwụ ụgwọ.,The company pays expenses.,business
PAR00829,Ọ dị mma nke ukwuu.,It is very good.,general
PAR00557,Ọ dị m mma.,I am well.,daily_conversation
PAR00938,Ezi ọchịchị na-eme ka obodo sie ike.,Good governance makes a community strong.,government
PAR00578,Akpa ọka ahụ dị arọ.,That bag of maize is heavy.,agriculture
PAR00086,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.,The teacher checked the students' work.,education
PAR00243,Ọrụ ugbo chọrọ ndidi.,Farming requires patience.,agriculture
PAR00699,Kwuo nwayọọ.,Speak slowly.,daily_conversation
PAR00160,Ngwaahịa ahụ rutere n'oge.,The product arrived on time.,business
PAR00525,Akụkọ ihe mere eme bụ isiokwu dị mkpa.,History is an important subject.,education
PAR00036,Ị maara ebe a?,Do you know this place?,general
PAR00541,Ọrụ siri ike na-eweta ihe ịga nke ọma.,Hard work brings success.,education
PAR00171,Ịdị ọcha na-enyere aka igbochi nje.,Cleanliness helps prevent germs.,health
PAR00655,Azụmahịa ahụ na-aga nke ọma.,The business is doing well.,business
PAR00871,Ịgba ọgwụ mgbochi ọrịa na-echebe ụmụaka.,Vaccination protects children from disease.,health
PAR00856,Emume okpukpe na-ejikọta ezinụlọ ọnụ.,Religious celebrations bring families together.,religion
PAR00830,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.,The school opened in the morning.,education
PAR00925,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.,The internet helps students learn.,education
PAR00734,Ọ budatara ngwa ọhụrụ.,He downloaded a new application.,technology
PAR00096,Olileanya dị mkpa n'oge nsogbu.,Hope is important during difficult times.,religion
PAR00564,Azịza ya dị mfe.,The answer is easy.,daily_conversation
PAR00241,Weebụsaịtị ahụ dị mfe iji.,The website is easy to use.,technology
PAR00743,Nwa akwụkwọ ahụ gbaziri akwụkwọ.,The student borrowed a book.,education
PAR00575,Nwa akwụkwọ ahụ nwere akwụkwọ.,The student has a book.,education
PAR00691,Kọmputa ahụ kwụsịrị ịrụ ọrụ.,The computer stopped working.,technology
PAR00461,Ha wepụrụ ahịhịa n'ubi.,They removed weeds from the farm.,agriculture
PAR00554,Akụkọ ihe mere eme na-akụziri anyị ihe.,History teaches us lessons.,culture
PAR00860,Onye ọrụ ugbo zụtara mkpụrụ ọka.,The farmer bought maize seeds.,agriculture
PAR00207,Ọ na-enwe ihe mgbu n'ahụ.,He has pain in his body.,health
PAR00393,Ọ gara ahịa.,He went to the market.,general
PAR00795,Ọtụtụ mmadụ na-adabere n'obere azụmahịa.,Many people depend on small businesses.,government
PAR00398,Ndị enyi ya na-enye ya ndụmọdụ.,His friends give him advice.,religion
PAR00767,Asụsụ na-enyere ndị mmadụ aka ịkparịta ụka.,Language helps people communicate.,culture
PAR00831,Biko.,Please.,general
PAR00218,Ọ dịghị ihe mere.,Nothing happened.,daily_conversation
PAR00005,Ha nwetara ngwá ọrụ ugbo ọhụrụ.,They received new farming equipment.,agriculture
PAR00769,Zipụ m ozi.,Send me a message.,daily_conversation
PAR00643,Ọ gere ndụmọdụ ahụ ntị.,He listened to the advice.,religion
PAR00878,Klaasị ahụ dị ọcha.,The classroom is clean.,education
PAR00613,Anụ ụlọ chọrọ nri.,Domestic animals need food.,agriculture
PAR00739,Ha mere nzukọ n'ịntanetị.,They held an online meeting.,technology
PAR00547,Ọmụmụ omenala na-enyere ụmụaka aka.,Learning about culture helps children.,culture
PAR00726,Ndị nne na nna na-akụziri ụmụ ha nkwenkwe ha.,Parents teach their children their beliefs.,religion
PAR00684,Ndị ezinụlọ na-akwado ibe ha.,Family members support one another.,culture
PAR00099,Abịala ebe a.,Come here.,general
PAR00805,Ọ dị njọ.,It is bad.,general
PAR00728,Ekwentị ahụ nwere igwefoto.,The phone has a camera.,technology
PAR00574,Ndị mmadụ gere ozi ọma ahụ ntị.,People listened to the sermon.,religion
PAR00407,Ịkwanyere ndị okenye ùgwù bụ omenala dị mkpa.,Respecting elders is an important tradition.,culture
PAR00503,Ọrụ na-enyere ezinụlọ aka.,Jobs help families.,government
PAR00048,Ọrụ ndị ahịa dị mkpa.,Customer service is important.,business
PAR00033,Nwa akwụkwọ ahụ na-akwadebe maka ule.,The student is preparing for an examination.,education
PAR00780,Gọọmenti kwere nkwa ịrụ ụzọ.,The government promised to build roads.,government
PAR00201,Ọ dịghị mma ịṅụ ọgwụ n'enweghị ndụmọdụ.,It is not good to take medicine without advice.,health
PAR00135,Chere ntakịrị.,Wait a moment.,general
PAR00028,Onye ọbịa kwuru okwu.,The visitor gave a speech.,religion
PAR00862,Mmiri dị mkpa maka ihe ọkụkụ.,Water is important for crops.,agriculture
PAR00231,Nkuzi ahụ bara uru.,The teaching was useful.,religion
PAR00490,A na-akụ ji n'oge opupu ihe ubi.,Yam is planted during the planting season.,agriculture
PAR00773,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.,The students compete in their studies.,education
PAR00379,Ha kwadebere nri maka ndị ọbịa.,They prepared food for the visitors.,religion
PAR00289,Ọ gbakere mgbe ọ nwetara ọgwụgwọ.,He recovered after receiving treatment.,health
PAR00419,Ọrịa nwere ike imetụta mmadụ.,Disease can affect a person.,health
PAR00675,Ha kpọrọ nwa ahụ aha nna nna ya.,They named the child after his grandfather.,culture
PAR00392,Ụmụ akwụkwọ na-amụ banyere omenala ha.,Students study their culture.,culture
PAR00593,Ndị Igbo na-asọpụrụ ndị nna nna ha.,The Igbo people respect their ancestors.,culture
PAR00499,Ha na-ebubata ngwaahịa.,They import products.,business
PAR00139,Anyị ga-aga n'ihu.,We will move forward.,general
PAR00063,Ụmụaka na-abịa n'ụlọ akwụkwọ n'oge.,The children come to school on time.,education
PAR00472,Ọ na-eme ihe omume ụlọ.,He does homework.,education
PAR00648,Ha kpọsara ngwaahịa ọhụrụ.,They advertised a new product.,business
PAR00129,Ọ dị mkpa iri nri dị iche iche.,It is important to eat different foods.,health
PAR00956,"Mba, achọghị m enyemaka.","No, I do not need help.",daily_conversation
PAR00521,Onye ọrụ ugbo zụtara traktọ.,The farmer bought a tractor.,agriculture
PAR00839,Emume ahụ mere n'obodo.,The celebration took place in the town.,culture
PAR00943,Ndị mmadụ na-achọ ndụmọdụ.,People seek advice.,religion
PAR00065,Ndị mmadụ na-ahọpụta ndị isi.,People elect leaders.,government
PAR00813,Aga m ahụ gị ma emechaa.,I will see you later.,daily_conversation
PAR00015,Nwa ahụ nwere ahụ ọkụ.,The child has a fever.,health
PAR00157,Ọrụ a chọrọ ahụmahụ.,This job requires experience.,business
PAR00041,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.,Preserving culture helps future generations.,culture
PAR00493,Mepee akwụkwọ.,Open the book.,general
PAR00380,Ha na-elekọta anụ ụlọ nke ọma.,They take good care of the livestock.,agriculture
PAR00188,Mmiri ozuzo na-enyere ndị ọrụ ugbo aka.,Rain helps farmers.,agriculture
PAR00764,Nne na-elekọta nwa ya.,The mother takes care of her child.,health
PAR00217,Ọ mụtara ihe ọhụrụ.,He learned something new.,religion
PAR00792,Ọnụ ahịa ji dara.,The price of yam decreased.,agriculture
PAR00053,Anyị chọrọ ịzụtakwu nri.,We want to buy more food.,agriculture
PAR00338,Ọ natara akwụkwọ ya.,He received his document.,government
PAR00749,Gọọmenti na-arụ ọrụ iji meziwanye ndụ.,The government works to improve life.,government
PAR00720,Nwa ahụ nwetara ọgwụ mgbochi ọrịa.,The child received a vaccination.,health
PAR00725,Nwa akwụkwọ na-agụ akwụkwọ.,The student is reading a book.,education
