id,igbo,english,domain,source,verified,review_notes
MON171,Ndị mmadụ na-enyere ndị nọ na mkpa aka.,people help one another.,religion,baseline_model_round_1,yes,Correct translation.
MON172,Okwukwe bụ ihe dị mkpa nye ọtụtụ mmadụ.,many people are an important part.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON173,Ezinụlọ ahụ na-ekpe ekpere ọnụ.,the family is the family.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON174,A na-eme emume okpukpe kwa afọ.,this soil for planting.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON175,Ọ gara n'ụlọ ekpere n'ehihie.,he went to a place in a place in a place in a place in a place.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON176,Ndị mmadụ na-ege ntị n'okwu onye ndu.,people gave the farm.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON177,Ọtụtụ mmadụ na-achọ udo na olileanya.,many people seek a good life.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON178,Ha nyere ndị ogbenye nri.,they gave the food.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON179,Ndị mmadụ gbakọtara n'udo.,people seek a peace.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON180,Ọ na-akwanyere nkwenkwe ndị ọzọ ùgwù.,he uses the igbo people respect.,religion,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON181,Kọmputa dị mkpa n'oge a.,this computer is important to a computer during the body.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON182,Ọ na-eji ekwentị ya kwa ụbọchị.,he uses the phone.,technology,baseline_model_round_1,yes,Correct translation.
MON183,Ịntanetị na-enyere ndị mmadụ aka ịkparịta ụka.,technology helps people.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON184,Onye mmemme na-ede koodu ọhụrụ.,the programmer checked the code.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON185,A na-echekwa data n'ime nchekwa kọmputa.,a database in a database.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON186,Ụlọ ọrụ ahụ mepụtara ngwa ọhụrụ.,the company new employee.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON187,Ọ na-amụ banyere ọgụgụ isi mmadụ.,he is learning a person.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON188,Ekwentị ahụ nwere batrị ọhụrụ.,the new has a new phone.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON189,Ndị ọrụ na-eji ngwanrọ arụ ọrụ.,the work uses jobs.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON190,Teknụzụ na-agbanwe ndụ mmadụ.,people seek a person ' s ' s '.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON191,Ọ na-amụta otú e si emepụta weebụsaịtị.,he learned how to a person achieve.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON192,Kọmputa ahụ anaghị arụ ọrụ nke ọma.,the computer is not working.,technology,baseline_model_round_1,yes,Correct translation.
MON193,Onye mmemme chọtara njehie na koodu ahụ.,the programmer checked the code.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON194,A na-eji paswọọdụ echekwa akaụntụ.,a good governance is a person.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON195,Ọtụtụ mmadụ na-eji ngwa mkpanaka.,many people use music for many people.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON196,Sistemụ ahụ na-arụ ọrụ ngwa ngwa.,the student works on time.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON197,A na-eji nchekwa data echekwa ozi.,a database contains a database.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON198,Ọ mụtara asụsụ mmemme ọhụrụ.,he learned a new.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON199,Teknụzụ nwere ike ime ka ọrụ dị mfe.,hard work is a person.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
MON200,Ndị ọrụ kwesịrị ichekwa ozi nkeonwe ha.,they should work.,technology,baseline_model_round_1,no,"Incorrect, incomplete, or semantically unrelated to the Igbo sentence."
