english,igbo
the students study at home.,Ụmụ akwụkwọ na-amụ ihe n'ụlọ.
he does homework.,Ọ na-eme ihe omume ụlọ.
the teacher gave them homework.,Onye nkuzi nyere ha ọrụ ụlọ.
they finished their homework.,Ha rụchara ọrụ ụlọ ha.
the student is preparing for an examination.,Nwa akwụkwọ ahụ na-akwadebe maka ule.
the examination will begin tomorrow.,Ule ahụ ga-amalite echi.
the students wrote their examination.,Ụmụ akwụkwọ dere ule ha.
the examination was difficult.,Ule ahụ siri ike.
the student passed the examination.,Nwa akwụkwọ ahụ gafere ule ahụ.
the student failed the examination.,Nwa akwụkwọ ahụ dara ule ahụ.
he studied well.,Ọ gụrụ akwụkwọ nke ọma.
studying helps students.,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.
the teacher gave advice.,Onye nkuzi nyere ndụmọdụ.
the students listened to the teacher.,Ụmụ akwụkwọ gere onye nkuzi ntị.
it is important to listen in class.,Ọ dị mkpa ige ntị na klaasị.
the students asked many questions.,Ụmụ akwụkwọ jụrụ ọtụtụ ajụjụ.
the teacher answered their questions.,Onye nkuzi zara ajụjụ ha.
the school has many classrooms.,Ụlọ akwụkwọ ahụ nwere ọtụtụ klaasị.
the classroom is clean.,Klaasị ahụ dị ọcha.
the students are sitting on chairs.,Ụmụ akwụkwọ nọ ọdụ n'oche.
the teacher stood in front of the classroom.,Onye nkuzi guzoro n'ihu klaasị.
the students work together.,Ụmụ akwụkwọ na-arụkọ ọrụ ọnụ.
they did group work.,Ha mere ọrụ otu.
working together helps students.,Ịrụkọ ọrụ ọnụ na-enyere ụmụ akwụkwọ aka.
the student presented his work.,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.
the teacher checked the students' work.,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.
the teacher gave marks.,Onye nkuzi nyere akara.
the student got a high mark.,Nwa akwụkwọ ahụ nwetara akara dị elu.
his work is good.,Ọrụ ya dị mma.
the students compete in their studies.,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.
hard work brings success.,Ọrụ siri ike na-eweta ihe ịga nke ọma.
he wants to go to university.,Ọ chọrọ ịga mahadum.
the university has many students.,Mahadum ahụ nwere ọtụtụ ụmụ akwụkwọ.
the student studies computer science.,Nwa akwụkwọ ahụ na-amụ sayensị kọmputa.
he is studying for his examination.,Ọ na-amụ maka ule ya.
university students conduct research.,Ụmụ akwụkwọ mahadum na-eme nchọpụta.
research is important in education.,Nchọpụta dị mkpa na agụmakwụkwọ.
the university lecturer taught the class.,Onye nkuzi mahadum kụziri klaasị.
the students attended the lecture.,Ụmụ akwụkwọ gara nkuzi.
the lecture was useful.,Nkuzi ahụ bara uru.
they wrote down their lessons.,Ha debere ihe ọmụmụ ha.
the internet helps students learn.,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.
students use computers to learn.,Ụmụ akwụkwọ na-eji kọmputa amụ ihe.
online learning is popular.,Ọmụmụ ihe n'ịntanetị na-ewu ewu.
the student attended an online class.,Nwa akwụkwọ ahụ gara klasị n'ịntanetị.
the teacher sent learning materials online.,Onye nkuzi zitere ihe ọmụmụ n'ịntanetị.
students need good learning resources.,Ụmụ akwụkwọ chọrọ ezigbo akụrụngwa.
books help students.,Akwụkwọ na-enyere ụmụ akwụkwọ aka.
learning requires patience.,Ọmụmụ ihe chọrọ ndidi.
it is important to study every day.,Ọ dị mkpa ịmụ ihe kwa ụbọchị.
the students are doing well.,Ụmụ akwụkwọ na-eme nke ọma.
education opens the way to the future.,Agụmakwụkwọ na-emeghe ụzọ maka ọdịnihu.
the student has a big dream.,Nwa akwụkwọ ahụ nwere nnukwu nrọ.
he wants to become a teacher.,Ọ chọrọ ịghọ onye nkuzi.
learning helps a person achieve their goals.,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.
students should work hard.,Ụmụ akwụkwọ kwesịrị ịrụsi ọrụ ike.
education is essential for community development.,Agụmakwụkwọ bụ isi ihe na mmepe obodo.
good morning.,Ụtụtụ ọma.
thank you.,Ekele dịrị gị.
please.,Biko.
where do you live?,Ebee ka ị bi?
what are you doing?,Ị na-eme gịnị?
i am working.,Ana m arụ ọrụ.
i am going home.,Ana m aga ụlọ.
he came in the morning.,Ọ bịara n'ụtụtụ.
we will see you tomorrow.,Anyị ga-ahụ gị echi.
i need help.,Achọrọ m enyemaka.
i understand.,Aghọtara m.
i do not understand.,Aghọtaghị m.
"no, i do not have time.","Mba, enweghị m oge."
do you need anything?,Ị chọrọ ihe ọ bụla?
"yes, i need water.","Eeh, achọrọ m mmiri."
"no, i do not need anything.","Mba, achọghị m ihe ọ bụla."
do you know this place?,Ị maara ebe a?
i do not know that place.,Amaghị m ebe ahụ.
can you tell me?,Ị nwere ike ịgwa m?
i have a question.,Enwere m ajụjụ.
what is this?,Gịnị ka nke a bụ?
this is a book.,Nke a bụ akwụkwọ.
where is the book?,Ebee ka akwụkwọ ahụ dị?
who are you looking for?,Onye ka ị na-achọ?
i am looking for my friend.,Ana m achọ enyi m.
he is at home.,Ọ nọ n'ụlọ.
he went to the market.,Ọ gara ahịa.
we are here.,Anyị nọ ebe a.
wait a moment.,Chere ntakịrị.
come here.,Abịala ebe a.
sit down.,Nọdụ ala.
stand up.,Bilie.
open the door.,Mepee ụzọ.
close the door.,Mechie ụzọ.
open the book.,Mepee akwụkwọ.
write your name.,Dee aha gị.
read the book.,Gụọ akwụkwọ ahụ.
listen.,Gee ntị.
look at this.,Lee nke a.
it is hot today.,Ọ dị ọkụ taa.
it is cold today.,Ọ dị oyi taa.
it is raining.,Mmiri na-ezo.
the weather is good.,Ihu igwe dị mma.
the day is beautiful.,Ụbọchị ahụ mara mma.
the night is quiet.,Abalị dị jụụ.
i want to eat.,Achọrọ m iri nri.
i want to drink water.,Achọrọ m ịṅụ mmiri.
the food is ready.,Nri dị njikere.
the food is delicious.,Nri ahụ dị ụtọ.
i am happy.,Ana m enwe obi ụtọ.
i am sad.,Ana m enwe mwute.
i am afraid.,Atụrụ m egwu.
i have hope.,Enwere m olileanya.
i feel tired.,Ọ dị m ka ike gwụrụ m.
i am sleeping.,Ana m ehi ụra.
i have woken up.,Etetaala m.
it is time to go.,Ọ bụ oge ịga.
i have arrived now.,Abịara m ugbu a.
he returned home.,Ọ lọtara n'ụlọ.
we met today.,Anyị zutere taa.
he is my good friend.,Ọ bụ ezigbo enyi m.
my family is important to me.,Ezinụlọ m dị mkpa nye m.
i love my family.,Ana m ahụ ezinụlọ m n'anya.
my mother is at home.,Nne m nọ n'ụlọ.
my father went to work.,Nna m gara ọrụ.
the children are playing.,Ụmụaka na-egwu egwu.
they are laughing.,Ha na-achị ọchị.
he is telling the truth.,Ọ na-ekwu eziokwu.
i will not forget it.,Agaghị m echefu ya.
i remember it.,Ana m echeta ya.
it is important.,Ọ dị mkpa.
it is not a problem.,Ọ bụghị nsogbu.
no problem.,Enweghị nsogbu.
it is very good.,Ọ dị mma nke ukwuu.
it is bad.,Ọ dị njọ.
i like it.,Ọ masịrị m.
i do not like it.,Ọ masịghị m.
i want to learn.,Achọrọ m ịmụ ihe.
learning is important.,Ịmụ ihe dị mkpa.
we should work together.,Anyị kwesịrị ịrụkọ ọrụ ọnụ.
there are many things we can do.,Ọtụtụ ihe ka anyị nwere ike ime.
we will move forward.,Anyị ga-aga n'ihu.
the future will be good.,Ọdịnihu ga-adị mma.
the government manages the community.,Gọọmenti na-elekọta obodo.
the government provides public services.,Gọọmenti na-enye ọrụ ọha.
people elect leaders.,Ndị mmadụ na-ahọpụta ndị isi.
leaders serve the community.,Ndị isi na-eje ozi nye obodo.
the community leader has an important responsibility.,Onye isi obodo nwere ọrụ dị mkpa.
the people elected a new leader.,Ndị mmadụ họpụtara onye isi ọhụrụ.
the leader listens to the people.,Onye isi ahụ na-ege ndị mmadụ ntị.
the citizens have rights.,Ndị obodo nwere ikike.
everyone should respect the law.,Onye ọ bụla kwesịrị ịkwanyere iwu ùgwù.
laws help maintain peace.,Iwu na-enyere aka idobe udo.
the police protect the community.,Polis na-echekwa obodo.
the police officers do their work.,Ndị uwe ojii na-arụ ọrụ ha.
the community needs security.,Obodo chọrọ nchekwa.
people want to live in peace.,Ndị mmadụ chọrọ ibi n'udo.
the government builds schools.,Gọọmenti na-arụ ụlọ akwụkwọ.
the government builds hospitals.,Gọọmenti na-arụ ụlọ ọgwụ.
public hospitals help people.,Ụlọ ọgwụ ọha na-enyere ndị mmadụ aka.
public schools provide education.,Ụlọ akwụkwọ ọha na-enye agụmakwụkwọ.
the government builds roads.,Gọọmenti na-arụ ụzọ.
good roads help transportation.,Ụzọ ọma na-enyere njem aka.
many people use this road.,Ọtụtụ mmadụ na-eji ụzọ a.
the government provides drinking water.,Gọọmenti na-enye mmiri ọṅụṅụ.
clean water is important.,Mmiri dị ọcha dị mkpa.
the community needs electricity.,Obodo chọrọ ọkụ eletrik.
the government works to improve life.,Gọọmenti na-arụ ọrụ iji meziwanye ndụ.
leaders should work for the people.,Ndị isi kwesịrị ịrụ ọrụ maka ndị mmadụ.
people expect good governance.,Ndị mmadụ na-atụ anya ezi ọchịchị.
good governance helps the community.,Ezi ọchịchị na-enyere obodo aka.
the government should listen to the people.,Gọọmenti kwesịrị ige ndị mmadụ ntị.
people can express their opinions.,Ndị mmadụ nwere ike ikwu echiche ha.
the people attended a community meeting.,Ndị mmadụ gara nzukọ obodo.
the leaders called a meeting.,Ndị isi kpọrọ nzukọ.
the meeting took place in the meeting hall.,Nzukọ ahụ mere n'ụlọ nzukọ.
they discussed community problems.,Ha kwurịtara banyere nsogbu obodo.
the people gave advice.,Ndị mmadụ nyere ndụmọdụ.
the leader made a promise.,Onye isi ahụ kwere nkwa.
the government promised to build roads.,Gọọmenti kwere nkwa ịrụ ụzọ.
they started the work.,Ha malitere ọrụ ahụ.
the work is still continuing.,Ọrụ ahụ ka na-aga n'ihu.
the new building is being constructed.,Ụlọ ọhụrụ ahụ na-ewu.
the government collects taxes.,Gọọmenti na-anakọta ụtụ isi.
people pay taxes.,Ndị mmadụ na-akwụ ụtụ isi.
taxes help the government.,Ụtụ isi na-enyere gọọmenti aka.
the government uses public money for projects.,Gọọmenti na-eji ego ọha arụ ọrụ.
it is important to use public money properly.,Ọ dị mkpa iji ego ọha mee ihe nke ọma.
people want to know how their money is used.,Ndị mmadụ chọrọ ịma otú e si eji ego ha.
transparency is important in governance.,Nghọta dị mkpa na ọchịchị.
leaders should be accountable.,Ndị isi kwesịrị ịza ajụjụ.
the government issues licenses.,Gọọmenti na-enye akwụkwọ ikike.
that person needs a license.,Onye ahụ chọrọ akwụkwọ ikike.
he went to a government office.,Ọ gara ụlọ ọrụ gọọmenti.
the office provides public services.,Ụlọ ọrụ ahụ na-enye ọrụ ọha.
people seek important documents.,Ndị mmadụ na-achọ akwụkwọ dị mkpa.
he received his document.,Ọ natara akwụkwọ ya.
it is important to register.,Ọ dị mkpa ịdebanye aha.
people registered their names.,Ndị mmadụ debara aha ha.
the government keeps public records.,Gọọmenti na-echekwa ndekọ obodo.
the record contains important information.,Ndekọ ahụ nwere ozi dị mkpa.
the citizens need jobs.,Ndị obodo chọrọ ọrụ.
the government creates job opportunities.,Gọọmenti na-emepụta ohere ọrụ.
jobs help families.,Ọrụ na-enyere ezinụlọ aka.
many young people are looking for jobs.,Ọtụtụ ndị ntorobịa na-achọ ọrụ.
training helps young people.,Ọzụzụ na-enyere ndị ntorobịa aka.
the government started a training program.,Gọọmenti malitere mmemme ọzụzụ.
the program helps many people.,Mmemme ahụ na-enyere ọtụtụ mmadụ aka.
people can participate in the program.,Ndị mmadụ nwere ike isonye na mmemme ahụ.
the government supports agriculture.,Gọọmenti na-akwado ọrụ ugbo.
the farmers received assistance.,Ndị ọrụ ugbo nwetara enyemaka.
the assistance helped the farmers.,Enyemaka ahụ nyere ndị ọrụ ugbo aka.
the government supports small businesses.,Gọọmenti na-akwado obere azụmahịa.
small businesses create jobs.,Obere azụmahịa na-emepụta ọrụ.
many people depend on small businesses.,Ọtụtụ mmadụ na-adabere n'obere azụmahịa.
the government protects the environment.,Gọọmenti na-echekwa gburugburu ebe obibi.
pollution damages the environment.,Gbururu na-emebi gburugburu ebe obibi.
people should protect the environment.,Ndị mmadụ kwesịrị ichekwa gburugburu ebe obibi.
the government made a new law.,Gọọmenti mere iwu ọhụrụ.
the new law came into effect.,Iwu ọhụrụ ahụ malitere ịrụ ọrụ.
people learned about the law.,Ndị mmadụ mụtara banyere iwu ahụ.
it is important to follow the law.,Ọ dị mkpa ịgbaso iwu.
a person who breaks the law may be punished.,Onye mebiri iwu nwere ike ịta ahụhụ.
the court handles legal matters.,Ụlọ ikpe na-eleba anya n'okwu iwu.
a lawyer helps people.,Onye ọka iwu na-enyere ndị mmadụ aka.
people want justice.,Ndị mmadụ chọrọ ikpe ziri ezi.
justice is important in a community.,Ikpe ziri ezi dị mkpa n'obodo.
the government supports public health.,Gọọmenti na-akwado ahụike ọha.
health workers help patients.,Ndị ọrụ ahụike na-enyere ndị ọrịa aka.
disease can affect a community.,Ọrịa nwere ike imetụta obodo.
the government conducts health campaigns.,Gọọmenti na-eme mkpọsa ahụike.
health campaigns provide important information.,Mkpọsa ahụike na-enye ozi dị mkpa.
people should follow health advice.,Ndị mmadụ kwesịrị ịgbaso ndụmọdụ ahụike.
the government supports education.,Gọọmenti na-akwado agụmakwụkwọ.
all children should receive education.,Ụmụaka niile kwesịrị inweta agụmakwụkwọ.
education helps a community develop.,Agụmakwụkwọ na-enyere obodo aka ito eto.
leaders make plans for the future.,Ndị isi na-eme atụmatụ maka ọdịnihu.
the plan is for community development.,Atụmatụ ahụ bụ maka mmepe obodo.
development requires the support of the people.,Mmepe chọrọ nkwado nke ndị mmadụ.
people work together with the government.,Ndị mmadụ na-arụkọ ọrụ na gọọmenti.
working together brings development.,Ịrụkọ ọrụ ọnụ na-eweta mmepe.
good governance makes a community strong.,Ezi ọchịchị na-eme ka obodo sie ike.
the government and the people should work together.,Gọọmenti na ndị mmadụ kwesịrị ịrụkọ ọrụ ọnụ.
health is very important.,Ahụike dị ezigbo mkpa.
it is important to take care of our health.,Ọ dị mkpa ilekọta ahụike anyị.
disease can affect a person.,Ọrịa nwere ike imetụta mmadụ.
the patient went to the hospital.,Onye ọrịa gara ụlọ ọgwụ.
the hospital is nearby.,Ụlọ ọgwụ ahụ dị nso.
the doctor examines the patient.,Dọkịta na-enyocha onye ọrịa.
the nurse helps the patient.,Nọọsụ na-enyere onye ọrịa aka.
the patient has a fever.,Onye ọrịa nwere ahụ ọkụ.
fever can be a sign of illness.,Ahụ ọkụ nwere ike ịbụ ihe ịrịba ama nke ọrịa.
he has a headache.,Ọ na-arịa isi.
he has a severe headache.,Isi na-arịa ya nke ukwuu.
he has stomach pain.,Ọ na-enwe ihe mgbu n'afọ.
the patient has a cough.,Onye ọrịa nwere ụkwara.
he has been coughing since yesterday.,Ọ na-asụ ụkwara kemgbe ụnyaahụ.
he has pain in his body.,Ọ na-enwe ihe mgbu n'ahụ.
he needs to rest.,Ọ chọrọ izu ike.
rest helps the patient.,Izu ike na-enyere onye ọrịa aka.
drinking water is important.,Ịṅụ mmiri dị mkpa.
water helps the body.,Mmiri na-enyere ahụ aka.
he drinks water every day.,Ọ na-aṅụ mmiri kwa ụbọchị.
healthy food helps health.,Nri dị mma na-enyere ahụike aka.
we should eat nutritious food.,Anyị kwesịrị iri nri na-edozi ahụ.
fruits are good for health.,Mkpụrụ osisi dị mma maka ahụike.
vegetables contain many vitamins.,Akwụkwọ nri nwere ọtụtụ vitamin.
it is important to eat different foods.,Ọ dị mkpa iri nri dị iche iche.
cleanliness helps prevent disease.,Ịdị ọcha na-enyere aka igbochi ọrịa.
we should wash our hands regularly.,Anyị kwesịrị ịsa aka mgbe niile.
he washes his hands before eating.,Ọ na-asa aka ya tupu o rie nri.
handwashing prevents the spread of disease.,Ịsa aka na-egbochi mgbasa ọrịa.
it is important to keep the environment clean.,Ọ dị mkpa idobe gburugburu ebe obibi ọcha.
healthy habits are important.,Omume ahụike dị mkpa.
exercise makes the body strong.,Mmega ahụ na-eme ka ahụ sie ike.
he exercises every morning.,Ọ na-eme mmega ahụ kwa ụtụtụ.
walking is good exercise.,Ije ije bụ ezigbo mmega ahụ.
adequate sleep is important.,Ụra zuru oke dị mkpa.
he sleeps for eight hours every night.,Ọ na-ehi ụra awa asatọ kwa abalị.
lack of sleep can affect health.,Enweghị ụra nwere ike imetụta ahụike.
it is important to avoid too much stress.,Ọ dị mkpa izere nrụgide dị ukwuu.
stress can affect the body and mind.,Nrụgide nwere ike imetụta ahụ na uche.
he rests when he is tired.,Ọ na-ezu ike mgbe ọ gwụrụ ike.
the doctor gave the patient medicine.,Dọkịta nyere onye ọrịa ọgwụ.
the patient should take his medicine.,Onye ọrịa kwesịrị ịṅụ ọgwụ ya.
he takes the medicine twice a day.,Ọ na-aṅụ ọgwụ ugboro abụọ n'ụbọchị.
it is important to follow the doctor's instructions.,Ọ dị mkpa ịgbaso ntụziaka dọkịta.
the patient should take the medicine on time.,Onye ọrịa kwesịrị ịṅụ ọgwụ n'oge.
he does not always take his medicine.,Ọ naghị aṅụ ọgwụ ya mgbe niile.
the doctor gave him medicine for the cough.,Dọkịta nyere ya ọgwụ maka ụkwara.
the medicine helped reduce the pain.,Ọgwụ ahụ nyere aka belata ihe mgbu.
it is not good to take medicine without advice.,Ọ dịghị mma ịṅụ ọgwụ n'enweghị ndụmọdụ.
the patient should tell the doctor everything.,Onye ọrịa kwesịrị ịgwa dọkịta ihe niile.
the doctor asked the patient questions.,Dọkịta jụrụ onye ọrịa ajụjụ.
the patient described his symptoms.,Onye ọrịa kọwara ihe mgbaàmà ya.
the illness started in the morning.,Ọrịa ahụ malitere n'ụtụtụ.
he has had a fever for two days.,Ọ na-enwe ahụ ọkụ kemgbe ụbọchị abụọ.
the doctor conducted an examination.,Dọkịta mere nyocha.
the test result is good.,Nsonaazụ nyocha ahụ dị mma.
the patient needs another test.,Onye ọrịa chọrọ nyocha ọzọ.
the hospital has equipment.,Ụlọ ọgwụ nwere akụrụngwa.
health workers work hard.,Ndị ọrụ ahụike na-arụsi ọrụ ike.
health workers care for patients.,Ndị ọrụ ahụike na-elekọta ndị ọrịa.
children need special care.,Ụmụaka chọrọ nlekọta pụrụ iche.
the mother takes care of her child.,Nne na-elekọta nwa ya.
the child has a fever.,Nwa ahụ nwere ahụ ọkụ.
the mother took the child to the hospital.,Nne kpọgara nwa ahụ ụlọ ọgwụ.
children should eat healthy food.,Ụmụaka kwesịrị iri nri dị mma.
vaccination protects children from disease.,Ịgba ọgwụ mgbochi ọrịa na-echebe ụmụaka.
the child received a vaccination.,Nwa ahụ nwetara ọgwụ mgbochi ọrịa.
it is important to get vaccinated.,Ọ dị mkpa ịgba ọgwụ mgbochi ọrịa.
some diseases can be prevented.,Ọrịa ụfọdụ nwere ike igbochi.
many diseases spread through germs.,Ọtụtụ ọrịa na-agbasa site na nje.
cleanliness helps prevent germs.,Ịdị ọcha na-enyere aka igbochi nje.
we should avoid sharing certain items.,Anyị kwesịrị izere ịkekọrịta ihe ụfọdụ.
it is important to be careful during an outbreak.,Ọ dị mkpa ịkpachara anya n'oge ọrịa.
diabetes requires regular care.,Ọrịa shuga chọrọ nlekọta mgbe niile.
high blood pressure can be dangerous.,Ọbara mgbali elu nwere ike ịdị ize ndụ.
the patient should check his health.,Onye ọrịa kwesịrị ịlele ahụike ya.
regular health checkups are important.,Nyocha ahụike mgbe niile dị mkpa.
he went for a medical checkup.,Ọ gara nyocha ahụike.
the doctor tested his blood.,Dọkịta nyochara ọbara ya.
the human body needs good food.,Ahụ mmadụ chọrọ ezigbo nri.
vitamins help the body.,Vitamin na-enyere ahụ aka.
iron is important for the body.,Ígwè dị mkpa maka ahụ.
it is important to drink enough water.,Ọ dị mkpa ịṅụ mmiri zuru oke.
drinking alcohol can harm health.,Ịṅụ mmanya na-aba n'anya nwere ike imerụ ahụike.
smoking damages health.,Ise siga na-emebi ahụike.
it is important to avoid things that harm the body.,Ọ dị mkpa izere ihe ndị na-emebi ahụ.
mental health is also important.,Ahụike uche dịkwa mkpa.
talking to someone can help.,Ịgwa mmadụ okwu nwere ike inye aka.
he needs the support of his family.,Ọ chọrọ nkwado nke ezinụlọ ya.
the family takes care of the patient.,Ezinụlọ na-elekọta onye ọrịa.
his friends gave him support.,Ndị enyi nyere ya nkwado.
illness can affect a family.,Ọrịa nwere ike imetụta ezinụlọ.
it is important to seek help early.,Ọ dị mkpa ịchọ enyemaka n'oge.
the patient went to the hospital early.,Onye ọrịa gara ụlọ ọgwụ n'oge.
the doctor told him to rest.,Dọkịta gwara ya ka ọ zuru ike.
he recovered after receiving treatment.,Ọ gbakere mgbe ọ nwetara ọgwụgwọ.
the illness stopped after treatment.,Ọrịa ahụ kwụsịrị mgbe ọgwụgwọ gasịrị.
healthcare helps people live longer lives.,Nlekọta ahụike na-enyere ndị mmadụ aka ibi ndụ ogologo.
protecting health is everyone's responsibility.,Ịchekwa ahụike bụ ọrụ onye ọ bụla.
religion is part of the lives of many people.,Okpukpe bụ akụkụ nke ndụ ọtụtụ mmadụ.
people have different beliefs.,Ndị mmadụ nwere nkwenkwe dị iche iche.
many people pray every day.,Ọtụtụ mmadụ na-ekpe ekpere kwa ụbọchị.
he goes to a place of worship every week.,Ọ na-aga ebe ofufe kwa izu.
the place of worship is near his house.,Ebe ofufe ahụ dị nso n'ụlọ ya.
people gather at the place of worship.,Ndị mmadụ na-ezukọ n'ebe ofufe.
the priest leads the worship service.,Onye ụkọchukwu na-eduzi ofufe.
the priest delivered a sermon.,Onye ụkọchukwu kọrọ ozi ọma.
people listened to the sermon.,Ndị mmadụ gere ozi ọma ahụ ntị.
prayer is important to many people.,Ekpere dị mkpa nye ọtụtụ ndị mmadụ.
they pray for their family.,Ha na-ekpe ekpere maka ezinụlọ ha.
the mother prays for her children.,Nne na-ekpe ekpere maka ụmụ ya.
the father prays every morning.,Nna ahụ na-ekpe ekpere kwa ụtụtụ.
the children pray before they eat.,Ụmụaka na-ekpe ekpere tupu ha erie nri.
they thanked god for the food.,Ha kelere Chineke maka nri.
he thanks god every day.,Ọ na-ekele Chineke kwa ụbọchị.
people ask for help.,Ndị mmadụ na-arịọ maka enyemaka.
he asks for guidance.,Ọ na-arịọ maka nduzi.
they have faith.,Ha nwere okwukwe.
faith gives many people hope.,Okwukwe na-enye ọtụtụ mmadụ olileanya.
hope is important during difficult times.,Olileanya dị mkpa n'oge nsogbu.
people find comfort through religion.,Ndị mmadụ na-enweta nkasi obi site n'okpukpe.
religion teaches love.,Okpukpe na-akụzi ịhụnanya.
religion teaches goodness.,Okpukpe na-akụzi ịdị mma.
it is important to respect others.,Ọ dị mkpa ịkwanyere ndị ọzọ ùgwù.
people should help one another.,Ndị mmadụ kwesịrị inyere ibe ha aka.
love brings people together.,Ịhụnanya na-eme ka ndị mmadụ dịrị n'otu.
the town has many places of worship.,Obodo ahụ nwere ọtụtụ ebe ofufe.
people go to worship in the morning.,Ndị mmadụ na-aga ofufe n'ụtụtụ.
the worship service started on time.,Ofufe ahụ malitere n'oge.
the worship service lasted one hour.,Ofufe ahụ were otu awa.
people sang during the worship service.,Ndị mmadụ bụrụ abụ n'oge ofufe.
they read the holy book.,Ha na-agụ akwụkwọ nsọ.
the leader read a passage from the holy book.,Onye nduzi gụrụ akụkụ akwụkwọ nsọ.
children learned about religion.,Ụmụaka mụtara ihe n'okpukpe.
parents teach their children their beliefs.,Ndị nne na nna na-akụziri ụmụ ha nkwenkwe ha.
the family prays together.,Ezinụlọ ahụ na-ekpe ekpere ọnụ.
the family goes to worship together.,Ezinụlọ na-aga ofufe ọnụ.
friends met at the place of worship.,Ndị enyi zutere n'ebe ofufe.
members of the community support one another.,Ndị obodo na-akwado ibe ha.
they gave the family food.,Ha nyere ezinụlọ ahụ nri.
people helped the sick person.,Ndị mmadụ nyere onye ọrịa aka.
charity work is important.,Ịrụ ọrụ ebere dị mkpa.
they gave money to the poor.,Ha nyere ndị ogbenye ego.
people shared food.,Ndị mmadụ kesara nri.
sharing shows love.,Ịkekọrịta ihe na-egosi ịhụnanya.
he always helps others.,Ọ na-enyere ndị ọzọ aka mgbe niile.
kindness is important among people.,Obiọma dị mkpa n'etiti ndị mmadụ.
patience is a good quality.,Ndidi bụ omume ọma.
truth is important in life.,Eziokwu dị mkpa na ndụ.
people should tell the truth.,Ndị mmadụ kwesịrị ikwu eziokwu.
forgiving a person is good.,Ịgbaghara mmadụ bụ ihe ọma.
he forgave his friend.,Ọ gbaghara enyi ya.
they asked for forgiveness.,Ha rịọrọ mgbaghara.
it is important to learn to forgive.,Ọ dị mkpa ịmụta ịgbaghara.
people remember special days.,Ndị mmadụ na-echeta ụbọchị pụrụ iche.
religious celebrations bring families together.,Emume okpukpe na-ejikọta ezinụlọ ọnụ.
the family celebrated together.,Ezinụlọ ahụ mere emume ọnụ.
people wore beautiful clothes for the celebration.,Ndị mmadụ yi uwe mara mma maka emume.
they prepared food for the visitors.,Ha kwadebere nri maka ndị ọbịa.
people were happy.,Ndị mmadụ nwere obi ụtọ.
the children enjoyed the celebration.,Ụmụaka nwere ọṅụ n'emume ahụ.
the celebration took place at home.,Emume ahụ mere n'ụlọ.
the community prepared the place.,Ndị obodo kwadebere ebe ahụ.
the leader thanked the people.,Onye nduzi kelere ndị mmadụ.
the people welcomed the visitor.,Ndị mmadụ nabatara onye ọbịa.
the visitor gave a speech.,Onye ọbịa kwuru okwu.
they listened to the speech.,Ha gere okwu ahụ ntị.
people read religious books.,Ndị mmadụ na-agụ akwụkwọ okpukpe.
the book contains many teachings.,Akwụkwọ ahụ nwere ọtụtụ nkuzi.
the teaching was useful.,Nkuzi ahụ bara uru.
he learned something new.,Ọ mụtara ihe ọhụrụ.
religion teaches humility.,Okpukpe na-akụzi ịdị umeala n'obi.
humility is a good quality.,Ịdị umeala n'obi bụ omume ọma.
people seek advice.,Ndị mmadụ na-achọ ndụmọdụ.
the leader gave advice.,Onye nduzi nyere ndụmọdụ.
he listened to the advice.,Ọ gere ndụmọdụ ahụ ntị.
elders teach good behavior.,Ndị okenye na-akụzi ezi omume.
children should learn good behavior.,Ụmụaka kwesịrị ịmụta ezi omume.
good behavior helps the community.,Ezi omume na-enyere obodo aka.
people work together.,Ndị mmadụ na-arụkọ ọrụ ọnụ.
working together brings peace.,Ịrụkọ ọrụ ọnụ na-eweta udo.
peace is important in a community.,Udo dị mkpa n'obodo.
people seek peace.,Ndị mmadụ na-achọ udo.
religion teaches peace.,Okpukpe na-akụzi udo.
it is important to live in peace.,Ọ dị mkpa ibi ndụ n'udo.
people respect one another's beliefs.,Ndị mmadụ na-akwanyere nkwenkwe ibe ha ùgwù.
we should respect people with different beliefs.,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.
many people seek a good life.,Ọtụtụ mmadụ na-achọ ndụ dị mma.
beliefs give some people strength.,Nkwenkwe na-enye ụfọdụ mmadụ ume.
he gains strength from his religion.,Ọ na-enweta ume site n'okpukpe ya.
his family supports him.,Ezinụlọ ya na-akwado ya.
his friends give him advice.,Ndị enyi ya na-enye ya ndụmọdụ.
he finds comfort during difficult times.,Ọ na-enweta nkasi obi n'oge nsogbu.
hope helps a person move forward.,Olileanya na-enyere mmadụ aka ịga n'ihu.
love and kindness make the world better.,Ịhụnanya na obiọma na-eme ka ụwa ka mma.
people should live in love and peace.,Ndị mmadụ kwesịrị ibi ndụ n'ịhụnanya na udo.
good behavior helps both the individual and the community.,Ezi omume na-enyere mmadụ na obodo aka.
technology helps people.,Ụzụ na-enyere ndị mmadụ aka.
