id,igbo,english,domain,source
R1_00293,Ọtụtụ mmadụ na-eji ụzọ a.,Many people use this road.,government,original_parallel
R1_00294,Atụrụ m egwu.,I am afraid.,general,original_parallel
R1_00295,Nzukọ ahụ mere n'ụlọ nzukọ.,The meeting took place in the meeting hall.,government,original_parallel
R1_00296,Gọọmenti na-arụ ụzọ.,The government builds roads.,government,original_parallel
R1_00297,Anyị kwesịrị ịkwanyere ndị nwere nkwenkwe dị iche ùgwù.,We should respect people with different beliefs.,religion,original_parallel
R1_00298,Ọdịnala na-akụziri anyị ihe gbasara ndị nna nna anyị.,Tradition teaches us about our ancestors.,culture,original_parallel
R1_00299,Ọrụ ugbo na-enye ọtụtụ mmadụ ọrụ.,Agriculture provides jobs for many people.,agriculture,original_parallel
R1_00300,Ise siga na-emebi ahụike.,Smoking damages health.,health,original_parallel
R1_00301,Ịntanetị na-ejikọta ndị mmadụ.,The internet connects people.,technology,original_parallel
R1_00302,Ụmụ akwụkwọ na-ede ihe.,The students are writing.,education,original_parallel
R1_00303,Ọ na-agba mmiri n'ubi.,He is watering the farm.,agriculture,original_parallel
R1_00304,Ule ahụ siri ike.,The examination was difficult.,education,original_parallel
R1_00305,Onye nkuzi guzoro n'ihu klaasị.,The teacher stood in front of the classroom.,education,original_parallel
R1_00306,Ndị obodo na-akwadebe nri maka ndị ọbịa.,The community prepares food for visitors.,culture,original_parallel
R1_00307,Ndị mmadụ yi uwe mara mma maka emume.,People wore beautiful clothes for the celebration.,religion,original_parallel
R1_00308,Dọkịta nyere ya ndụmọdụ.,the doctor gave advice.,health,iterative_back_translation_round_1
R1_00309,"Ee, aghọtara m.","Yes, I understand.",daily_conversation,original_parallel
R1_00310,Ndị mmadụ na-enyere ibe ha aka.,People help one another.,culture,original_parallel
R1_00311,Onye ọrụ ugbo na-akụ mkpụrụ.,The farmer is planting seeds.,agriculture,original_parallel
R1_00312,Ebe ofufe ahụ dị nso n'ụlọ ya.,The place of worship is near his house.,religion,original_parallel
R1_00313,Ha na-echekwa ihe ubi n'ụlọ nkwakọba ihe.,They store the harvest in a warehouse.,agriculture,original_parallel
R1_00314,Mmiri ozuzo dara nke ọma.,It rained well.,agriculture,original_parallel
R1_00315,Ana m aga ụlọ.,I am going home.,general,original_parallel
R1_00316,Asụsụ na-enyere ndị mmadụ aka ịkparịta ụka.,Language helps people communicate.,culture,original_parallel
R1_00317,Ha na-ebubata ngwaahịa.,They import products.,business,original_parallel
R1_00318,Ọrịa shuga chọrọ nlekọta mgbe niile.,Diabetes requires regular care.,health,original_parallel
R1_00319,Ọ na-eji vidio akparịta ụka.,He uses video to communicate.,technology,original_parallel
R1_00320,Aga m ezitere gị ozi.,I will send you a message.,daily_conversation,original_parallel
R1_00321,Ndị mmadụ gara nzukọ obodo.,The people attended a community meeting.,government,original_parallel
R1_00322,Anyị ga-aga n'ihu.,We will move forward.,general,original_parallel
R1_00323,Biko.,Please.,general,original_parallel
R1_00324,Ọ natara faịlụ ahụ.,He received the file.,technology,original_parallel
R1_00325,Onye ọrụ nwetara ụgwọ ọnwa ya.,The employee received his salary.,business,original_parallel
R1_00326,Ngwaahịa ahụ sitere n'obodo ọzọ.,The product came from another city.,business,original_parallel
R1_00327,Ha siri ji na ofe.,They cooked yam and soup.,culture,original_parallel
R1_00328,Ọka dị njikere maka owuwe ihe ubi.,The maize is ready for harvest.,agriculture,original_parallel
R1_00329,Ndị mmadụ nwere obi ụtọ.,People were happy.,religion,original_parallel
R1_00330,Ndị mmadụ na-esi nri ọdịnala n'emume.,People cook traditional food at celebrations.,culture,original_parallel
R1_00331,Ha mere nzukọ n'ịntanetị.,They held an online meeting.,technology,original_parallel
R1_00332,"Eeh, achọrọ m mmiri.","Yes, I need water.",general,original_parallel
R1_00333,Ụlọ ọrụ ahụ natara iwu ahụ.,The company received the order.,business,original_parallel
R1_00334,Ọdịnihu ga-adabere n'ụzụ.,The future will depend on technology.,technology,original_parallel
R1_00335,Ọ mụtara ihe ọhụrụ.,He learned something new.,religion,original_parallel
R1_00336,Ụzụ na-agbanwe ụwa.,Technology is changing the world.,technology,original_parallel
R1_00337,Nne na-ekpe ekpere maka ụmụ ya.,The mother prays for her children.,religion,original_parallel
R1_00338,Ụgwọ ọnwa ya dị mma.,His salary is good.,business,original_parallel
R1_00339,Enwere m echiche.,I have an idea.,daily_conversation,original_parallel
R1_00340,Anọ m n'ọrụ.,I am at work.,daily_conversation,original_parallel
R1_00341,Ụmụ akwụkwọ na-amụ asụsụ Igbo.,The students study the Igbo language.,education,original_parallel
R1_00342,Ọrịa nwere ike imetụta ezinụlọ.,Illness can affect a family.,health,original_parallel
R1_00343,Ezinụlọ m dị mkpa nye m.,My family is important to me.,general,original_parallel
R1_00344,Ụmụaka na-abịa n'ụlọ akwụkwọ n'oge.,The children come to school on time.,education,original_parallel
R1_00345,Ha kelere Chineke maka nri.,They thanked God for the food.,religion,original_parallel
R1_00346,Biko nyere m aka.,please help me.,daily_conversation,iterative_back_translation_round_1
R1_00347,Ụmụaka niile kwesịrị inweta agụmakwụkwọ.,All children should receive education.,government,original_parallel
R1_00348,Onye ọrụ ugbo debere mkpụrụ n'ebe nchekwa.,The farmer stored the seeds in a safe place.,agriculture,original_parallel
R1_00349,Nwa akwụkwọ na-agụ akwụkwọ.,The student is reading a book.,education,original_parallel
R1_00350,Ị chọrọ enyemaka?,Do you need help?,daily_conversation,original_parallel
R1_00351,Ụmụ akwụkwọ na-amụta ihe ọhụrụ.,The students are learning new things.,education,original_parallel
R1_00352,Aha m bụ Chinedu.,My name is Chinedu.,daily_conversation,original_parallel
R1_00353,Onye nkuzi mahadum kụziri klaasị.,The university lecturer taught the class.,education,original_parallel
R1_00354,Onye ụkọchukwu na-eduzi ofufe.,The priest leads the worship service.,religion,original_parallel
R1_00355,Enwere m ajụjụ.,I have a question.,general,original_parallel
R1_00356,Ọ chọrọ ịga mahadum.,He wants to go to university.,education,original_parallel
R1_00357,Gọọmenti na-arụ ụlọ akwụkwọ.,The government builds schools.,government,original_parallel
R1_00358,Ndị mmadụ yi uwe ọdịnala n'emume ahụ.,people wore traditional clothes.,culture,iterative_back_translation_round_1
R1_00359,Aha ahụ nwere ihe ọ pụtara.,The name has a meaning.,culture,original_parallel
R1_00360,Ụlọ ochie ahụ bụ akụkụ nke akụkọ obodo.,The old building is part of the town's history.,culture,original_parallel
R1_00361,Ndị ọrụ ugbo na-arụ ọrụ n'ubi.,The farmers work on the farm.,agriculture,original_parallel
R1_00362,Ọ dị njọ.,It is bad.,general,original_parallel
R1_00363,Onye ọrịa kwesịrị ịṅụ ọgwụ ya.,The patient should take his medicine.,health,original_parallel
R1_00364,Ndị mmadụ kwesịrị ikwu eziokwu.,People should tell the truth.,religion,original_parallel
R1_00365,Ọtụtụ mmadụ na-achọ ndụ dị mma.,Many people seek a good life.,religion,original_parallel
R1_00366,Ndị mmadụ chọrọ ikpe ziri ezi.,People want justice.,government,original_parallel
R1_00367,Enweghị nsogbu.,There is no problem.,daily_conversation,original_parallel
R1_00368,Ụmụaka kwesịrị ịma omenala ha.,Children should know their culture.,culture,original_parallel
R1_00369,Ọtụtụ mmadụ hụrụ egwu ọdịnala n'anya.,Many people love traditional music.,culture,original_parallel
R1_00370,Gọọmenti na-akwado ọrụ ugbo.,The government supports agriculture.,government,original_parallel
R1_00371,Ọ wuru weebụsaịtị.,He built a website.,technology,original_parallel
R1_00372,Ọrụ ahụ dị ngwa ma dị mma.,The service is fast and good.,business,original_parallel
R1_00373,Amaghị m ebe ahụ.,I do not know that place.,general,original_parallel
R1_00374,Ịchekwa omenala na-enyere ọgbọ na-abịa aka.,Preserving culture helps future generations.,culture,original_parallel
R1_00375,Ije ije bụ ezigbo mmega ahụ.,Walking is good exercise.,health,original_parallel
R1_00376,Ozi ahụ bịara n'oge.,The message arrived on time.,technology,original_parallel
R1_00377,Ọ dị mkpa imelite ngwanrọ.,It is important to update software.,technology,original_parallel
R1_00378,Ụlọ ọrụ gọọmenti na-enye ọrụ dị iche iche.,the government provides different services.,government,iterative_back_translation_round_1
R1_00379,Gọọmenti na-akwado agụmakwụkwọ.,the government supports education.,government,iterative_back_translation_round_1
R1_00380,Mepee ụzọ.,Open the door.,general,original_parallel
R1_00381,Ndị ọrụ ugbo na-enye obodo nri.,Farmers provide food for the community.,agriculture,original_parallel
R1_00382,Nne m kpọrọ m.,My mother called me.,daily_conversation,original_parallel
R1_00383,Ndị ezinụlọ na-akwado ibe ha.,Family members support one another.,culture,original_parallel
R1_00384,Ọ dị ọkụ taa.,It is hot today.,general,original_parallel
R1_00385,Uwe ọdịnala na-egosi omenala mmadụ.,Traditional clothing shows a person's culture.,culture,original_parallel
R1_00386,Ka anyị malite.,Let us start.,daily_conversation,original_parallel
R1_00387,Nwa akwụkwọ ahụ dara ule ahụ.,The student failed the examination.,education,original_parallel
R1_00388,Ọ dị mkpa ịchekwa mkpụrụ.,It is important to save seeds.,agriculture,original_parallel
R1_00389,Ọ dị mkpa ilekọta ahụike anyị.,It is important to take care of our health.,health,original_parallel
R1_00390,Ọ dị oyi taa.,It is cold today.,general,original_parallel
R1_00391,Agaghị m echefu ya.,I will not forget it.,general,original_parallel
R1_00392,Ana m echeta ya.,I remember it.,general,original_parallel
R1_00393,Ka chi fo.,Good morning.,daily_conversation,original_parallel
R1_00394,Biko nyere m aka.,Please help me.,daily_conversation,original_parallel
R1_00395,Ala a dị mma maka ịkụ ihe.,This soil is good for planting.,agriculture,original_parallel
R1_00396,Ezi ọchịchị na-eme ka obodo sie ike.,Good governance makes a community strong.,government,original_parallel
R1_00397,Olileanya na-enyere mmadụ aka ịga n'ihu.,Hope helps a person move forward.,religion,original_parallel
R1_00398,Ọ dị mkpa izobe paswọọdụ.,It is important to keep a password secret.,technology,original_parallel
R1_00399,Ọtụtụ mmadụ hụrụ mgbasa ozi ahụ.,Many people saw the advertisement.,business,original_parallel
R1_00400,Azụmahịa ahụ nwetara nnukwu uru.,The business made a large profit.,business,original_parallel
R1_00401,Ọzụzụ na-enyere ndị ọrụ ugbo aka.,Training helps farmers.,agriculture,original_parallel
R1_00402,Onye ọrịa gara ụlọ ọgwụ.,The patient went to the hospital.,health,original_parallel
R1_00403,Gọọmenti kwesịrị ige ndị mmadụ ntị.,The government should listen to the people.,government,original_parallel
R1_00404,Onye ahịa nyere iwu ngwaahịa.,The customer ordered a product.,business,original_parallel
R1_00405,Abịara m ugbu a.,I have arrived now.,general,original_parallel
R1_00406,Aha ụfọdụ na-echeta ndị nna nna.,Some names remember ancestors.,culture,original_parallel
R1_00407,Traktọ na-enyere ndị ọrụ ugbo aka.,A tractor helps farmers.,agriculture,original_parallel
R1_00408,Ụmụaka na-ekpe ekpere tupu ha erie nri.,The children pray before they eat.,religion,original_parallel
R1_00409,Kọmputa ahụ anaghị arụ ọrụ nke ọma.,the computer is not working.,technology,iterative_back_translation_round_1
R1_00410,Agụmakwụkwọ na-emeghe ụzọ maka ọdịnihu.,Education opens the way to the future.,education,original_parallel
R1_00411,Ndị mmadụ nyere ndụmọdụ.,The people gave advice.,government,original_parallel
R1_00412,Obodo chọrọ ọkụ eletrik.,The community needs electricity.,government,original_parallel
R1_00413,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.,The internet helps students learn.,education,original_parallel
R1_00414,Ha kpọrọ nwa ahụ aha nna nna ya.,They named the child after his grandfather.,culture,original_parallel
R1_00415,Gọọmenti na-akwado obere azụmahịa.,The government supports small businesses.,government,original_parallel
R1_00416,Ha chọrọ ịmata ihe ndị ahịa chọrọ.,They want to know what customers want.,business,original_parallel
R1_00417,Aga m aga ugbu a.,I am leaving now.,daily_conversation,original_parallel
R1_00418,Ọ dị mma nke ukwuu.,It is very good.,general,original_parallel
R1_00419,Ndị nkuzi na-akọ akụkọ banyere obodo.,Teachers tell stories about the community.,culture,original_parallel
R1_00420,Ịmụ koodu chọrọ oge.,Learning to code takes time.,technology,original_parallel
R1_00421,Akwụkwọ nri nwere ọtụtụ vitamin.,Vegetables contain many vitamins.,health,original_parallel
R1_00422,Ana m ahụ ezinụlọ m n'anya.,I love my family.,general,original_parallel
R1_00423,Onye ahịa kpọrọ ụlọ ọrụ ahụ.,The customer called the company.,business,original_parallel
R1_00424,Onye ọrụ ugbo nwere ahụmahụ.,The farmer has experience.,agriculture,original_parallel
R1_00425,Ụmụaka mụtara ihe n'okpukpe.,Children learned about religion.,religion,original_parallel
R1_00426,Gọọmenti na ndị mmadụ kwesịrị ịrụkọ ọrụ ọnụ.,The government and the people should work together.,government,original_parallel
R1_00427,Ụmụ akwụkwọ na-asọmpi n'ọmụmụ ihe.,The students compete in their studies.,education,original_parallel
R1_00428,Ọ gara ajụjụ ọnụ maka ọrụ.,He went for a job interview.,business,original_parallel
R1_00429,Gịnị ka nke a bụ?,What is this?,general,original_parallel
R1_00430,Ndị mmadụ na-agba egwu n'emume.,People dance at celebrations.,culture,original_parallel
R1_00431,Ndị Igbo na-akwanyere ndị ọbịa ùgwù.,The Igbo people respect visitors.,culture,original_parallel
R1_00432,Onye nkuzi kọwara ya ọzọ.,The teacher explained it again.,education,original_parallel
R1_00433,Ụmụ akwụkwọ na-arụ ọrụ ọnụ.,the students work together.,education,iterative_back_translation_round_1
R1_00434,Onye na-ere ahịa na-ere uwe.,The trader sells clothes.,business,original_parallel
R1_00435,Ndị mmadụ kwesịrị ịgbaso ndụmọdụ ahụike.,People should follow health advice.,government,original_parallel
R1_00436,Onye injinia meziri usoro ahụ.,The engineer repaired the system.,technology,original_parallel
R1_00437,Ịrụkọ ọrụ ọnụ na-eweta udo.,Working together brings peace.,religion,original_parallel
R1_00438,Ka ụbọchị ọma.,Have a good day.,daily_conversation,original_parallel
R1_00439,Ụlọ ọrụ ahụ na-arụ ọrụ n'obodo dị iche iche.,The company operates in different cities.,business,original_parallel
R1_00440,Ịsa aka na-egbochi mgbasa ọrịa.,Handwashing prevents the spread of disease.,health,original_parallel
R1_00441,Ọ na-eji teknụzụ eme mmụta.,He uses technology for learning.,technology,original_parallel
R1_00442,Ọtụtụ mmadụ na-asụ Igbo n'ụlọ.,Many people speak Igbo at home.,culture,original_parallel
R1_00443,Gọọmenti na-elekọta obodo.,The government manages the community.,government,original_parallel
R1_00444,Kọmputa ahụ dị ọhụrụ.,The computer is new.,technology,original_parallel
R1_00445,Ọmụmụ ihe na-enyere mmadụ aka iru ihe mgbaru ọsọ ya.,Learning helps a person achieve their goals.,education,original_parallel
R1_00446,Onye ọrụ ugbo zụtara traktọ.,The farmer bought a tractor.,agriculture,original_parallel
R1_00447,Emume ahụ mere n'ụlọ.,The celebration took place at home.,religion,original_parallel
R1_00448,Gaa ebe ahụ.,Go there.,daily_conversation,original_parallel
R1_00449,Obodo chọrọ nchekwa.,The community needs security.,government,original_parallel
R1_00450,Ndị mmadụ na-ezukọ n'ebe ofufe.,People gather at the place of worship.,religion,original_parallel
R1_00451,Ọ na-eji ngwa dị iche iche.,He uses different applications.,technology,original_parallel
R1_00452,Ndị mmadụ nwere ike isonye na mmemme ahụ.,People can participate in the program.,government,original_parallel
R1_00453,Ha kwurịtara banyere azụmahịa.,They discussed the business.,business,original_parallel
R1_00454,Onye ọchụnta ego malitere azụmahịa ọhụrụ.,The entrepreneur started a new business.,business,original_parallel
R1_00455,Enwere m obi ụtọ.,I am happy.,daily_conversation,original_parallel
R1_00456,Ebee ka akwụkwọ ahụ dị?,Where is the book?,general,original_parallel
R1_00457,Ọ wụnyere ngwanrọ nchebe.,He installed security software.,technology,original_parallel
R1_00458,Ọtụtụ ndị ntorobịa na-achọ ọrụ.,Many young people are looking for jobs.,government,original_parallel
R1_00459,Ụlọ ọrụ ahụ na-ebupụ ngwaahịa.,The company exports products.,business,original_parallel
R1_00460,Ndị mmadụ na-arịọ maka enyemaka.,People ask for help.,religion,original_parallel
R1_00461,Ụlọ ọrụ ahụ na-eme nyocha ahịa.,The company conducts market research.,business,original_parallel
R1_00462,Ọ natara akwụkwọ ya.,He received his document.,government,original_parallel
R1_00463,Ụzọ ọgbara ọhụrụ na-eme ka ọrụ ugbo dị mfe.,Modern methods make farming easier.,agriculture,original_parallel
R1_00464,Ọrụ ya dị mma.,His work is good.,education,original_parallel
R1_00465,Mmepe chọrọ nkwado nke ndị mmadụ.,Development requires the support of the people.,government,original_parallel
R1_00466,Ọtụtụ mmadụ na-adabere n'obere azụmahịa.,Many people depend on small businesses.,government,original_parallel
R1_00467,Izu ike na-enyere onye ọrịa aka.,Rest helps the patient.,health,original_parallel
R1_00468,Azụmahịa chọrọ ezigbo atụmatụ.,Business requires good planning.,business,original_parallel
R1_00469,Abalị dị jụụ.,The night is quiet.,general,original_parallel
R1_00470,Mmiri ozuzo na-enyere ndị ọrụ ugbo aka.,Rain helps farmers.,agriculture,original_parallel
R1_00471,Ndị mmadụ na-aga ofufe n'ụtụtụ.,People go to worship in the morning.,religion,original_parallel
R1_00472,Ọtụtụ ndị mmadụ chọrọ ngwaahịa a.,Many people want this product.,business,original_parallel
R1_00473,Mahadum ahụ nwere ọtụtụ ụmụ akwụkwọ.,The university has many students.,education,original_parallel
R1_00474,Gụọ akwụkwọ ahụ.,Read the book.,general,original_parallel
R1_00475,Ígwè dị mkpa maka ahụ.,Iron is important for the body.,health,original_parallel
R1_00476,Ndị ọrụ ugbo nwetara enyemaka.,The farmers received assistance.,government,original_parallel
R1_00477,Ọ dị mkpa ịgbaso iwu.,It is important to follow the law.,government,original_parallel
R1_00478,Ọrụ a chọrọ ahụmahụ.,This job requires experience.,business,original_parallel
R1_00479,Onye ọrịa kwesịrị ịlele ahụike ya.,The patient should check his health.,health,original_parallel
R1_00480,Kedu ihe ị na-eme?,What are you doing?,daily_conversation,original_parallel
R1_00481,Ụlọ ọrụ ahụ na-eme mgbasa ozi.,The company advertises.,business,original_parallel
R1_00482,Onye ọchụnta ego mere atụmatụ.,The entrepreneur made a plan.,business,original_parallel
R1_00483,Atụla egwu.,Do not be afraid.,daily_conversation,original_parallel
R1_00484,Ndị isi kwesịrị ịza ajụjụ.,Leaders should be accountable.,government,original_parallel
R1_00485,Ọ dị mkpa iji teknụzụ mee ihe nke ọma.,It is important to use technology properly.,technology,original_parallel
R1_00486,Ọnụ ahịa ọka mụbara.,The price of maize increased.,agriculture,original_parallel
R1_00487,Anwụ na-enyere ihe ọkụkụ aka ito.,Sunlight helps crops grow.,agriculture,original_parallel
R1_00488,Ndị isi na-eje ozi nye obodo.,Leaders serve the community.,government,original_parallel
R1_00489,Ụlọ akwụkwọ ahụ meghere n'ụtụtụ.,The school opened in the morning.,education,original_parallel
R1_00490,Igwè nwere ike ịrụ ọrụ ngwa ngwa.,Machines can work quickly.,technology,original_parallel
R1_00491,Ọ na-ezu ike mgbe ọ gwụrụ ike.,He rests when he is tired.,health,original_parallel
R1_00492,Ndị mmadụ chọrọ ibi n'udo.,People want to live in peace.,government,original_parallel
R1_00493,Onye ahịa nwere ajụjụ.,The customer has a question.,business,original_parallel
R1_00494,Ọ lọtara n'ụlọ.,He returned home.,general,original_parallel
R1_00495,Ọ wụnyere ngwanrọ ọhụrụ.,He installed new software.,technology,original_parallel
R1_00496,A na-akụ ji n'oge opupu ihe ubi.,Yam is planted during the planting season.,agriculture,original_parallel
R1_00497,Ịkekọrịta ihe na-egosi ịhụnanya.,Sharing shows love.,religion,original_parallel
R1_00498,Ajụjụ ahụ siri ike.,The question is difficult.,education,original_parallel
R1_00499,Ndị mmadụ nyere onye ọrịa aka.,People helped the sick person.,religion,original_parallel
R1_00500,Ha nwetara ngwá ọrụ ugbo ọhụrụ.,They received new farming equipment.,agriculture,original_parallel
R1_00501,Anyị gara ịtụ ihe ubi.,We went to harvest the crops.,agriculture,original_parallel
R1_00502,Ngwaahịa ahụ rutere n'oge.,The product arrived on time.,business,original_parallel
R1_00503,Ọ chekwaara akwụkwọ ahụ.,He saved the document.,technology,original_parallel
R1_00504,Weebụsaịtị na-enye ozi.,A website provides information.,technology,original_parallel
R1_00505,Ọmụmụ igwe bụ akụkụ nke ọgụgụ isi mmadụ.,Machine learning is part of artificial intelligence.,technology,original_parallel
R1_00506,Nne m nọ n'ụlọ.,My mother is at home.,general,original_parallel
R1_00507,Ọ mụtara otu esi eji kọmputa.,He learned how to use a computer.,technology,original_parallel
R1_00508,Gịnị ka ị na-eme ugbu a?,what are you doing?,daily_conversation,iterative_back_translation_round_1
R1_00509,Ọtụtụ ezinụlọ na-adabere n'ọrụ ugbo.,Many families depend on farming.,agriculture,original_parallel
R1_00510,Nri ọdịnala na-egosi akụkọ obodo.,Traditional food reflects the history of a community.,culture,original_parallel
R1_00511,Ọrịa ụfọdụ nwere ike igbochi.,Some diseases can be prevented.,health,original_parallel
R1_00512,Nwa akwụkwọ ahụ nwere akwụkwọ.,The student has a book.,education,original_parallel
R1_00513,Onye ọrụ na-arụsi ọrụ ike.,The employee works hard.,business,original_parallel
R1_00514,Omenala na-ejikọta ọgbọ dị iche iche.,Culture connects different generations.,culture,original_parallel
R1_00515,Onye mmemme na-ede koodu.,The programmer writes code.,technology,original_parallel
R1_00516,Ezi omume na-enyere mmadụ na obodo aka.,Good behavior helps both the individual and the community.,religion,original_parallel
R1_00517,Nwa akwụkwọ ahụ chọrọ enyemaka.,The student needs help.,education,original_parallel
R1_00518,Onye nkuzi nyere ha ọrụ ụlọ.,The teacher gave them homework.,education,original_parallel
R1_00519,Anụ ụlọ chọrọ nri.,Domestic animals need food.,agriculture,original_parallel
R1_00520,Ọ na-eziga ozi site na ekwentị.,He sends messages by phone.,technology,original_parallel
R1_00521,Ngwanrọ ahụ dị mfe iji.,The software is easy to use.,technology,original_parallel
R1_00522,Ndị mmadụ nwere ike ikwu echiche ha.,People can express their opinions.,government,original_parallel
R1_00523,Ọ bụghị nsogbu.,It is not a problem.,general,original_parallel
R1_00524,Ọ na-aṅụ ọgwụ ugboro abụọ n'ụbọchị.,He takes the medicine twice a day.,health,original_parallel
R1_00525,Ọrụ ndị ahịa dị mkpa.,Customer service is important.,business,original_parallel
R1_00526,Onye nkuzi kọwara ihe ahụ.,The teacher explained the topic.,education,original_parallel
R1_00527,Onye ọka iwu na-enyere ndị mmadụ aka.,A lawyer helps people.,government,original_parallel
R1_00528,Nzukọ n'ịntanetị na-ewu ewu.,Online meetings are popular.,technology,original_parallel
R1_00529,Ọ na-amụ nkà dijitalụ.,He is learning digital skills.,technology,original_parallel
R1_00530,Ala kpọrọ nkụ anaghị enyere ihe ọkụkụ aka.,Dry soil does not help crops.,agriculture,original_parallel
R1_00531,Omenala na-akụzi ịdị n'otu.,Culture teaches unity.,culture,original_parallel
R1_00532,Agụmakwụkwọ bụ isi ihe na mmepe obodo.,Education is essential for community development.,education,original_parallel
R1_00533,Chere obere oge.,Wait for a short while.,daily_conversation,original_parallel
R1_00534,Onye ahịa enweghị afọ ojuju.,The customer is not satisfied.,business,original_parallel
R1_00535,Ị maara ebe a?,Do you know this place?,general,original_parallel
R1_00536,Ndị obodo na-eji Igbo eme emume.,The community uses Igbo during celebrations.,culture,original_parallel
R1_00537,Ụfọdụ ọrụ na-eji igwe eme ihe.,Some jobs use machines.,technology,original_parallel
R1_00538,Akụrụngwa kọmputa dị mkpa.,Computer hardware is important.,technology,original_parallel
R1_00539,Ụlọ ọrụ ahụ nwere akaụntụ ụlọ akụ.,The company has a bank account.,business,original_parallel
R1_00540,Ha ji ọgwụ chebe ihe ọkụkụ.,They used chemicals to protect the crops.,agriculture,original_parallel
R1_00541,Ha tụlere atụmatụ azụmahịa ahụ.,They discussed the business plan.,business,original_parallel
R1_00542,Omume ahụike dị mkpa.,Healthy habits are important.,health,original_parallel
R1_00543,Gee ntị.,Listen.,general,original_parallel
R1_00544,Nwa akwụkwọ ahụ zara ajụjụ ahụ.,The student answered the question.,education,original_parallel
R1_00545,Ndị mmadụ bụrụ abụ n'oge ofufe.,People sang during the worship service.,religion,original_parallel
R1_00546,Ụbọ aka bụ otu n'ime ngwá egwu ọdịnala.,The ubo-aka is one of the traditional musical instruments.,culture,original_parallel
R1_00547,Ịdị umeala n'obi bụ omume ọma.,Humility is a good quality.,religion,original_parallel
R1_00548,Ndị enyi ya na-enye ya ndụmọdụ.,His friends give him advice.,religion,original_parallel
R1_00549,Ọ kwụrụ ụgwọ ahụ n'oge.,He paid the debt on time.,business,original_parallel
R1_00550,Gọọmenti na-enye mmiri ọṅụṅụ.,The government provides drinking water.,government,original_parallel
R1_00551,Ọ dị mkpa ịkwanyere ndị ọzọ ùgwù.,It is important to respect others.,religion,original_parallel
R1_00552,Paswọọdụ na-echekwa akaụntụ.,A password protects an account.,technology,original_parallel
R1_00553,Ụzụ na-enyere ndị mmadụ aka.,Technology helps people.,technology,original_parallel
R1_00554,Onye ahịa nwere afọ ojuju.,The customer is satisfied.,business,original_parallel
R1_00555,Azụmahịa dị mkpa maka mmepe obodo.,Business is important for community development.,business,original_parallel
R1_00556,Onye nduzi nyere ndụmọdụ.,The leader gave advice.,religion,original_parallel
R1_00557,Ụmụ akwụkwọ na-amụ ihe.,The students are studying.,education,original_parallel
R1_00558,Ha na-abụ abụ ọdịnala.,They sing traditional songs.,culture,original_parallel
R1_00559,Anyị na-echeta akụkọ ndị nna nna anyị.,We remember the stories of our ancestors.,culture,original_parallel
R1_00560,Ụmụaka nọdụrụ gee akụkọ ahụ ntị.,The children sat and listened to the story.,culture,original_parallel
R1_00561,Ụlọ ọgwụ ọha na-enyere ndị mmadụ aka.,Public hospitals help people.,government,original_parallel
R1_00562,Ọ gere ndụmọdụ ahụ ntị.,He listened to the advice.,religion,original_parallel
R1_00563,Anyị kwesịrị ichekwa omenala anyị.,We should preserve our culture.,culture,original_parallel
R1_00564,Ọ dị mkpa iri nri dị iche iche.,It is important to eat different foods.,health,original_parallel
R1_00565,Ndị mmadụ na-enweta nkasi obi site n'okpukpe.,People find comfort through religion.,religion,original_parallel
R1_00566,Ha nyere ndị ogbenye ego.,They gave money to the poor.,religion,original_parallel
R1_00567,Ndewo.,Hello.,daily_conversation,original_parallel
R1_00568,Njehie ahụ mere ka mmemme kwụsị.,The error caused the program to stop.,technology,original_parallel
R1_00569,Kọmputa ahụ kwụsịrị ịrụ ọrụ.,The computer stopped working.,technology,original_parallel
R1_00570,Etetaala m.,I have woken up.,general,original_parallel
R1_00571,Onye nkuzi nyochara ọrụ ụmụ akwụkwọ.,The teacher checked the students' work.,education,original_parallel
R1_00572,Onye ọrụ ugbo na-azụ ehi.,The farmer raises cattle.,agriculture,original_parallel
R1_00573,Ndị ọrụ ahụike na-elekọta ndị ọrịa.,Health workers care for patients.,health,original_parallel
R1_00574,Ha na-akpọ egwu n'oge emume.,They play music during celebrations.,culture,original_parallel
R1_00575,Ọ nọ n'ụlọ.,He is at home.,general,original_parallel
R1_00576,Mmiri dị mkpa maka ihe ọkụkụ.,Water is important for crops.,agriculture,original_parallel
R1_00577,Ha gere okwu ahụ ntị.,They listened to the speech.,religion,original_parallel
R1_00578,Ụmụ akwụkwọ na-eme nke ọma.,The students are doing well.,education,original_parallel
R1_00579,Nwa akwụkwọ ahụ gosipụtara ọrụ ya.,The student presented his work.,education,original_parallel
R1_00580,Amaghị m.,I do not know.,daily_conversation,original_parallel
R1_00581,Ịgụ akwụkwọ na-enyere ụmụ akwụkwọ aka.,Studying helps students.,education,original_parallel
R1_00582,Ọrụ ugbo chọrọ ndidi.,Farming requires patience.,agriculture,original_parallel
R1_00583,Ikpe ziri ezi dị mkpa n'obodo.,Justice is important in a community.,government,original_parallel
R1_00584,Olileanya dị mkpa n'oge nsogbu.,Hope is important during difficult times.,religion,original_parallel
R1_00585,Onye ahịa zụtara ngwaahịa ahụ.,The customer bought the product.,business,original_parallel
